Orthogroup	CquinquefasciatusJHB2020	AdirusWRAIR2
OG0005703	CQUJHB013840	ADIR002185
OG0005704	CQUJHB017574	ADIR001978
OG0005705	CQUJHB000387	ADIR009629
OG0005706	CQUJHB002819	ADIR009599
OG0005707	CQUJHB007815	ADIR001977
OG0005708	CQUJHB018245	ADIR001974
OG0005709	CQUJHB016223	ADIR001973
OG0005710	CQUJHB008340	ADIR002182
OG0005711	CQUJHB014790	ADIR011579
OG0005712	CQUJHB018439	ADIR011580
OG0005713	CQUJHB003178	ADIR007688
OG0005714	CQUJHB015775	ADIR009407
OG0005715	CQUJHB015847	ADIR009249
OG0005716	CQUJHB008815	ADIR009406
OG0005717	CQUJHB008695	ADIR004360
OG0005718	CQUJHB008420	ADIR009409
OG0005719	CQUJHB016636	ADIR009408
OG0005720	CQUJHB004157	ADIR009410
OG0005721	CQUJHB000927	ADIR008077
OG0005722	CQUJHB009169	ADIR003844
OG0005723	CQUJHB007630	ADIR000960
OG0005726	CQUJHB011829	ADIR002122
OG0005727	CQUJHB004105	ADIR000406
OG0005728	CQUJHB015029	ADIR002118
OG0005729	CQUJHB006456	ADIR007477
OG0005730	CQUJHB012155	ADIR002120
OG0005731	CQUJHB016248	ADIR005619
OG0005732	CQUJHB010994	ADIR001316
OG0005733	CQUJHB011476	ADIR005780
OG0005734	CQUJHB004811	ADIR000060
OG0005735	CQUJHB006322	ADIR000058
OG0005736	CQUJHB017763	ADIR000057
OG0005737	CQUJHB013228	ADIR000061
OG0005738	CQUJHB004927	ADIR009127
OG0005739	CQUJHB003902	ADIR005402
OG0005740	CQUJHB001426	ADIR001247
OG0005741	CQUJHB012187	ADIR008554
OG0005742	CQUJHB001190	ADIR005054
OG0005743	CQUJHB013903	ADIR005048
OG0005744	CQUJHB012110	ADIR009516
OG0005745	CQUJHB000789	ADIR009211
OG0005746	CQUJHB005777	ADIR009209
OG0005747	CQUJHB005178	ADIR009210
OG0005748	CQUJHB017096	ADIR009364
OG0005749	CQUJHB011091	ADIR006956
OG0005750	CQUJHB007011	ADIR009212
OG0005751	CQUJHB017551	ADIR002642
OG0005752	CQUJHB007844	ADIR004437
OG0005753	CQUJHB011704	ADIR004439
OG0005754	CQUJHB016688	ADIR004444
OG0005755	CQUJHB014755	ADIR001034
OG0005756	CQUJHB010980	ADIR001160
OG0005757	CQUJHB011787	ADIR002231
OG0005758	CQUJHB006915	ADIR009886
OG0005759	CQUJHB004406	ADIR009884
OG0005760	CQUJHB014835	ADIR009879
OG0005761	CQUJHB016377	ADIR009880
OG0005762	CQUJHB011126	ADIR001655
OG0005763	CQUJHB015248	ADIR009878
OG0005764	CQUJHB009558	ADIR009133
OG0005765	CQUJHB005633	ADIR009140
OG0005766	CQUJHB000816	ADIR009141
OG0005767	CQUJHB007326	ADIR009145
OG0005768	CQUJHB001747	ADIR006514
OG0005769	CQUJHB002544	ADIR006516
OG0005770	CQUJHB016946	ADIR006525
OG0005771	CQUJHB012230	ADIR006515
OG0005772	CQUJHB004613	ADIR006519
OG0005773	CQUJHB004439	ADIR006518
OG0005774	CQUJHB013067	ADIR006524
OG0005775	CQUJHB009407	ADIR008919
OG0005776	CQUJHB007498	ADIR005878
OG0005777	CQUJHB015130	ADIR004712
OG0005778	CQUJHB015562	ADIR008796
OG0005779	CQUJHB008503	ADIR008797
OG0005780	CQUJHB014784	ADIR008801
OG0005781	CQUJHB001169	ADIR011165
OG0005783	CQUJHB001146	ADIR005596
OG0005784	CQUJHB016575	ADIR003234
OG0005785	CQUJHB013249	ADIR004119
OG0005786	CQUJHB018456	ADIR004122
OG0005787	CQUJHB017308	ADIR001322
OG0005788	CQUJHB013954	ADIR001175
OG0005789	CQUJHB018026	ADIR001411
OG0005790	CQUJHB014494	ADIR002204
OG0005791	CQUJHB000302	ADIR002208
OG0005792	CQUJHB009667	ADIR008042
OG0005793	CQUJHB008026	ADIR004084
OG0005794	CQUJHB005155	ADIR004109
OG0005795	CQUJHB003818	ADIR003691
OG0005796	CQUJHB000317	ADIR003690
OG0005797	CQUJHB008313	ADIR010028
OG0005798	CQUJHB010651	ADIR010038
OG0005799	CQUJHB014169	ADIR010031
OG0005800	CQUJHB005116	ADIR007870
OG0005801	CQUJHB006858	ADIR007868
OG0005802	CQUJHB001006	ADIR007873
OG0005803	CQUJHB001457	ADIR015503
OG0005804	CQUJHB009946	ADIR011009
OG0005805	CQUJHB015171	ADIR001217
OG0005806	CQUJHB018291	ADIR001534
OG0005807	CQUJHB010723	ADIR001355
OG0005808	CQUJHB004080	ADIR002818
OG0005809	CQUJHB016516	ADIR006437
OG0005810	CQUJHB006470	ADIR002819
OG0005811	CQUJHB018236	ADIR002458
OG0005812	CQUJHB018289	ADIR002782
OG0005813	CQUJHB001653	ADIR002784
OG0005814	CQUJHB004997	ADIR003352
OG0005815	CQUJHB015216	ADIR008306
OG0005816	CQUJHB003179	ADIR008308
OG0005817	CQUJHB005314	ADIR003353
OG0005818	CQUJHB018199	ADIR002896
OG0005819	CQUJHB013830	ADIR014283
OG0005820	CQUJHB009614	ADIR009069
OG0005821	CQUJHB009774	ADIR015981
OG0005822	CQUJHB010907	ADIR011082
OG0005823	CQUJHB000936	ADIR011084
OG0005824	CQUJHB014409	ADIR009078
OG0005825	CQUJHB016761	ADIR004290
OG0005826	CQUJHB016913	ADIR004285
OG0005827	CQUJHB007148	ADIR004299
OG0005828	CQUJHB006353	ADIR004297
OG0005829	CQUJHB004968	ADIR002200
OG0005830	CQUJHB001784	ADIR005879
OG0005831	CQUJHB012003	ADIR010749
OG0005832	CQUJHB009019	ADIR006665
OG0005833	CQUJHB014183	ADIR006668
OG0005834	CQUJHB017704	ADIR006664
OG0005835	CQUJHB012962	ADIR008040
OG0005836	CQUJHB007389	ADIR001662
OG0005837	CQUJHB010769	ADIR008700
OG0005838	CQUJHB017250	ADIR003699
OG0005839	CQUJHB012195	ADIR007759
OG0005840	CQUJHB008512	ADIR005109
OG0005841	CQUJHB006993	ADIR005110
OG0005842	CQUJHB016165	ADIR005108
OG0005843	CQUJHB008849	ADIR002400
OG0005844	CQUJHB006674	ADIR002396
OG0005845	CQUJHB017809	ADIR002402
OG0005846	CQUJHB000448	ADIR002401
OG0005847	CQUJHB014751	ADIR003066
OG0005848	CQUJHB002869	ADIR003063
OG0005849	CQUJHB015964	ADIR003064
OG0005851	CQUJHB004928	ADIR009903
OG0005852	CQUJHB011398	ADIR002701
OG0005853	CQUJHB018393	ADIR009456
OG0005854	CQUJHB012876	ADIR009455
OG0005855	CQUJHB012132	ADIR001637
OG0005856	CQUJHB012294	ADIR001642
OG0005857	CQUJHB000895	ADIR001636
OG0005858	CQUJHB018385	ADIR001641
OG0005859	CQUJHB010612	ADIR001639
OG0005860	CQUJHB012399	ADIR001638
OG0005861	CQUJHB013119	ADIR001644
OG0005862	CQUJHB002623	ADIR007301
OG0005863	CQUJHB008743	ADIR007304
OG0005864	CQUJHB013612	ADIR016050
OG0005865	CQUJHB004466	ADIR007311
OG0005866	CQUJHB012743	ADIR006209
OG0005867	CQUJHB004469	ADIR006207
OG0005868	CQUJHB004167	ADIR006204
OG0005869	CQUJHB000298	ADIR006781
OG0005870	CQUJHB010961	ADIR006780
OG0005871	CQUJHB009700	ADIR006782
OG0005872	CQUJHB007019	ADIR000717
OG0005873	CQUJHB011905	ADIR000714
OG0005874	CQUJHB016293	ADIR000712
OG0005875	CQUJHB001932	ADIR002533
OG0005876	CQUJHB003300	ADIR002534
OG0005877	CQUJHB006324	ADIR010016
OG0005878	CQUJHB010473	ADIR010014
OG0005879	CQUJHB001692	ADIR010019
OG0005880	CQUJHB001537, CQUJHB013358	ADIR015813
OG0005881	CQUJHB010153	ADIR002532
OG0005882	CQUJHB009447	ADIR000321
OG0005883	CQUJHB016514	ADIR000322
OG0005884	CQUJHB001489	ADIR000324
OG0005886	CQUJHB017535	ADIR011658
OG0005887	CQUJHB001595	ADIR009991
OG0005888	CQUJHB006691	ADIR008936
OG0005889	CQUJHB017827	ADIR008939
OG0005890	CQUJHB014830	ADIR009993
OG0005891	CQUJHB009467	ADIR008938
OG0005892	CQUJHB014887	ADIR011345
OG0005893	CQUJHB010232	ADIR000063
OG0005894	CQUJHB006663	ADIR000064
OG0005895	CQUJHB001804	ADIR000065
OG0005896	CQUJHB008022	ADIR000062
OG0005897	CQUJHB001057	ADIR002049
OG0005898	CQUJHB007281	ADIR000066
OG0005899	CQUJHB002365	ADIR005041
OG0005900	CQUJHB007523	ADIR010096
OG0005901	CQUJHB005459	ADIR004042
OG0005902	CQUJHB007731	ADIR004043
OG0005903	CQUJHB005871	ADIR004041
OG0005904	CQUJHB006444	ADIR002319
OG0005905	CQUJHB017462	ADIR010768
OG0005906	CQUJHB016611	ADIR015516
OG0005907	CQUJHB018013	ADIR002320
OG0005908	CQUJHB006061	ADIR010764
OG0005909	CQUJHB002518	ADIR010766
OG0005910	CQUJHB006178	ADIR010769
OG0005911	CQUJHB008621	ADIR002299
OG0005912	CQUJHB017085	ADIR002298
OG0005913	CQUJHB008147	ADIR006142
OG0005914	CQUJHB017916	ADIR005090
OG0005915	CQUJHB003474	ADIR005089
OG0005916	CQUJHB012588	ADIR005093
OG0005918	CQUJHB016199	ADIR016008
OG0005919	CQUJHB004242	ADIR005094
OG0005920	CQUJHB016103	ADIR005091
OG0005921	CQUJHB003637	ADIR005088
OG0005922	CQUJHB010664	ADIR004382
OG0005923	CQUJHB018248	ADIR004385
OG0005924	CQUJHB013343	ADIR004383
OG0005925	CQUJHB004008	ADIR004174
OG0005926	CQUJHB002469	ADIR015843
OG0005927	CQUJHB017949	ADIR004175
OG0005928	CQUJHB002319	ADIR007424
OG0005929	CQUJHB000984	ADIR007425
OG0005930	CQUJHB005836	ADIR015592
OG0005931	CQUJHB008059	ADIR005414
OG0005932	CQUJHB016398	ADIR009045
OG0005933	CQUJHB000044	ADIR009048
OG0005935	CQUJHB013650	ADIR008489
OG0005936	CQUJHB001065	ADIR010690
OG0005937	CQUJHB008000	ADIR010687
OG0005938	CQUJHB004618	ADIR011552
OG0005939	CQUJHB008229	ADIR011548
OG0005940	CQUJHB008011	ADIR009199
OG0005941	CQUJHB013038	ADIR009484
OG0005942	CQUJHB010135	ADIR011549
OG0005943	CQUJHB014935	ADIR011550
OG0005944	CQUJHB015149	ADIR009485
OG0005945	CQUJHB018129	ADIR002613
OG0005946	CQUJHB013607	ADIR006646
OG0005947	CQUJHB007363	ADIR005278
OG0005948	CQUJHB008842	ADIR002609
OG0005949	CQUJHB009394	ADIR002616
OG0005950	CQUJHB018440	ADIR005279, ADIR002617
OG0005951	CQUJHB004073	ADIR002615
OG0005952	CQUJHB014795	ADIR008339
OG0005953	CQUJHB017931	ADIR008336
OG0005954	CQUJHB008441	ADIR006120
OG0005955	CQUJHB011845	ADIR006118
OG0005956	CQUJHB012731	ADIR006122
OG0005957	CQUJHB009310	ADIR008676
OG0005958	CQUJHB009761	ADIR008675
OG0005959	CQUJHB002572	ADIR008674
OG0005960	CQUJHB002142	ADIR008677
OG0005961	CQUJHB002597	ADIR000399
OG0005963	CQUJHB017506	ADIR007764
OG0005964	CQUJHB001466	ADIR003613
OG0005965	CQUJHB006917	ADIR003616
OG0005966	CQUJHB014933	ADIR005127
OG0005967	CQUJHB006999	ADIR011400
OG0005968	CQUJHB003799	ADIR011331
OG0005969	CQUJHB010002	ADIR001068
OG0005970	CQUJHB014530	ADIR000916
OG0005972	CQUJHB011937	ADIR000919
OG0005973	CQUJHB013850	ADIR004143
OG0005975	CQUJHB003051	ADIR001661
OG0005976	CQUJHB005710	ADIR006871
OG0005978	CQUJHB015318	ADIR008300
OG0005980	CQUJHB001623	ADIR005720
OG0005981	CQUJHB000496	ADIR005718
OG0005982	CQUJHB012156	ADIR005721
OG0005983	CQUJHB002822	ADIR005719
OG0005984	CQUJHB017065	ADIR002955
OG0005985	CQUJHB015000	ADIR002957
OG0005986	CQUJHB007306	ADIR002954
OG0005987	CQUJHB006117	ADIR006815
OG0005988	CQUJHB013810	ADIR003970
OG0005989	CQUJHB018033	ADIR010236
OG0005990	CQUJHB003789	ADIR007349
OG0005991	CQUJHB003116	ADIR003803
OG0005992	CQUJHB009661	ADIR008682
OG0005993	CQUJHB013034	ADIR015552
OG0005994	CQUJHB013705	ADIR008683
OG0005995	CQUJHB009025	ADIR016216
OG0005996	CQUJHB000407	ADIR003804
OG0005997	CQUJHB000941	ADIR006369
OG0005998	CQUJHB014910	ADIR006371
OG0005999	CQUJHB007092	ADIR005107
OG0006000	CQUJHB010716	ADIR006370
OG0006001	CQUJHB004619	ADIR005104
OG0006002	CQUJHB014788	ADIR004320
OG0006003	CQUJHB012451	ADIR001257
OG0006004	CQUJHB003500	ADIR001367
OG0006005	CQUJHB004581	ADIR001258
OG0006006	CQUJHB000487	ADIR005006
OG0006007	CQUJHB008054	ADIR005008
OG0006008	CQUJHB008427	ADIR006185
OG0006009	CQUJHB018016	ADIR006186
OG0006010	CQUJHB015308	ADIR005084
OG0006011	CQUJHB017940	ADIR006184
OG0006012	CQUJHB006372	ADIR009830
OG0006013	CQUJHB017075	ADIR009826
OG0006014	CQUJHB015373	ADIR005261
OG0006015	CQUJHB011360	ADIR010342
OG0006016	CQUJHB007119	ADIR009829
OG0006017	CQUJHB001817	ADIR000199
OG0006018	CQUJHB008169	ADIR011480
OG0006019	CQUJHB001951	ADIR011482
OG0006020	CQUJHB001318	ADIR011486
OG0006021	CQUJHB001476	ADIR011481
OG0006022	CQUJHB012490	ADIR011476
OG0006023	CQUJHB013857	ADIR010644
OG0006024	CQUJHB010773	ADIR005337
OG0006025	CQUJHB003988	ADIR005335
OG0006026	CQUJHB008970	ADIR005336
OG0006027	CQUJHB008924	ADIR008933
OG0006028	CQUJHB017300	ADIR008926
OG0006029	CQUJHB000266	ADIR008922
OG0006030	CQUJHB018001	ADIR008930
OG0006031	CQUJHB016765	ADIR008929
OG0006032	CQUJHB003180	ADIR008931
OG0006033	CQUJHB007732	ADIR008925
OG0006034	CQUJHB012672	ADIR002628
OG0006035	CQUJHB014843	ADIR002621
OG0006036	CQUJHB004413, CQUJHB011709	ADIR002629
OG0006037	CQUJHB002997	ADIR008982
OG0006038	CQUJHB008224	ADIR002631
OG0006039	CQUJHB008025	ADIR002632
OG0006040	CQUJHB017560	ADIR002620
OG0006041	CQUJHB017261	ADIR002622
OG0006042	CQUJHB011883	ADIR002626
OG0006043	CQUJHB002094	ADIR007499, ADIR001045
OG0006044	CQUJHB010430	ADIR007654
OG0006045	CQUJHB005514	ADIR007660
OG0006046	CQUJHB012035	ADIR007657
OG0006047	CQUJHB001431	ADIR007500
OG0006048	CQUJHB011601	ADIR009840
OG0006051	CQUJHB014555	ADIR001231
OG0006052	CQUJHB004447	ADIR008569
OG0006053	CQUJHB005468, CQUJHB001249	ADIR003105
OG0006054	CQUJHB012818	ADIR007946
OG0006055	CQUJHB002311	ADIR001670
OG0006056	CQUJHB010007	ADIR001665
OG0006057	CQUJHB014780	ADIR008263
OG0006058	CQUJHB013315	ADIR002601
OG0006060	CQUJHB012842	ADIR006939
OG0006061	CQUJHB003481	ADIR000154
OG0006062	CQUJHB010389	ADIR001335
OG0006063	CQUJHB008499	ADIR001144
OG0006064	CQUJHB007787	ADIR001193
OG0006065	CQUJHB006666	ADIR006382
OG0006066	CQUJHB017490	ADIR002568
OG0006068	CQUJHB012510	ADIR006383
OG0006069	CQUJHB009015	ADIR006384
OG0006070	CQUJHB013365	ADIR006379
OG0006071	CQUJHB010931	ADIR006380
OG0006072	CQUJHB001981	ADIR001521
OG0006073	CQUJHB012377	ADIR008714
OG0006074	CQUJHB017870	ADIR008712
OG0006075	CQUJHB014926	ADIR007360
OG0006076	CQUJHB013755	ADIR008713
OG0006077	CQUJHB008077	ADIR007358
OG0006078	CQUJHB011262	ADIR009233
OG0006079	CQUJHB005099	ADIR010163
OG0006080	CQUJHB009912	ADIR003194
OG0006081	CQUJHB013213	ADIR003193
OG0006082	CQUJHB008202	ADIR001710, ADIR001711
OG0006083	CQUJHB004286	ADIR001709
OG0006084	CQUJHB013528	ADIR001610
OG0006085	CQUJHB006038	ADIR001124
OG0006086	CQUJHB011195	ADIR006637
OG0006087	CQUJHB005040	ADIR010240
OG0006088	CQUJHB005424	ADIR002110
OG0006089	CQUJHB016843	ADIR004592
OG0006090	CQUJHB017722	ADIR007008
OG0006091	CQUJHB005349	ADIR007011
OG0006092	CQUJHB002510	ADIR007007
OG0006093	CQUJHB016410	ADIR009831
OG0006094	CQUJHB000480	ADIR009832
OG0006095	CQUJHB014058	ADIR003980
OG0006096	CQUJHB012380	ADIR003979
OG0006097	CQUJHB015699	ADIR003983
OG0006099	CQUJHB005756	ADIR009314
OG0006100	CQUJHB014485	ADIR009315
OG0006101	CQUJHB015477	ADIR009312
OG0006102	CQUJHB017362	ADIR000774
OG0006103	CQUJHB010891	ADIR003235
OG0006104	CQUJHB018066	ADIR009258
OG0006105	CQUJHB011844	ADIR009301
OG0006106	CQUJHB014320	ADIR010604
OG0006107	CQUJHB015886	ADIR009917
OG0006108	CQUJHB009571	ADIR010605
OG0006109	CQUJHB014867	ADIR006464
OG0006110	CQUJHB002999	ADIR005488
OG0006111	CQUJHB014849	ADIR010071
OG0006112	CQUJHB005814	ADIR010072
OG0006113	CQUJHB000457	ADIR010080
OG0006114	CQUJHB000226	ADIR005486
OG0006115	CQUJHB014280	ADIR010074
OG0006116	CQUJHB014902	ADIR010073
OG0006117	CQUJHB013910	ADIR007747
OG0006118	CQUJHB007923	ADIR003377
OG0006119	CQUJHB004775	ADIR003092
OG0006120	CQUJHB003797	ADIR016195
OG0006121	CQUJHB013771	ADIR009221
OG0006122	CQUJHB001357	ADIR016194
OG0006123	CQUJHB000847	ADIR007416
OG0006124	CQUJHB017427	ADIR009874
OG0006125	CQUJHB006498	ADIR002581
OG0006126	CQUJHB011666	ADIR000953
OG0006127	CQUJHB002224	ADIR001424
OG0006128	CQUJHB009852	ADIR000952
OG0006129	CQUJHB009449	ADIR004121
OG0006130	CQUJHB013296	ADIR003723
OG0006131	CQUJHB008922	ADIR003725
OG0006132	CQUJHB016131	ADIR006944
OG0006133	CQUJHB011490	ADIR003727
OG0006134	CQUJHB001046	ADIR005732
OG0006135	CQUJHB005690	ADIR005734
OG0006136	CQUJHB002730	ADIR007583
OG0006137	CQUJHB010796	ADIR007584
OG0006138	CQUJHB002545	ADIR006741
OG0006139	CQUJHB002655	ADIR004456
OG0006140	CQUJHB006967	ADIR009790
OG0006142	CQUJHB018402	ADIR004102
OG0006143	CQUJHB004285	ADIR009804
OG0006144	CQUJHB013585	ADIR009802
OG0006145	CQUJHB000047	ADIR009801
OG0006146	CQUJHB004181	ADIR001415
OG0006147	CQUJHB005175	ADIR008457
OG0006148	CQUJHB017107	ADIR008460
OG0006149	CQUJHB010096	ADIR008463
OG0006150	CQUJHB012928	ADIR002511
OG0006152	CQUJHB003382	ADIR004666
OG0006153	CQUJHB007288	ADIR000402
OG0006154	CQUJHB010433	ADIR009015
OG0006155	CQUJHB012626	ADIR009014
OG0006156	CQUJHB013198	ADIR003628
OG0006157	CQUJHB002880	ADIR003630
OG0006158	CQUJHB010342	ADIR003880
OG0006159	CQUJHB014158	ADIR003881
OG0006160	CQUJHB011453	ADIR003629
OG0006161	CQUJHB000801	ADIR006312
OG0006162	CQUJHB016804	ADIR001449
OG0006163	CQUJHB000631	ADIR006423
OG0006164	CQUJHB008872	ADIR004620
OG0006165	CQUJHB011586	ADIR000726
OG0006166	CQUJHB012045	ADIR000731
OG0006167	CQUJHB006778	ADIR000728
OG0006168	CQUJHB015824	ADIR004173
OG0006169	CQUJHB012158	ADIR004631
OG0006170	CQUJHB008775	ADIR001015
OG0006171	CQUJHB013347	ADIR001883
OG0006172	CQUJHB018178	ADIR001122
OG0006173	CQUJHB013415	ADIR004081
OG0006174	CQUJHB014150	ADIR009388
OG0006175	CQUJHB004190	ADIR004080
OG0006176	CQUJHB013454	ADIR000493
OG0006177	CQUJHB018403	ADIR000494
OG0006178	CQUJHB003284	ADIR010675
OG0006179	CQUJHB014545	ADIR000496
OG0006180	CQUJHB001933	ADIR009792
OG0006181	CQUJHB015930	ADIR009101
OG0006182	CQUJHB016600	ADIR009791
OG0006183	CQUJHB004394	ADIR007466
OG0006184	CQUJHB003694	ADIR007463
OG0006185	CQUJHB010684	ADIR003705
OG0006186	CQUJHB003847	ADIR007465
OG0006187	CQUJHB008201	ADIR006443
OG0006188	CQUJHB016307	ADIR010565
OG0006189	CQUJHB018028	ADIR015984
OG0006190	CQUJHB017914	ADIR006442
OG0006191	CQUJHB000755	ADIR008216
OG0006192	CQUJHB017454	ADIR011282
OG0006193	CQUJHB002148	ADIR007720
OG0006194	CQUJHB001598	ADIR007719
OG0006195	CQUJHB005486	ADIR007742
OG0006196	CQUJHB008919	ADIR000251
OG0006197	CQUJHB003793	ADIR009154
OG0006198	CQUJHB004386	ADIR000253
OG0006199	CQUJHB012312	ADIR014797
OG0006200	CQUJHB010046	ADIR005572
OG0006201	CQUJHB013012	ADIR005576
OG0006202	CQUJHB012190	ADIR005580
OG0006203	CQUJHB007137	ADIR004581
OG0006204	CQUJHB004338	ADIR000116
OG0006205	CQUJHB005408	ADIR006048
OG0006206	CQUJHB011997	ADIR007070
OG0006207	CQUJHB002086	ADIR007066
OG0006208	CQUJHB009904	ADIR002903
OG0006209	CQUJHB011580	ADIR008906
OG0006210	CQUJHB014457	ADIR015712
OG0006211	CQUJHB007131	ADIR000218
OG0006212	CQUJHB016202	ADIR000217
OG0006213	CQUJHB003737	ADIR015708
OG0006214	CQUJHB014031	ADIR000220
OG0006215	CQUJHB009307	ADIR000214
OG0006216	CQUJHB008505	ADIR000460
OG0006217	CQUJHB014472	ADIR009971
OG0006218	CQUJHB013557	ADIR009976
OG0006219	CQUJHB004659	ADIR009970
OG0006220	CQUJHB016312	ADIR009965
OG0006221	CQUJHB004653	ADIR009967
OG0006222	CQUJHB005903	ADIR009977
OG0006223	CQUJHB008012	ADIR009974
OG0006224	CQUJHB008044	ADIR009966
OG0006225	CQUJHB003959	ADIR009975
OG0006226	CQUJHB000037	ADIR009973
OG0006227	CQUJHB005736	ADIR009972
OG0006228	CQUJHB012472	ADIR010082
OG0006229	CQUJHB018321	ADIR001648
OG0006230	CQUJHB013574	ADIR008315
OG0006231	CQUJHB001179	ADIR005746
OG0006232	CQUJHB001960	ADIR001563
OG0006233	CQUJHB018244	ADIR003895
OG0006234	CQUJHB017036	ADIR003894
OG0006235	CQUJHB016955	ADIR003620
OG0006236	CQUJHB012223	ADIR003618
OG0006237	CQUJHB017735	ADIR003617
OG0006238	CQUJHB009762	ADIR003622
OG0006239	CQUJHB009303	ADIR003619
OG0006241	CQUJHB015407	ADIR001482
OG0006242	CQUJHB008850	ADIR005715
OG0006243	CQUJHB010328	ADIR009148
OG0006244	CQUJHB004883	ADIR005693
OG0006245	CQUJHB011835	ADIR003908
OG0006246	CQUJHB018090	ADIR005695
OG0006247	CQUJHB011964	ADIR005694
OG0006248	CQUJHB005229	ADIR009460
OG0006249	CQUJHB008507	ADIR009131
OG0006250	CQUJHB012343	ADIR003907
OG0006251	CQUJHB000751	ADIR009147
OG0006252	CQUJHB010516	ADIR001246
OG0006253	CQUJHB011999	ADIR014437
OG0006254	CQUJHB003908	ADIR011327
OG0006255	CQUJHB003347	ADIR001391
OG0006256	CQUJHB007688	ADIR006959
OG0006257	CQUJHB007352	ADIR002447
OG0006258	CQUJHB014737	ADIR002730
OG0006259	CQUJHB006488	ADIR002733
OG0006260	CQUJHB017026	ADIR002732
OG0006261	CQUJHB012993	ADIR010353
OG0006262	CQUJHB010245	ADIR002729
OG0006263	CQUJHB008370	ADIR002731
OG0006264	CQUJHB014147	ADIR003094
OG0006265	CQUJHB010111	ADIR002228
OG0006266	CQUJHB002126	ADIR000278
OG0006267	CQUJHB005523	ADIR010710
OG0006268	CQUJHB003140	ADIR010708
OG0006269	CQUJHB009894	ADIR010088
OG0006270	CQUJHB001488, CQUJHB000849	ADIR010091
OG0006271	CQUJHB013082	ADIR010087
OG0006272	CQUJHB009455	ADIR010089
OG0006273	CQUJHB003617	ADIR010090
OG0006274	CQUJHB003871	ADIR002459
OG0006275	CQUJHB008758	ADIR009266
OG0006276	CQUJHB015523	ADIR004111
OG0006277	CQUJHB013424	ADIR002339
OG0006278	CQUJHB012313	ADIR003926
OG0006279	CQUJHB015844	ADIR002042
OG0006280	CQUJHB002603	ADIR007628
OG0006281	CQUJHB005536	ADIR002043
OG0006282	CQUJHB009911	ADIR008774
OG0006283	CQUJHB004314	ADIR004236
OG0006284	CQUJHB015511	ADIR004240
OG0006285	CQUJHB001555	ADIR004235
OG0006286	CQUJHB001280	ADIR004239
OG0006287	CQUJHB010189	ADIR006212
OG0006288	CQUJHB001821, CQUJHB017783	ADIR006213
OG0006289	CQUJHB002600	ADIR006097
OG0006290	CQUJHB007358	ADIR009628
OG0006291	CQUJHB016959	ADIR009626
OG0006292	CQUJHB010637	ADIR001940
OG0006293	CQUJHB013394	ADIR001942
OG0006294	CQUJHB016157	ADIR001939
OG0006295	CQUJHB004387	ADIR001946
OG0006296	CQUJHB009547	ADIR015680
OG0006297	CQUJHB004904	ADIR008383
OG0006298	CQUJHB009793	ADIR008872
OG0006299	CQUJHB000286	ADIR003733
OG0006300	CQUJHB009225	ADIR005835
OG0006301	CQUJHB013816	ADIR005834
OG0006302	CQUJHB009415	ADIR005833
OG0006303	CQUJHB013999	ADIR009936
OG0006304	CQUJHB008961	ADIR009935
OG0006305	CQUJHB003970	ADIR005864
OG0006306	CQUJHB004709	ADIR005865
OG0006307	CQUJHB006926	ADIR005850
OG0006308	CQUJHB008297	ADIR003820
OG0006309	CQUJHB017306	ADIR005866
OG0006310	CQUJHB008721	ADIR001871
OG0006311	CQUJHB013526	ADIR009230
OG0006312	CQUJHB013643	ADIR011240
OG0006313	CQUJHB015895	ADIR004536
OG0006314	CQUJHB016829	ADIR004535
OG0006315	CQUJHB013930	ADIR010648
OG0006316	CQUJHB001496	ADIR010649
OG0006317	CQUJHB001419	ADIR009996
OG0006318	CQUJHB008289	ADIR004547
OG0006319	CQUJHB000469	ADIR005872
OG0006320	CQUJHB014291	ADIR007223
OG0006321	CQUJHB017450	ADIR015913
OG0006322	CQUJHB017268	ADIR006654
OG0006323	CQUJHB014796	ADIR003460
OG0006324	CQUJHB010464	ADIR008956
OG0006325	CQUJHB010098	ADIR008961
OG0006326	CQUJHB016184	ADIR007339
OG0006327	CQUJHB010921	ADIR007337
OG0006328	CQUJHB004077	ADIR007338
OG0006329	CQUJHB012576	ADIR008744
OG0006330	CQUJHB002522	ADIR011573
OG0006331	CQUJHB013419	ADIR004638
OG0006332	CQUJHB013681	ADIR000892
OG0006333	CQUJHB005001	ADIR004642
OG0006334	CQUJHB005324	ADIR004645
OG0006335	CQUJHB011626	ADIR004643
OG0006336	CQUJHB000479	ADIR004640
OG0006337	CQUJHB000975	ADIR006128
OG0006338	CQUJHB003650	ADIR006129
OG0006339	CQUJHB005081	ADIR006181
OG0006340	CQUJHB006765	ADIR006179
OG0006342	CQUJHB001432	ADIR008624
OG0006343	CQUJHB014539	ADIR004103
OG0006344	CQUJHB012712	ADIR007021
OG0006345	CQUJHB016587	ADIR007090
OG0006346	CQUJHB006086	ADIR007091
OG0006347	CQUJHB016858	ADIR003778
OG0006348	CQUJHB016874	ADIR003773
OG0006349	CQUJHB002691	ADIR003775
OG0006350	CQUJHB017964	ADIR003771
OG0006351	CQUJHB003205	ADIR003578
OG0006352	CQUJHB003315	ADIR003580
OG0006353	CQUJHB009261	ADIR003577
OG0006354	CQUJHB007756	ADIR008079
