Orthogroup	CquinquefasciatusJHB2020	AsinensisChina
OG0001393	CQUJHB013884	ASIC010610
OG0001394	CQUJHB014224	ASIC021634
OG0001395	CQUJHB010463	ASIC004390
OG0001396	CQUJHB007755	ASIC012219
OG0001397	CQUJHB004638	ASIC007721
OG0001398	CQUJHB000060	ASIC007146
OG0001399	CQUJHB011585, CQUJHB003426, CQUJHB001092	ASIC005497
OG0001400	CQUJHB001531	ASIC019862
OG0001401	CQUJHB013793	ASIC003882
OG0001402	CQUJHB008128	ASIC006833
OG0001403	CQUJHB018024	ASIC004784, ASIC004783
OG0001404	CQUJHB012237	ASIC007666
OG0001405	CQUJHB002067	ASIC005775
OG0001406	CQUJHB016567	ASIC016569
OG0001409	CQUJHB001447	ASIC003113
OG0001410	CQUJHB001143	ASIC005076
OG0001411	CQUJHB007992	ASIC018844, ASIC018843
OG0001412	CQUJHB003984, CQUJHB000719	ASIC015436
OG0001413	CQUJHB005006	ASIC020194, ASIC020195
OG0001414	CQUJHB006422	ASIC015294
OG0001427	CQUJHB001979	ASIC011789
OG0001428	CQUJHB004124	ASIC005011, ASIC001276, ASIC001062
OG0001428	CQUJHB003335	ASIC001130
OG0001443	CQUJHB011879, CQUJHB000968, CQUJHB014957	ASIC011828
OG0001444	CQUJHB013095, CQUJHB012168	ASIC018704
OG0001445	CQUJHB017841	ASIC009226, ASIC009229, ASIC009227, ASIC009228
OG0001446	CQUJHB009549, CQUJHB003582	ASIC011996
OG0001447	CQUJHB001003	ASIC021029
OG0001448	CQUJHB001400	ASIC000809
OG0001449	CQUJHB017498	ASIC003927
OG0001450	CQUJHB009691	ASIC012982
OG0001451	CQUJHB013141	ASIC017244
OG0001452	CQUJHB013859	ASIC014049
OG0001453	CQUJHB002401	ASIC001098, ASIC010055
OG0001454	CQUJHB003356	ASIC018212
OG0001455	CQUJHB000121, CQUJHB006268	ASIC009403
OG0001458	CQUJHB006351	ASIC017177, ASIC017179
OG0001459	CQUJHB010544	ASIC006005, ASIC001061, ASIC006004
OG0001460	CQUJHB000007	ASIC005987
OG0001461	CQUJHB009377	ASIC013345
OG0001462	CQUJHB005191	ASIC013287, ASIC013288
OG0001463	CQUJHB003311	ASIC000849
OG0001464	CQUJHB017818	ASIC012288
OG0001465	CQUJHB012759	ASIC022040
OG0001466	CQUJHB006979	ASIC006061
OG0001467	CQUJHB016140	ASIC010679
OG0001468	CQUJHB009238	ASIC006743
OG0001469	CQUJHB013666	ASIC010531
OG0001470	CQUJHB001884, CQUJHB013204, CQUJHB016696, CQUJHB010477	ASIC015826
OG0001471	CQUJHB017340	ASIC012381, ASIC012390
OG0001472	CQUJHB009188	ASIC019263
OG0001473	CQUJHB006626	ASIC009599, ASIC009601
OG0001474	CQUJHB004358, CQUJHB013900	ASIC007542
OG0001475	CQUJHB003825	ASIC010753
OG0001476	CQUJHB009384	ASIC010860
OG0001477	CQUJHB004817	ASIC011912
OG0001478	CQUJHB004889, CQUJHB018369	ASIC010198
OG0001479	CQUJHB013319	ASIC010190, ASIC010191
OG0001480	CQUJHB003634	ASIC006947
OG0001481	CQUJHB015124	ASIC009900
OG0001482	CQUJHB015032	ASIC009878
OG0001483	CQUJHB014720	ASIC012220
OG0001484	CQUJHB010772	ASIC012212, ASIC012211
OG0001486	CQUJHB007093	ASIC011628, ASIC010168
OG0001489	CQUJHB003174	ASIC005911, ASIC005910
OG0001490	CQUJHB005620, CQUJHB006779	ASIC015847
OG0001491	CQUJHB009598	ASIC010321, ASIC005105, ASIC010322
OG0001492	CQUJHB017908	ASIC006987
OG0001493	CQUJHB011057	ASIC006976
OG0001494	CQUJHB006222	ASIC006948
OG0001495	CQUJHB004236	ASIC003970
OG0001496	CQUJHB013730	ASIC012959, ASIC012960
OG0001497	CQUJHB013736	ASIC012956
OG0001498	CQUJHB002219	ASIC006256, ASIC008615
OG0001501	CQUJHB001360, CQUJHB000445	ASIC013221
OG0001502	CQUJHB010071	ASIC017187
OG0001503	CQUJHB010599	ASIC004904
OG0001504	CQUJHB017861	ASIC011217
OG0001505	CQUJHB011069	ASIC002965
OG0001506	CQUJHB016211	ASIC017138
OG0001507	CQUJHB004920, CQUJHB005220	ASIC018402
OG0001508	CQUJHB017226	ASIC018392, ASIC018391
OG0001509	CQUJHB010194, CQUJHB004316	ASIC006547
OG0001510	CQUJHB003731, CQUJHB003523	ASIC003804
OG0001511	CQUJHB003943	ASIC015642
OG0001512	CQUJHB008488, CQUJHB010982, CQUJHB012250	ASIC015646
OG0001513	CQUJHB003898	ASIC005276
OG0001514	CQUJHB015908	ASIC013029, ASIC013047
OG0001515	CQUJHB003378	ASIC005370, ASIC005359
OG0001516	CQUJHB016371	ASIC017040
OG0001517	CQUJHB015770	ASIC018433, ASIC007581, ASIC018432
OG0001518	CQUJHB014184	ASIC004838, ASIC004839
OG0001519	CQUJHB016885	ASIC015690
OG0001520	CQUJHB001943, CQUJHB001276	ASIC007153
OG0001521	CQUJHB003530	ASIC005500
OG0001522	CQUJHB004981	ASIC012566
OG0001523	CQUJHB010954	ASIC014409
OG0001524	CQUJHB000455	ASIC008213
OG0001525	CQUJHB002784	ASIC018027
OG0001526	CQUJHB012704, CQUJHB014960	ASIC011057
OG0001527	CQUJHB006329, CQUJHB009076, CQUJHB017472	ASIC010686
OG0001528	CQUJHB004340	ASIC010683
OG0001529	CQUJHB010435	ASIC010916, ASIC010915
OG0001530	CQUJHB007850	ASIC004974, ASIC020348
OG0001531	CQUJHB011448, CQUJHB009826	ASIC022187
OG0001532	CQUJHB014995, CQUJHB005138, CQUJHB014354	ASIC012171
OG0001533	CQUJHB008419	ASIC012641
OG0001534	CQUJHB004219	ASIC011313, ASIC011312
OG0001535	CQUJHB003258	ASIC002817
OG0001536	CQUJHB008904	ASIC002813
OG0001537	CQUJHB018019	ASIC018266
OG0001538	CQUJHB016634	ASIC021516, ASIC021517
OG0001539	CQUJHB005522, CQUJHB005824	ASIC004779
OG0001540	CQUJHB017730	ASIC015207, ASIC002552
OG0001541	CQUJHB007994	ASIC008227
OG0001542	CQUJHB007813	ASIC017007
OG0001543	CQUJHB006512	ASIC007573, ASIC012963, ASIC015093
OG0001544	CQUJHB011722	ASIC013628
OG0001545	CQUJHB001886	ASIC013620
OG0001546	CQUJHB005770	ASIC005018
OG0001547	CQUJHB016356	ASIC005981
OG0001548	CQUJHB003089	ASIC005980
OG0001549	CQUJHB006350	ASIC000811
OG0001550	CQUJHB014932	ASIC011847, ASIC011848
OG0001551	CQUJHB014352	ASIC007368, ASIC007381
OG0001552	CQUJHB010857	ASIC008120
OG0001553	CQUJHB013025, CQUJHB002513	ASIC016743
OG0001554	CQUJHB009869	ASIC004464, ASIC004463
OG0001556	CQUJHB013580	ASIC013566, ASIC013565
OG0001557	CQUJHB006059	ASIC000672
OG0001558	CQUJHB003402	ASIC010105
OG0001559	CQUJHB013206	ASIC015611
OG0001560	CQUJHB015935	ASIC017933
OG0001561	CQUJHB010991, CQUJHB006122	ASIC009297
OG0001563	CQUJHB014177	ASIC014242
OG0001564	CQUJHB001600	ASIC010185
OG0001565	CQUJHB005831	ASIC003564
OG0001566	CQUJHB015877	ASIC016609
OG0001568	CQUJHB007409, CQUJHB003854	ASIC002886
OG0001569	CQUJHB007989	ASIC020910
OG0001570	CQUJHB002795	ASIC020918
OG0001571	CQUJHB000043	ASIC006499
OG0001572	CQUJHB001860	ASIC007621
OG0001573	CQUJHB018479	ASIC010979
OG0001574	CQUJHB007907	ASIC011576
OG0001575	CQUJHB001494	ASIC006300
OG0001576	CQUJHB003894	ASIC007957
OG0001578	CQUJHB006128	ASIC014301
OG0001579	CQUJHB017441	ASIC021537, ASIC021552, ASIC021548
OG0001580	CQUJHB011676	ASIC020948, ASIC020946, ASIC020949
OG0001581	CQUJHB000197, CQUJHB000190	ASIC011818
OG0001582	CQUJHB001601	ASIC011806
OG0001583	CQUJHB002636, CQUJHB009009	ASIC011819
OG0001584	CQUJHB010006, CQUJHB000661	ASIC022365
OG0001585	CQUJHB002648	ASIC015896
OG0001586	CQUJHB008155, CQUJHB002063	ASIC021640, ASIC009709
OG0001587	CQUJHB011140	ASIC008701
OG0001588	CQUJHB009152	ASIC008687
OG0001589	CQUJHB014204	ASIC008399
OG0001590	CQUJHB007599	ASIC017667, ASIC017673
OG0001591	CQUJHB012781	ASIC002466
OG0001592	CQUJHB010271	ASIC016000
OG0001593	CQUJHB003357	ASIC002836
OG0001594	CQUJHB006598	ASIC002835
OG0001595	CQUJHB012402	ASIC020626, ASIC020625
OG0001596	CQUJHB014376	ASIC012927
OG0001597	CQUJHB006773	ASIC014770
OG0001598	CQUJHB004368	ASIC014797
OG0001599	CQUJHB004600	ASIC014800
OG0001600	CQUJHB008163	ASIC006352, ASIC006346, ASIC006351
OG0001601	CQUJHB007829	ASIC014485
OG0001602	CQUJHB016977	ASIC020085
OG0001603	CQUJHB000521	ASIC010002
OG0001605	CQUJHB007633	ASIC002892
OG0001606	CQUJHB014943	ASIC011579
OG0001607	CQUJHB000830	ASIC018114
OG0001608	CQUJHB011681	ASIC018110
OG0001609	CQUJHB000477	ASIC018111
OG0001610	CQUJHB015813	ASIC018681
OG0001611	CQUJHB012937	ASIC016406
OG0001612	CQUJHB006423	ASIC004984, ASIC004985
OG0001613	CQUJHB012285	ASIC005001
OG0001614	CQUJHB005858	ASIC005019, ASIC005020
OG0001615	CQUJHB003375	ASIC003633, ASIC010554
OG0001616	CQUJHB016725	ASIC017941
OG0001617	CQUJHB018130	ASIC011165
OG0001618	CQUJHB017878	ASIC000526, ASIC000527
OG0001619	CQUJHB002341	ASIC005318
OG0001620	CQUJHB013609	ASIC005289
OG0001621	CQUJHB011768, CQUJHB012013	ASIC007463
OG0001622	CQUJHB016232	ASIC015517
OG0001624	CQUJHB010551	ASIC006686, ASIC006685
OG0001625	CQUJHB017514	ASIC013298, ASIC013304
OG0001626	CQUJHB015913	ASIC010817
OG0001627	CQUJHB001936, CQUJHB014379, CQUJHB009045	ASIC021043
OG0001628	CQUJHB012184	ASIC016378, ASIC016379
OG0001629	CQUJHB016459, CQUJHB015848	ASIC019785, ASIC019784
OG0001630	CQUJHB010279	ASIC003980
OG0001631	CQUJHB012109	ASIC011969
OG0001633	CQUJHB008156	ASIC006607
OG0001634	CQUJHB006424	ASIC007235
OG0001635	CQUJHB003654	ASIC011328, ASIC011800, ASIC011330
OG0001636	CQUJHB010165	ASIC011232
OG0001637	CQUJHB008618	ASIC010725
OG0001638	CQUJHB002093	ASIC007154, ASIC007152
OG0001639	CQUJHB006605	ASIC006691
OG0001640	CQUJHB003721	ASIC010014
OG0001641	CQUJHB000231	ASIC002912
OG0001642	CQUJHB000714	ASIC002859
OG0001643	CQUJHB018425	ASIC009768
OG0001644	CQUJHB016041	ASIC008247, ASIC008248
OG0001645	CQUJHB016366	ASIC004674
OG0001647	CQUJHB008510	ASIC008327, ASIC008329, ASIC008328
OG0001648	CQUJHB013766, CQUJHB013159	ASIC008157
OG0001649	CQUJHB017997	ASIC007829
OG0001650	CQUJHB003344	ASIC007672, ASIC007683
OG0001651	CQUJHB017540	ASIC005168
OG0001653	CQUJHB002668, CQUJHB001147	ASIC010349, ASIC010350
OG0001654	CQUJHB007937	ASIC009576
OG0001655	CQUJHB009976	ASIC009571
OG0001656	CQUJHB007775, CQUJHB001306, CQUJHB014954	ASIC006951
OG0001657	CQUJHB003519	ASIC013596, ASIC013597
OG0001658	CQUJHB016441	ASIC022156, ASIC009207, ASIC022155
OG0001659	CQUJHB000150, CQUJHB002747	ASIC004978
OG0001660	CQUJHB005301	ASIC001541
OG0001661	CQUJHB013990	ASIC005292, ASIC005293
OG0001662	CQUJHB003050	ASIC017618
OG0001664	CQUJHB010461	ASIC007642, ASIC007641
OG0001665	CQUJHB003592	ASIC006212, ASIC002699
OG0001666	CQUJHB003464	ASIC007646
OG0001667	CQUJHB016693	ASIC007673
OG0001668	CQUJHB016144, CQUJHB004410	ASIC021418
OG0001669	CQUJHB016614	ASIC015059
OG0001670	CQUJHB018280	ASIC017861
OG0001671	CQUJHB014605	ASIC014205, ASIC014203, ASIC014204
OG0001672	CQUJHB004808	ASIC003809
OG0001673	CQUJHB009227	ASIC014851
OG0001673	CQUJHB016629	ASIC014850
OG0001674	CQUJHB005423	ASIC002414
OG0001675	CQUJHB003520	ASIC002413
OG0001676	CQUJHB011297	ASIC014982, ASIC014981
OG0001677	CQUJHB014529	ASIC012184
OG0001678	CQUJHB008422	ASIC006436
OG0001679	CQUJHB015103	ASIC006275
OG0001680	CQUJHB014713	ASIC003524
OG0001681	CQUJHB010546	ASIC004817
OG0001682	CQUJHB007406	ASIC012811, ASIC012809
OG0001683	CQUJHB004950, CQUJHB009972	ASIC021903
OG0001684	CQUJHB008526, CQUJHB002176	ASIC021902
OG0001686	CQUJHB004481	ASIC010063
OG0001687	CQUJHB006524, CQUJHB011409	ASIC015894
OG0001688	CQUJHB010357	ASIC015886
OG0001689	CQUJHB005346	ASIC005263, ASIC005265
OG0001690	CQUJHB014540, CQUJHB003980	ASIC021540
OG0001691	CQUJHB005414, CQUJHB010951, CQUJHB004782	ASIC011396
OG0001692	CQUJHB003437	ASIC017077
OG0001693	CQUJHB010887, CQUJHB009390	ASIC013668
OG0001694	CQUJHB011260	ASIC010895
OG0001695	CQUJHB006258	ASIC002575
OG0001696	CQUJHB005828	ASIC010375, ASIC010376
OG0001697	CQUJHB017264	ASIC016424
OG0001699	CQUJHB005748	ASIC008677
OG0001700	CQUJHB008861	ASIC014349, ASIC014348
OG0001701	CQUJHB013301	ASIC014448
OG0001702	CQUJHB011702	ASIC012817
OG0001704	CQUJHB012572, CQUJHB008756, CQUJHB003683	ASIC019439
OG0001705	CQUJHB007470	ASIC013013
OG0001706	CQUJHB006543, CQUJHB012272	ASIC013017
OG0001708	CQUJHB000812	ASIC018906
OG0001709	CQUJHB007914	ASIC006155
OG0001711	CQUJHB016971	ASIC000584
OG0001712	CQUJHB016875	ASIC006773
OG0001713	CQUJHB009098, CQUJHB015985	ASIC015055
OG0001714	CQUJHB003137	ASIC022112
OG0001715	CQUJHB017946	ASIC011809
OG0001716	CQUJHB006814	ASIC002238
OG0001717	CQUJHB011333	ASIC002242
OG0001718	CQUJHB018202	ASIC004638
OG0001719	CQUJHB007686	ASIC012291, ASIC012290, ASIC001795
OG0001720	CQUJHB002212	ASIC020115
OG0001721	CQUJHB006168, CQUJHB007712	ASIC004623
OG0001722	CQUJHB002479	ASIC002153
OG0001723	CQUJHB013881	ASIC002151
OG0001724	CQUJHB009916	ASIC011054
OG0001725	CQUJHB017260, CQUJHB007806	ASIC016657
OG0001726	CQUJHB010294	ASIC009879
OG0001727	CQUJHB014054	ASIC007690
OG0001728	CQUJHB005672, CQUJHB009623, CQUJHB012341	ASIC005024
OG0001729	CQUJHB004027	ASIC012783
OG0001730	CQUJHB013851	ASIC016113
OG0001731	CQUJHB000468	ASIC018716
OG0001732	CQUJHB001251	ASIC020433, ASIC009368
OG0001733	CQUJHB012247	ASIC015266, ASIC006784
OG0001734	CQUJHB014775	ASIC014874
OG0001735	CQUJHB012889	ASIC006149
OG0001736	CQUJHB011598	ASIC020011, ASIC005502
OG0001737	CQUJHB010770	ASIC015876
OG0001738	CQUJHB002836	ASIC006245
OG0001739	CQUJHB014106	ASIC017141, ASIC015939
OG0001740	CQUJHB007289, CQUJHB004827	ASIC003010
OG0001742	CQUJHB018010, CQUJHB005972	ASIC007116
OG0001743	CQUJHB005038	ASIC010673
OG0001744	CQUJHB002298	ASIC010670
OG0001745	CQUJHB004240	ASIC010671
OG0001746	CQUJHB011814	ASIC010669
OG0001747	CQUJHB011101	ASIC010414
OG0001748	CQUJHB015327	ASIC014865, ASIC014866
OG0001749	CQUJHB004574	ASIC014904
OG0001751	CQUJHB003016	ASIC018362
OG0001752	CQUJHB017723	ASIC004407
OG0001753	CQUJHB009024	ASIC004236
OG0001754	CQUJHB016596	ASIC018176
OG0001755	CQUJHB007071	ASIC009942, ASIC009944
OG0001756	CQUJHB000001	ASIC018690, ASIC018692
OG0001757	CQUJHB001477	ASIC019996, ASIC020307
OG0001758	CQUJHB006163, CQUJHB003627	ASIC014201
OG0001759	CQUJHB009632	ASIC014157, ASIC014168
OG0001760	CQUJHB000104	ASIC011226
OG0001761	CQUJHB007842	ASIC003919
OG0001762	CQUJHB006380	ASIC009563
OG0001763	CQUJHB013383	ASIC003781
OG0001764	CQUJHB008019	ASIC015177
OG0001765	CQUJHB000726	ASIC015167, ASIC015166
OG0001767	CQUJHB007408	ASIC009857
OG0001768	CQUJHB013392	ASIC018840
OG0001769	CQUJHB016399	ASIC009858
OG0001770	CQUJHB001726, CQUJHB007583, CQUJHB010016	ASIC009246
OG0001771	CQUJHB005386	ASIC005885
OG0001773	CQUJHB014243	ASIC008145
OG0001774	CQUJHB010941	ASIC008255
OG0001775	CQUJHB001066	ASIC006442, ASIC006441
OG0001776	CQUJHB010914	ASIC016592
OG0001777	CQUJHB008806	ASIC006909, ASIC006908
OG0001778	CQUJHB014567	ASIC003503
OG0001779	CQUJHB017194	ASIC018358
OG0001780	CQUJHB017314	ASIC018357
OG0001781	CQUJHB011216, CQUJHB010073	ASIC021593
OG0001782	CQUJHB017348, CQUJHB014146, CQUJHB002991	ASIC008028
OG0001784	CQUJHB004390	ASIC016573
OG0001785	CQUJHB000216	ASIC015719
OG0001786	CQUJHB006327	ASIC017660
OG0001787	CQUJHB001626	ASIC016080
OG0001788	CQUJHB006166	ASIC016710, ASIC016712
OG0001789	CQUJHB000712, CQUJHB014709	ASIC016709
OG0001790	CQUJHB017495	ASIC003950
OG0001791	CQUJHB016649	ASIC008767, ASIC008766
OG0001792	CQUJHB005200	ASIC021208
OG0001793	CQUJHB005201	ASIC021180
OG0001794	CQUJHB002450	ASIC021181
OG0001795	CQUJHB008648, CQUJHB016749	ASIC007663
OG0001796	CQUJHB010066	ASIC012914, ASIC012918
OG0001797	CQUJHB012267, CQUJHB001776, CQUJHB006034	ASIC007477
OG0001798	CQUJHB000085	ASIC004899
OG0001799	CQUJHB007772	ASIC021462, ASIC021463
OG0001800	CQUJHB014946	ASIC001509
OG0001801	CQUJHB016768	ASIC019678
OG0001802	CQUJHB018409	ASIC014309
OG0001803	CQUJHB012318, CQUJHB005517	ASIC009519
OG0001804	CQUJHB003242	ASIC014383
OG0001805	CQUJHB001203	ASIC021473, ASIC021472
OG0001806	CQUJHB015805	ASIC012948
OG0001807	CQUJHB011971	ASIC004252
OG0001808	CQUJHB015768	ASIC021331
OG0001809	CQUJHB006504, CQUJHB006361	ASIC014535
OG0001810	CQUJHB003726	ASIC014549, ASIC014550, ASIC011629, ASIC015060
OG0001811	CQUJHB013858	ASIC004319
OG0001812	CQUJHB009625	ASIC006309
OG0001813	CQUJHB016927	ASIC002411
OG0001814	CQUJHB000841	ASIC002412
OG0001815	CQUJHB011802	ASIC005845, ASIC005844
OG0001816	CQUJHB007213	ASIC008708, ASIC008709
OG0001817	CQUJHB004187	ASIC020783
OG0001818	CQUJHB015469	ASIC021626
OG0001819	CQUJHB012369	ASIC009549
OG0001820	CQUJHB007965	ASIC003777
OG0001821	CQUJHB016998	ASIC001040, ASIC001032
OG0001822	CQUJHB007572	ASIC006665
OG0001823	CQUJHB014893	ASIC019817
OG0001824	CQUJHB003487	ASIC002801
OG0001825	CQUJHB005537	ASIC019990
OG0001826	CQUJHB006583	ASIC014583
OG0001827	CQUJHB010570, CQUJHB017812, CQUJHB010623	ASIC020438
OG0001828	CQUJHB014610, CQUJHB011345, CQUJHB009880	ASIC014192
OG0001829	CQUJHB007499, CQUJHB014883	ASIC008118
OG0001831	CQUJHB014199	ASIC000567
OG0001832	CQUJHB012280	ASIC018160
OG0001833	CQUJHB012719	ASIC005302
OG0001834	CQUJHB011754	ASIC016151, ASIC016173
OG0001835	CQUJHB000069	ASIC021750
OG0001837	CQUJHB000827	ASIC020182
OG0001838	CQUJHB001157	ASIC019355
OG0001839	CQUJHB002246	ASIC006749, ASIC006748
OG0001841	CQUJHB004226	ASIC007780
OG0001842	CQUJHB003224	ASIC004930
OG0001843	CQUJHB001883	ASIC007727
OG0001844	CQUJHB017539	ASIC013647
OG0001845	CQUJHB002279	ASIC020613
OG0001846	CQUJHB010678	ASIC012702, ASIC012705
OG0001847	CQUJHB010987	ASIC006989, ASIC014124
OG0001848	CQUJHB015143	ASIC005374
OG0001849	CQUJHB005774	ASIC019284
OG0001850	CQUJHB015673	ASIC015008
OG0001851	CQUJHB004201	ASIC013242
OG0001852	CQUJHB014663	ASIC015215
OG0001853	CQUJHB009903	ASIC014486
OG0001854	CQUJHB010799	ASIC018344
OG0001855	CQUJHB002102	ASIC019590
OG0001856	CQUJHB016160	ASIC013509, ASIC013513
OG0001857	CQUJHB018237	ASIC002314
OG0001858	CQUJHB011662	ASIC019799
OG0001859	CQUJHB010404	ASIC004396
OG0001860	CQUJHB017652	ASIC002154
OG0001861	CQUJHB018021	ASIC010187, ASIC010189, ASIC010188
OG0001862	CQUJHB011807	ASIC021592
OG0001863	CQUJHB006953	ASIC009132, ASIC010402
OG0001864	CQUJHB006273	ASIC003186
OG0001865	CQUJHB016972	ASIC000588
OG0001866	CQUJHB008116	ASIC008731
OG0001867	CQUJHB013482	ASIC002720
OG0001869	CQUJHB005793	ASIC012024
OG0001870	CQUJHB010502	ASIC021697, ASIC021696
OG0001871	CQUJHB002846	ASIC012345, ASIC012346
OG0001872	CQUJHB014005	ASIC021037
OG0001873	CQUJHB017060	ASIC021542
OG0001874	CQUJHB003814	ASIC009436
OG0001875	CQUJHB003769	ASIC012424
OG0001876	CQUJHB016428	ASIC007967
OG0001877	CQUJHB007854	ASIC002040
OG0001878	CQUJHB012769	ASIC006957, ASIC006955, ASIC006954
OG0001879	CQUJHB015487	ASIC011920, ASIC011921
OG0001881	CQUJHB006399	ASIC021170
OG0001883	CQUJHB013762	ASIC002883
OG0001884	CQUJHB010453	ASIC020748
OG0001885	CQUJHB007303	ASIC013229
OG0001886	CQUJHB007991	ASIC003977, ASIC003976, ASIC003975
OG0001887	CQUJHB010974	ASIC006252
OG0001889	CQUJHB000173	ASIC009561
OG0001890	CQUJHB018269	ASIC005099
OG0001891	CQUJHB010310	ASIC017267
OG0001892	CQUJHB000339	ASIC010892
OG0001893	CQUJHB008767	ASIC014801
OG0001894	CQUJHB005240	ASIC005224
OG0001895	CQUJHB005279	ASIC007847
OG0001896	CQUJHB014927	ASIC014534
OG0001897	CQUJHB000796	ASIC006362, ASIC006363
OG0001898	CQUJHB008962	ASIC010238
OG0001899	CQUJHB016916	ASIC010611
OG0001900	CQUJHB013396, CQUJHB005339, CQUJHB003181, CQUJHB017610, CQUJHB002673	ASIC022017
OG0001901	CQUJHB001292, CQUJHB007141	ASIC004873
OG0001902	CQUJHB003665, CQUJHB015274	ASIC014059
OG0001905	CQUJHB015251	ASIC007571
OG0001906	CQUJHB012925	ASIC003552
OG0001907	CQUJHB014583	ASIC004244, ASIC004243
OG0001908	CQUJHB003954	ASIC021541
OG0001909	CQUJHB010206, CQUJHB007957, CQUJHB008854	ASIC006929
OG0001910	CQUJHB011929	ASIC015878, ASIC015879
OG0001912	CQUJHB012127	ASIC018298, ASIC018297
OG0001913	CQUJHB010947	ASIC005208, ASIC005230
OG0001914	CQUJHB014627	ASIC016511, ASIC016522
OG0001915	CQUJHB003422	ASIC013236
OG0001916	CQUJHB017477	ASIC012531
OG0001917	CQUJHB016388	ASIC004591
OG0001918	CQUJHB011861	ASIC016928
OG0001919	CQUJHB013909	ASIC012967
OG0001920	CQUJHB016365	ASIC008312
OG0001921	CQUJHB010226, CQUJHB020401, CQUJHB020267, CQUJHB001248	ASIC009225
OG0001922	CQUJHB001701	ASIC016607, ASIC016606
OG0001923	CQUJHB011173	ASIC005465, ASIC018679
OG0001924	CQUJHB008851	ASIC009961, ASIC009962, ASIC009960
OG0001925	CQUJHB008947	ASIC017116
OG0001926	CQUJHB005904	ASIC007667
OG0001928	CQUJHB017584	ASIC010994, ASIC010995
OG0001929	CQUJHB009052	ASIC017135
OG0001930	CQUJHB000488	ASIC018934
OG0001931	CQUJHB001579	ASIC017142
OG0001933	CQUJHB009853	ASIC010074
OG0001934	CQUJHB008345, CQUJHB014551	ASIC003097
OG0001937	CQUJHB005452	ASIC019720
OG0001938	CQUJHB013689	ASIC019487
OG0001939	CQUJHB015433	ASIC011519
OG0001940	CQUJHB003955	ASIC020414
OG0001941	CQUJHB017019	ASIC004459
OG0001942	CQUJHB002444	ASIC012314
OG0001944	CQUJHB012856	ASIC018346
OG0001945	CQUJHB015802	ASIC017118, ASIC017115, ASIC017119
OG0001946	CQUJHB004460	ASIC004412
OG0001947	CQUJHB017725	ASIC007435
OG0001948	CQUJHB012140	ASIC020352, ASIC020351
OG0001949	CQUJHB007700	ASIC007223
OG0001950	CQUJHB007473	ASIC018763
OG0001951	CQUJHB017052	ASIC006483
OG0001952	CQUJHB014332	ASIC016664, ASIC016674
OG0001953	CQUJHB009317	ASIC018764
OG0001954	CQUJHB006751	ASIC021195, ASIC021185
OG0001955	CQUJHB014791	ASIC017365, ASIC017366
OG0001956	CQUJHB015498	ASIC006304
OG0001957	CQUJHB008729, CQUJHB007723	ASIC012991
OG0001958	CQUJHB015953	ASIC015940
OG0001959	CQUJHB009277	ASIC002843
OG0001960	CQUJHB018138	ASIC004698
OG0001961	CQUJHB014631	ASIC007253
OG0001962	CQUJHB016651	ASIC013443
OG0001963	CQUJHB011444	ASIC012780
OG0001964	CQUJHB018337	ASIC002077
OG0001965	CQUJHB013662	ASIC018334
OG0001968	CQUJHB002848	ASIC011281
OG0001969	CQUJHB009273	ASIC019240
OG0001970	CQUJHB014942, CQUJHB003598, CQUJHB006771	ASIC020957
OG0001971	CQUJHB009557	ASIC020075
OG0001972	CQUJHB009191, CQUJHB017842	ASIC014975
OG0001973	CQUJHB003163	ASIC014644, ASIC014647, ASIC014646
OG0001974	CQUJHB003100	ASIC006809, ASIC006810, ASIC006808
OG0001975	CQUJHB017537, CQUJHB000395	ASIC016307
OG0001976	CQUJHB002571	ASIC002837
OG0001977	CQUJHB018154	ASIC007593, ASIC007592
OG0001978	CQUJHB012118	ASIC013183
OG0001979	CQUJHB016558	ASIC021432
OG0001979	CQUJHB002147	ASIC021431
OG0001980	CQUJHB016028	ASIC007105
OG0001981	CQUJHB002973	ASIC004738, ASIC005416, ASIC005417
OG0001982	CQUJHB010272, CQUJHB001693, CQUJHB010161	ASIC009559
OG0001983	CQUJHB007443	ASIC000726
OG0001988	CQUJHB001325	ASIC009309
OG0001991	CQUJHB008591, CQUJHB015134, CQUJHB016889, CQUJHB007471, CQUJHB009367	ASIC015307
OG0001998	CQUJHB006595	ASIC018519, ASIC007113
OG0002000	CQUJHB006851	ASIC017876
OG0002010	CQUJHB004416	ASIC009445
OG0002011	CQUJHB009027	ASIC003541
OG0002011	CQUJHB008730	ASIC003529
OG0002018	CQUJHB020255, CQUJHB020336, CQUJHB020301	ASIC005818, ASIC005816, ASIC005815, ASIC005819
OG0002027	CQUJHB015303	ASIC003238
OG0002028	CQUJHB000015	ASIC004635
OG0002029	CQUJHB000454, CQUJHB003417	ASIC004624
OG0002030	CQUJHB007781	ASIC003349, ASIC003350
OG0002031	CQUJHB015561, CQUJHB016004	ASIC018682
OG0002032	CQUJHB007591, CQUJHB017901	ASIC002958
OG0002033	CQUJHB000201	ASIC011378, ASIC011377
OG0002034	CQUJHB002364	ASIC012000
OG0002035	CQUJHB012676	ASIC021027
OG0002036	CQUJHB008731	ASIC000810
OG0002037	CQUJHB020324, CQUJHB020378	ASIC011301
OG0002038	CQUJHB001224	ASIC021827
OG0002039	CQUJHB010689	ASIC002947
