Orthogroup	CquinquefasciatusJHB2020	AgambiaePEST
OG0001656	CQUJHB007775, CQUJHB001306, CQUJHB014954	AGAP008087
OG0001657	CQUJHB003519	AGAP008360
OG0001658	CQUJHB016441	AGAP004011
OG0001659	CQUJHB000150, CQUJHB002747	AGAP012045
OG0001660	CQUJHB005301	AGAP002039, AGAP012803
OG0001661	CQUJHB013990	AGAP029610
OG0001662	CQUJHB003050	AGAP007967
OG0001663	CQUJHB000198, CQUJHB010700	AGAP012804, AGAP004759
OG0001664	CQUJHB010461	AGAP000324
OG0001665	CQUJHB003592	AGAP011383
OG0001666	CQUJHB003464	AGAP000328
OG0001667	CQUJHB016693	AGAP000634
OG0001668	CQUJHB016144, CQUJHB004410	AGAP003875
OG0001669	CQUJHB016614	AGAP005624
OG0001670	CQUJHB018280	AGAP029622
OG0001671	CQUJHB014605	AGAP007771
OG0001672	CQUJHB004808	AGAP007700
OG0001673	CQUJHB016629	AGAP002287
OG0001674	CQUJHB005423	AGAP007201
OG0001675	CQUJHB003520	AGAP007202
OG0001676	CQUJHB011297	AGAP004780
OG0001677	CQUJHB014529	AGAP001537
OG0001678	CQUJHB008422	AGAP001030
OG0001679	CQUJHB015103	AGAP029239
OG0001680	CQUJHB014713	AGAP002954
OG0001681	CQUJHB010546	AGAP011350
OG0001682	CQUJHB007406	AGAP009002
OG0001683	CQUJHB004950, CQUJHB009972	AGAP004532
OG0001684	CQUJHB008526, CQUJHB002176	AGAP004533
OG0001685	CQUJHB000823	AGAP004306
OG0001686	CQUJHB004481	AGAP029562
OG0001687	CQUJHB006524, CQUJHB011409	AGAP010377
OG0001688	CQUJHB010357	AGAP010370
OG0001689	CQUJHB005346	AGAP013021
OG0001690	CQUJHB014540, CQUJHB003980	AGAP000425
OG0001691	CQUJHB005414, CQUJHB010951, CQUJHB004782	AGAP001197
OG0001692	CQUJHB003437	AGAP000901
OG0001693	CQUJHB010887, CQUJHB009390	AGAP010675
OG0001694	CQUJHB011260	AGAP004646
OG0001695	CQUJHB006258	AGAP004097
OG0001696	CQUJHB005828	AGAP002181
OG0001697	CQUJHB017264	AGAP012779, AGAP012902, AGAP004964
OG0001699	CQUJHB005748	AGAP008814
OG0001700	CQUJHB008861	AGAP008113
OG0001701	CQUJHB013301	AGAP008117
OG0001702	CQUJHB011702	AGAP029772
OG0001704	CQUJHB012572, CQUJHB008756, CQUJHB003683	AGAP029632
OG0001705	CQUJHB007470	AGAP012001
OG0001706	CQUJHB006543, CQUJHB012272	AGAP012004
OG0001707	CQUJHB009517	AGAP006222, AGAP006223
OG0001708	CQUJHB000812	AGAP006227
OG0001709	CQUJHB007914	AGAP013023, AGAP012972
OG0001710	CQUJHB011610, CQUJHB000347	AGAP010794
OG0001711	CQUJHB016971	AGAP012471, AGAP000575
OG0001712	CQUJHB016875	AGAP000967
OG0001713	CQUJHB009098, CQUJHB015985	AGAP005629
OG0001714	CQUJHB003137	AGAP009737
OG0001715	CQUJHB017946	AGAP028433
OG0001716	CQUJHB006814	AGAP029791, AGAP009586
OG0001717	CQUJHB011333	AGAP009583
OG0001718	CQUJHB018202	AGAP003595
OG0001719	CQUJHB007686	AGAP005176
OG0001720	CQUJHB002212	AGAP012809, AGAP004266
OG0001721	CQUJHB006168, CQUJHB007712	AGAP002929
OG0001722	CQUJHB002479	AGAP012705, AGAP003900
OG0001723	CQUJHB013881	AGAP003898
OG0001724	CQUJHB009916	AGAP005531
OG0001725	CQUJHB017260, CQUJHB007806	AGAP007138
OG0001726	CQUJHB010294	AGAP006120
OG0001727	CQUJHB014054	AGAP006572, AGAP000118
OG0001728	CQUJHB005672, CQUJHB009623, CQUJHB012341	AGAP011677
OG0001729	CQUJHB004027	AGAP007859, AGAP007856
OG0001730	CQUJHB013851	AGAP029989
OG0001731	CQUJHB000468	AGAP006279
OG0001732	CQUJHB001251	AGAP004757
OG0001733	CQUJHB012247	AGAP004754
OG0001734	CQUJHB014775	AGAP002268
OG0001736	CQUJHB011598	AGAP012787, AGAP003464
OG0001737	CQUJHB010770	AGAP010351
OG0001738	CQUJHB002836	AGAP000463
OG0001739	CQUJHB014106	AGAP000948
OG0001740	CQUJHB007289, CQUJHB004827	AGAP028399
OG0001741	CQUJHB014649	AGAP002552
OG0001742	CQUJHB018010, CQUJHB005972	AGAP000284
OG0001743	CQUJHB005038	AGAP008838
OG0001744	CQUJHB002298	AGAP008835
OG0001745	CQUJHB004240	AGAP008836
OG0001746	CQUJHB011814	AGAP008834
OG0001747	CQUJHB011101	AGAP004882, AGAP012660
OG0001748	CQUJHB015327	AGAP002295
OG0001749	CQUJHB004574	AGAP005125
OG0001751	CQUJHB003016	AGAP011819
OG0001752	CQUJHB017723	AGAP001652
OG0001753	CQUJHB009024	AGAP011717
OG0001754	CQUJHB016596	AGAP011847
OG0001755	CQUJHB007071	AGAP009650
OG0001756	CQUJHB000001	AGAP006328
OG0001757	CQUJHB001477	AGAP001653
OG0001758	CQUJHB006163, CQUJHB003627	AGAP008916
OG0001759	CQUJHB009632	AGAP008914
OG0001760	CQUJHB000104	AGAP000670
OG0001761	CQUJHB007842	AGAP000572
OG0001762	CQUJHB006380	AGAP029815
OG0001763	CQUJHB013383	AGAP007722
OG0001764	CQUJHB008019	AGAP006665
OG0001765	CQUJHB000726	AGAP006669
OG0001766	CQUJHB001897	AGAP002508
OG0001767	CQUJHB007408	AGAP001422
OG0001768	CQUJHB013392	AGAP006925
OG0001769	CQUJHB016399	AGAP001421
OG0001771	CQUJHB005386	AGAP009680
OG0001773	CQUJHB014243	AGAP001819
OG0001774	CQUJHB010941	AGAP001810
OG0001775	CQUJHB001066	AGAP008412
OG0001776	CQUJHB010914	AGAP006384
OG0001777	CQUJHB008806	AGAP008511
OG0001778	CQUJHB014567	AGAP013121
OG0001779	CQUJHB017194	AGAP011817
OG0001780	CQUJHB017314	AGAP011816
OG0001781	CQUJHB011216, CQUJHB010073	AGAP001584
OG0001782	CQUJHB017348, CQUJHB014146, CQUJHB002991	AGAP003030
OG0001783	CQUJHB000545, CQUJHB006275, CQUJHB002402	AGAP004504
OG0001784	CQUJHB004390	AGAP007082
OG0001785	CQUJHB000216	AGAP001658
OG0001786	CQUJHB006327	AGAP029704
OG0001787	CQUJHB001626	AGAP000338
OG0001788	CQUJHB006166	AGAP007210
OG0001789	CQUJHB000712, CQUJHB014709	AGAP007209
OG0001790	CQUJHB017495	AGAP000791
OG0001791	CQUJHB016649	AGAP002760
OG0001792	CQUJHB005200	AGAP005789, AGAP005864
OG0001793	CQUJHB005201	AGAP007001
OG0001794	CQUJHB002450	AGAP007002
OG0001795	CQUJHB008648, CQUJHB016749	AGAP000840
OG0001796	CQUJHB010066	AGAP006045
OG0001797	CQUJHB012267, CQUJHB001776, CQUJHB006034	AGAP006408
OG0001798	CQUJHB000085	AGAP001586
OG0001799	CQUJHB007772	AGAP002094
OG0001800	CQUJHB014946	AGAP008515
OG0001801	CQUJHB016768	AGAP007374
OG0001802	CQUJHB018409	AGAP004631
OG0001803	CQUJHB012318, CQUJHB005517	AGAP000699
OG0001804	CQUJHB003242	AGAP008155
OG0001805	CQUJHB001203	AGAP002090
OG0001806	CQUJHB015805	AGAP006063
OG0001807	CQUJHB011971	AGAP008944
OG0001808	CQUJHB015768	AGAP005243
OG0001809	CQUJHB006504, CQUJHB006361	AGAP009832
OG0001810	CQUJHB003726	AGAP009844
OG0001811	CQUJHB013858	AGAP003766
OG0001812	CQUJHB009625	AGAP000618
OG0001813	CQUJHB016927	AGAP007205
OG0001814	CQUJHB000841	AGAP007204
OG0001815	CQUJHB011802	AGAP009025
OG0001816	CQUJHB007213	AGAP007032
OG0001817	CQUJHB004187	AGAP029480
OG0001818	CQUJHB015469	AGAP005700
OG0001819	CQUJHB012369	AGAP000389
OG0001820	CQUJHB007965	AGAP007724
OG0001821	CQUJHB016998	AGAP006460
OG0001822	CQUJHB007572	AGAP029455
OG0001823	CQUJHB014893	AGAP007510
OG0001824	CQUJHB003487	AGAP010040, AGAP012657
OG0001825	CQUJHB005537	AGAP000507
OG0001826	CQUJHB006583	AGAP009857
OG0001827	CQUJHB010570, CQUJHB017812, CQUJHB010623	AGAP029802
OG0001828	CQUJHB014610, CQUJHB011345, CQUJHB009880	AGAP007775
OG0001829	CQUJHB007499, CQUJHB014883	AGAP029752, AGAP029751
OG0001830	CQUJHB012198	AGAP005064
OG0001831	CQUJHB014199	AGAP000029
OG0001832	CQUJHB012280	AGAP011859
OG0001833	CQUJHB012719	AGAP008807, AGAP008810
OG0001834	CQUJHB011754	AGAP029579
OG0001835	CQUJHB000069	AGAP004572
OG0001837	CQUJHB000827	AGAP004507
OG0001838	CQUJHB001157	AGAP012123
OG0001839	CQUJHB002246	AGAP029911
OG0001841	CQUJHB004226	AGAP012771, AGAP007305
OG0001842	CQUJHB003224	AGAP028640, AGAP012729
OG0001843	CQUJHB001883	AGAP001690
OG0001844	CQUJHB017539	AGAP012693, AGAP029564
OG0001845	CQUJHB002279	AGAP029052
OG0001846	CQUJHB010678	AGAP029630
OG0001847	CQUJHB010987	AGAP028004
OG0001848	CQUJHB015143	AGAP013441
OG0001849	CQUJHB005774	AGAP011134
OG0001850	CQUJHB015673	AGAP029570
OG0001851	CQUJHB004201	AGAP029498
OG0001852	CQUJHB014663	AGAP011143
OG0001853	CQUJHB009903	AGAP010646, AGAP012576
OG0001854	CQUJHB010799	AGAP011811
OG0001855	CQUJHB002102	AGAP029584
OG0001856	CQUJHB016160	AGAP010201
OG0001857	CQUJHB018237	AGAP002986
OG0001858	CQUJHB011662	AGAP013547, AGAP007493
OG0001859	CQUJHB010404	AGAP001645
OG0001860	CQUJHB017652	AGAP003901
OG0001861	CQUJHB018021	AGAP007608
OG0001862	CQUJHB011807	AGAP001583
OG0001863	CQUJHB006953	AGAP004892
OG0001864	CQUJHB006273	AGAP009577
OG0001865	CQUJHB016972	AGAP000577
OG0001866	CQUJHB008116	AGAP001608
OG0001867	CQUJHB013482	AGAP008318
OG0001869	CQUJHB005793	AGAP010442
OG0001870	CQUJHB010502	AGAP013204
OG0001871	CQUJHB002846	AGAP005150, AGAP029363
OG0001872	CQUJHB014005	AGAP002469
OG0001873	CQUJHB017060	AGAP002553
OG0001874	CQUJHB003814	AGAP003355
OG0001875	CQUJHB003769	AGAP005465
OG0001876	CQUJHB016428	AGAP002315
OG0001877	CQUJHB007854	AGAP004446, AGAP004447
OG0001878	CQUJHB012769	AGAP029127
OG0001879	CQUJHB015487	AGAP011547
OG0001881	CQUJHB006399	AGAP006994
OG0001883	CQUJHB013762	AGAP006089
OG0001884	CQUJHB010453	AGAP009060
OG0001885	CQUJHB007303	AGAP003727
OG0001886	CQUJHB007991	AGAP001083
OG0001887	CQUJHB010974	AGAP012187, AGAP000471
OG0001889	CQUJHB000173	AGAP029657
OG0001890	CQUJHB018269	AGAP028133, AGAP028598
OG0001891	CQUJHB010310	AGAP008996
OG0001892	CQUJHB000339	AGAP013157
OG0001893	CQUJHB008767	AGAP011965
OG0001894	CQUJHB005240	AGAP000626
OG0001895	CQUJHB005279	AGAP007250
OG0001896	CQUJHB014927	AGAP012600, AGAP009890
OG0001897	CQUJHB000796	AGAP000236
OG0001898	CQUJHB008962	AGAP000537
OG0001899	CQUJHB016916	AGAP008285
OG0001901	CQUJHB001292, CQUJHB007141	AGAP007792
OG0001902	CQUJHB003665, CQUJHB015274	AGAP004310
OG0001905	CQUJHB015251	AGAP001064
OG0001906	CQUJHB012925	AGAP003678
OG0001907	CQUJHB014583	AGAP011720
OG0001908	CQUJHB003954	AGAP002554
OG0001909	CQUJHB010206, CQUJHB007957, CQUJHB008854	AGAP008090
OG0001910	CQUJHB011929	AGAP010359
OG0001912	CQUJHB012127	AGAP011746
OG0001913	CQUJHB010947	AGAP000620
OG0001914	CQUJHB014627	AGAP005030
OG0001915	CQUJHB003422	AGAP003118
OG0001916	CQUJHB017477	AGAP013266
OG0001917	CQUJHB016388	AGAP001974
OG0001918	CQUJHB011861	AGAP000850
OG0001919	CQUJHB013909	AGAP005658
OG0001920	CQUJHB016365	AGAP001814
OG0001921	CQUJHB010226, CQUJHB020401, CQUJHB020267, CQUJHB001248	AGAP003258
OG0001922	CQUJHB001701	AGAP028455, AGAP006377
OG0001923	CQUJHB011173	AGAP007137
OG0001924	CQUJHB008851	AGAP009950
OG0001925	CQUJHB008947	AGAP000023
OG0001926	CQUJHB005904	AGAP013491, AGAP000629
OG0001928	CQUJHB017584	AGAP007089
OG0001929	CQUJHB009052	AGAP000619
OG0001930	CQUJHB000488	AGAP005647
OG0001931	CQUJHB001579	AGAP000949
OG0001933	CQUJHB009853	AGAP002256
OG0001934	CQUJHB008345, CQUJHB014551	AGAP005438
OG0001937	CQUJHB005452	AGAP007349
OG0001938	CQUJHB013689	AGAP012255
OG0001939	CQUJHB015433	AGAP001231
OG0001940	CQUJHB003955	AGAP001015
OG0001941	CQUJHB017019	AGAP000334
OG0001942	CQUJHB002444	AGAP005165
OG0001944	CQUJHB012856	AGAP011812
OG0001945	CQUJHB015802	AGAP013210
OG0001946	CQUJHB004460	AGAP000932
OG0001947	CQUJHB017725	AGAP007892
OG0001948	CQUJHB012140	AGAP028653
OG0001949	CQUJHB007700	AGAP009514
OG0001950	CQUJHB007473	AGAP006260
OG0001951	CQUJHB017052	AGAP009389
OG0001952	CQUJHB014332	AGAP006151
OG0001953	CQUJHB009317	AGAP029520
OG0001954	CQUJHB006751	AGAP007005
OG0001955	CQUJHB014791	AGAP013739, AGAP013762
OG0001956	CQUJHB015498	AGAP000430
OG0001957	CQUJHB008729, CQUJHB007723	AGAP005680
OG0001958	CQUJHB015953	AGAP011170
OG0001959	CQUJHB009277	AGAP029626
OG0001960	CQUJHB018138	AGAP002006
OG0001961	CQUJHB014631	AGAP009497
OG0001962	CQUJHB016651	AGAP010265
OG0001963	CQUJHB011444	AGAP012921, AGAP009575
OG0001964	CQUJHB018337	AGAP006415
OG0001965	CQUJHB013662	AGAP011779
OG0001968	CQUJHB002848	AGAP004774
OG0001969	CQUJHB009273	AGAP007155
OG0001970	CQUJHB014942, CQUJHB003598, CQUJHB006771	AGAP002949
OG0001971	CQUJHB009557	AGAP011375
OG0001972	CQUJHB009191, CQUJHB017842	AGAP004784
OG0001973	CQUJHB003163	AGAP029708, AGAP029707
OG0001974	CQUJHB003100	AGAP013397
OG0001975	CQUJHB017537, CQUJHB000395	AGAP029549
OG0001976	CQUJHB002571	AGAP001696
OG0001977	CQUJHB018154	AGAP000185
OG0001978	CQUJHB012118	AGAP008247, AGAP012476
OG0001979	CQUJHB002147	AGAP003872
OG0001980	CQUJHB016028	AGAP012953, AGAP000275
OG0001981	CQUJHB002973	AGAP029553
OG0001982	CQUJHB010272, CQUJHB001693, CQUJHB010161	AGAP000385
OG0001983	CQUJHB007443	AGAP009064, AGAP000441
OG0001988	CQUJHB001325	AGAP028062
OG0001991	CQUJHB008591, CQUJHB015134, CQUJHB016889, CQUJHB007471, CQUJHB009367	AGAP013093
OG0001998	CQUJHB006595	AGAP029390, AGAP000281
OG0002000	CQUJHB006851	AGAP010601, AGAP010602, AGAP010604
OG0002010	CQUJHB004416	AGAP013373
OG0002011	CQUJHB009027	AGAP029179
OG0002011	CQUJHB008730	AGAP013425
OG0002012	CQUJHB006495	AGAP029252
OG0002018	CQUJHB020255, CQUJHB020336, CQUJHB020301	AGAP029150, AGAP029182, AGAP029134, AGAP029164
OG0002027	CQUJHB015303	AGAP003346, AGAP012877
OG0002028	CQUJHB000015	AGAP002921
OG0002029	CQUJHB000454, CQUJHB003417	AGAP002919
OG0002030	CQUJHB007781	AGAP013354
OG0002031	CQUJHB015561, CQUJHB016004	AGAP006662
OG0002032	CQUJHB007591, CQUJHB017901	AGAP004459
OG0002033	CQUJHB000201	AGAP028610
OG0002034	CQUJHB002364	AGAP012746, AGAP003514
OG0002035	CQUJHB012676	AGAP003331
OG0002036	CQUJHB008731	AGAP012981, AGAP003200
OG0002037	CQUJHB020324, CQUJHB020378	AGAP004727
OG0002038	CQUJHB001224	AGAP001099
OG0002039	CQUJHB010689	AGAP010449, AGAP010447
OG0002040	CQUJHB018123	AGAP013094
OG0002041	CQUJHB010072	AGAP012610, AGAP012481
OG0002042	CQUJHB011332	AGAP010458
OG0002043	CQUJHB013302	AGAP005228
OG0002044	CQUJHB016863	AGAP000069
OG0002045	CQUJHB011243	AGAP000360
OG0002046	CQUJHB018449, CQUJHB016117	AGAP010681
OG0002047	CQUJHB002076	AGAP006671
OG0002048	CQUJHB001769	AGAP012853, AGAP012137
OG0002049	CQUJHB005527, CQUJHB007692	AGAP028154
OG0002050	CQUJHB014964	AGAP006571
OG0002051	CQUJHB005235, CQUJHB010587, CQUJHB000316	AGAP002138
OG0002052	CQUJHB007752	AGAP011085
OG0002053	CQUJHB001207	AGAP006574
OG0002054	CQUJHB014552	AGAP012403
OG0002055	CQUJHB013576	AGAP000244, AGAP003550
OG0002056	CQUJHB002626	AGAP013233
OG0002057	CQUJHB012693	AGAP003548
OG0002058	CQUJHB004327	AGAP002085
OG0002059	CQUJHB003851	AGAP004434
OG0002060	CQUJHB018185	AGAP003547
OG0002061	CQUJHB009512	AGAP013167
OG0002062	CQUJHB012677	AGAP002725
OG0002063	CQUJHB004868	AGAP003232
OG0002064	CQUJHB017762	AGAP028415
OG0002065	CQUJHB001303	AGAP011319
OG0002066	CQUJHB015590	AGAP011324
OG0002067	CQUJHB014615	AGAP012751, AGAP001609
OG0002068	CQUJHB001906	AGAP001603
OG0002069	CQUJHB017104	AGAP009733
OG0002070	CQUJHB009199	AGAP011984
OG0002071	CQUJHB001370	AGAP012394, AGAP012395
OG0002072	CQUJHB008226	AGAP004371, AGAP012860
OG0002073	CQUJHB009920	AGAP006657
OG0002074	CQUJHB008271	AGAP006658
OG0002075	CQUJHB015158	AGAP006660
OG0002076	CQUJHB013464	AGAP006659
OG0002077	CQUJHB015918	AGAP011858
OG0002078	CQUJHB011705	AGAP002603
OG0002079	CQUJHB001903	AGAP002601
OG0002080	CQUJHB013277	AGAP013296
OG0002081	CQUJHB009731	AGAP011762
OG0002082	CQUJHB003397	AGAP010928
OG0002083	CQUJHB013356	AGAP012368
OG0002084	CQUJHB013949	AGAP004292
OG0002085	CQUJHB017489	AGAP005761
OG0002086	CQUJHB010646	AGAP011900
OG0002087	CQUJHB006590	AGAP010595
OG0002088	CQUJHB010181	AGAP010558
OG0002089	CQUJHB002003	AGAP010572
OG0002090	CQUJHB003030	AGAP010613, AGAP010612
OG0002091	CQUJHB013258	AGAP005762
OG0002092	CQUJHB017744	AGAP011897
OG0002093	CQUJHB009534	AGAP009822
OG0002094	CQUJHB007383	AGAP028580, AGAP012019
OG0002095	CQUJHB005853	AGAP003294
OG0002096	CQUJHB005530	AGAP005803
OG0002097	CQUJHB017962, CQUJHB012489, CQUJHB011659	AGAP005800
OG0002098	CQUJHB013710	AGAP002021
OG0002099	CQUJHB000391	AGAP002193
OG0002100	CQUJHB014387	AGAP003003
OG0002101	CQUJHB012215	AGAP002672
OG0002102	CQUJHB004208	AGAP029803
OG0002104	CQUJHB017798	AGAP012251
OG0002105	CQUJHB011479	AGAP009841
OG0002106	CQUJHB015190	AGAP009620
OG0002107	CQUJHB015721	AGAP009619
OG0002108	CQUJHB017811	AGAP008652
OG0002109	CQUJHB003037	AGAP004834
OG0002110	CQUJHB006433	AGAP010204
OG0002111	CQUJHB001706	AGAP009702
OG0002112	CQUJHB012500	AGAP000874
OG0002113	CQUJHB011651, CQUJHB014730	AGAP009004
OG0002114	CQUJHB010172, CQUJHB010508	AGAP006088
OG0002115	CQUJHB001590	AGAP004942
OG0002116	CQUJHB000110	AGAP005606
OG0002117	CQUJHB002257, CQUJHB017164	AGAP005600
OG0002118	CQUJHB003964, CQUJHB008253	AGAP004863
OG0002119	CQUJHB014981	AGAP006968, AGAP006115
OG0002120	CQUJHB014175	AGAP000046
OG0002122	CQUJHB003340	AGAP012523
OG0002123	CQUJHB013223	AGAP007325
OG0002124	CQUJHB012406, CQUJHB007350	AGAP005141
OG0002125	CQUJHB011922	AGAP009136
OG0002126	CQUJHB014744, CQUJHB000820	AGAP005325
OG0002127	CQUJHB014050, CQUJHB015643	AGAP005111
OG0002128	CQUJHB009908	AGAP007395
OG0002129	CQUJHB012894, CQUJHB016886	AGAP007418
OG0002130	CQUJHB009924	AGAP007400
OG0002131	CQUJHB001427	AGAP007405, AGAP007402
OG0002132	CQUJHB014710	AGAP007399
OG0002133	CQUJHB006683	AGAP007450
OG0002134	CQUJHB012801	AGAP005309, AGAP000633
OG0002135	CQUJHB002700	AGAP008881
OG0002136	CQUJHB011012	AGAP008302
OG0002137	CQUJHB008468	AGAP009930
OG0002138	CQUJHB008948	AGAP007849
OG0002139	CQUJHB001861	AGAP008353
OG0002140	CQUJHB003839	AGAP010209
OG0002141	CQUJHB011348	AGAP008312
OG0002142	CQUJHB004693	AGAP008882
OG0002143	CQUJHB018228	AGAP011562
OG0002144	CQUJHB006170	AGAP011573
OG0002145	CQUJHB002789	AGAP029534
OG0002146	CQUJHB011719	AGAP007586
OG0002149	CQUJHB008545, CQUJHB010818	AGAP007710
OG0002150	CQUJHB011406	AGAP007598
OG0002151	CQUJHB009644, CQUJHB007757	AGAP007618
OG0002152	CQUJHB014510	AGAP007593
OG0002153	CQUJHB003031	AGAP008728
OG0002154	CQUJHB002808	AGAP007809
OG0002155	CQUJHB005873, CQUJHB005980	AGAP005065
OG0002156	CQUJHB012918	AGAP008246, AGAP012477
OG0002157	CQUJHB000632	AGAP006014
OG0002158	CQUJHB003434	AGAP012763, AGAP005056
OG0002159	CQUJHB016275	AGAP005051, AGAP012825
OG0002160	CQUJHB015104	AGAP009019
OG0002161	CQUJHB001120	AGAP008711
OG0002162	CQUJHB002048	AGAP009020
OG0002163	CQUJHB004123	AGAP008359
OG0002164	CQUJHB003090	AGAP008705
OG0002165	CQUJHB005631	AGAP007778
OG0002166	CQUJHB015094	AGAP010210
OG0002167	CQUJHB009230	AGAP010137, AGAP010136
OG0002168	CQUJHB009807	AGAP007781
OG0002169	CQUJHB008100	AGAP007780
OG0002170	CQUJHB015311	AGAP010139
OG0002171	CQUJHB017228	AGAP009834
OG0002172	CQUJHB013281	AGAP010138
OG0002173	CQUJHB000228	AGAP009144
OG0002174	CQUJHB003725	AGAP008985
OG0002175	CQUJHB008401	AGAP009146
OG0002176	CQUJHB012513	AGAP009156
OG0002177	CQUJHB012766	AGAP011523
OG0002178	CQUJHB001425	AGAP011521
OG0002179	CQUJHB001471	AGAP008048
OG0002180	CQUJHB003808	AGAP008064
OG0002181	CQUJHB017639, CQUJHB016180	AGAP008044
OG0002182	CQUJHB006550	AGAP008086
OG0002183	CQUJHB012486	AGAP008084
OG0002184	CQUJHB008635	AGAP003394
OG0002185	CQUJHB016880	AGAP003856
OG0002186	CQUJHB004159	AGAP001430
OG0002187	CQUJHB017101	AGAP003099
OG0002188	CQUJHB016517	AGAP003098
OG0002189	CQUJHB016647	AGAP000622
OG0002190	CQUJHB002487	AGAP009307
OG0002191	CQUJHB018069	AGAP008195
OG0002192	CQUJHB005712	AGAP009306
OG0002193	CQUJHB007235	AGAP029408, AGAP008481
OG0002194	CQUJHB013506	AGAP006446
OG0002195	CQUJHB010450	AGAP005939
OG0002196	CQUJHB010713	AGAP006445
OG0002197	CQUJHB000244	AGAP012425
OG0002198	CQUJHB006518	AGAP010956
OG0002199	CQUJHB009360	AGAP010728
OG0002200	CQUJHB005566	AGAP007145
OG0002201	CQUJHB005134	AGAP005344
OG0002202	CQUJHB004704	AGAP005347
OG0002203	CQUJHB012321, CQUJHB015547	AGAP006945
OG0002204	CQUJHB005442, CQUJHB009865	AGAP000056
OG0002205	CQUJHB007144	AGAP007143
OG0002206	CQUJHB011470	AGAP005346
OG0002207	CQUJHB004389	AGAP009811
OG0002208	CQUJHB015490	AGAP009662
OG0002209	CQUJHB006118	AGAP009685
OG0002210	CQUJHB000032	AGAP008837
OG0002211	CQUJHB005012, CQUJHB008285	AGAP005763
OG0002212	CQUJHB006368	AGAP004384, AGAP012507
OG0002213	CQUJHB013538	AGAP003081
OG0002214	CQUJHB000717	AGAP011412
OG0002215	CQUJHB005950	AGAP000779
OG0002216	CQUJHB009349	AGAP005155
OG0002217	CQUJHB009119	AGAP007168
OG0002218	CQUJHB015348	AGAP007841
OG0002219	CQUJHB006148	AGAP000788
OG0002220	CQUJHB003376	AGAP004068
OG0002221	CQUJHB016640	AGAP001638
OG0002222	CQUJHB010238	AGAP001636
OG0002223	CQUJHB008688	AGAP010471
OG0002224	CQUJHB008876, CQUJHB001015	AGAP002985
OG0002225	CQUJHB005632	AGAP012322
OG0002226	CQUJHB007377	AGAP011797
OG0002227	CQUJHB007253	AGAP004261
OG0002228	CQUJHB010088	AGAP029971, AGAP029972
OG0002229	CQUJHB005588	AGAP012317
OG0002230	CQUJHB014027	AGAP008749
OG0002231	CQUJHB011725, CQUJHB008978, CQUJHB015693	AGAP008738
OG0002232	CQUJHB016597	AGAP001749
OG0002233	CQUJHB016148	AGAP007706
OG0002234	CQUJHB009841	AGAP005578
OG0002235	CQUJHB010122	AGAP004413, AGAP004427
OG0002236	CQUJHB007151	AGAP002605
OG0002237	CQUJHB014136	AGAP002400
OG0002238	CQUJHB014723	AGAP002913
OG0002239	CQUJHB003596	AGAP002908
OG0002240	CQUJHB000437	AGAP001417
OG0002241	CQUJHB004604	AGAP002653
OG0002242	CQUJHB014480	AGAP012819, AGAP004394
OG0002243	CQUJHB016589, CQUJHB000383	AGAP010635, AGAP010662, AGAP010415
OG0002244	CQUJHB005805	AGAP001043
OG0002245	CQUJHB016908	AGAP029936
OG0002246	CQUJHB010050	AGAP001040
OG0002247	CQUJHB004418, CQUJHB009622	AGAP001745
OG0002248	CQUJHB016195	AGAP013500
OG0002249	CQUJHB009438	AGAP007147
OG0002250	CQUJHB001918	AGAP003466
OG0002251	CQUJHB014276	AGAP003472, AGAP003467
OG0002252	CQUJHB009674	AGAP003465
OG0002253	CQUJHB004508	AGAP011637
OG0002254	CQUJHB004592	AGAP001438
OG0002255	CQUJHB010680	AGAP012837, AGAP004100
OG0002256	CQUJHB008335	AGAP001434
OG0002257	CQUJHB013146	AGAP003367, AGAP012823
OG0002258	CQUJHB003065	AGAP003930
OG0002259	CQUJHB004536	AGAP000819
OG0002260	CQUJHB003014, CQUJHB015254	AGAP000754
OG0002261	CQUJHB010012	AGAP005742
OG0002262	CQUJHB003690	AGAP006413
OG0002263	CQUJHB003385	AGAP006410
OG0002264	CQUJHB006913	AGAP005743
OG0002265	CQUJHB007912	AGAP005343
OG0002266	CQUJHB000401	AGAP000145
OG0002267	CQUJHB011217	AGAP006780
OG0002268	CQUJHB006856	AGAP010557
OG0002269	CQUJHB011397	AGAP028584, AGAP010555
OG0002270	CQUJHB014938	AGAP012028
OG0002271	CQUJHB010861	AGAP010575
OG0002272	CQUJHB005130	AGAP010556
OG0002273	CQUJHB005373	AGAP011745
OG0002274	CQUJHB006935	AGAP012690, AGAP012822, AGAP010176
OG0002275	CQUJHB000691	AGAP003405
OG0002276	CQUJHB003103	AGAP010181
OG0002277	CQUJHB005431	AGAP004103
OG0002278	CQUJHB002987	AGAP004107
OG0002279	CQUJHB009582	AGAP004104
OG0002280	CQUJHB016835	AGAP001723
OG0002281	CQUJHB000127	AGAP001716
OG0002282	CQUJHB011642	AGAP005283
OG0002283	CQUJHB002344	AGAP009868
OG0002284	CQUJHB001446	AGAP005290
OG0002285	CQUJHB002955, CQUJHB008269	AGAP009266
OG0002286	CQUJHB007418	AGAP009161
OG0002287	CQUJHB010863	AGAP009163
OG0002288	CQUJHB004334	AGAP009162
OG0002289	CQUJHB016882	AGAP005269
