Orthogroup	AfunestusAfunGA1	CquinquefasciatusJHB2020
OG0000180	AFUN2_004082	CQUJHB005835, CQUJHB005816, CQUJHB007916, CQUJHB006996, CQUJHB001222, CQUJHB013519, CQUJHB008661, CQUJHB002191, CQUJHB000686, CQUJHB009673, CQUJHB009193, CQUJHB000772
OG0000181	AFUN2_012634, AFUN2_005105, AFUN2_007521	CQUJHB018406, CQUJHB017566
OG0000182	AFUN2_004625	CQUJHB010205
OG0000182	AFUN2_001977	CQUJHB012840
OG0000182	AFUN2_010645	CQUJHB007241
OG0000183	AFUN2_006554, AFUN2_005817, AFUN2_013925, AFUN2_007926	CQUJHB008471, CQUJHB008317, CQUJHB015904, CQUJHB015217
OG0000184	AFUN2_012600	CQUJHB005313
OG0000184	AFUN2_009129, AFUN2_006403	CQUJHB020350, CQUJHB003938, CQUJHB000274
OG0000185	AFUN2_004065	CQUJHB017110, CQUJHB016405, CQUJHB006617
OG0000185	AFUN2_004964, AFUN2_008198	CQUJHB017959, CQUJHB000372
OG0000187	AFUN2_008775	CQUJHB008770, CQUJHB004129, CQUJHB012844, CQUJHB004306, CQUJHB008082, CQUJHB013210, CQUJHB015795, CQUJHB005653, CQUJHB013231, CQUJHB020318, CQUJHB020398, CQUJHB020313, CQUJHB020424, CQUJHB020405, CQUJHB016508, CQUJHB015181, CQUJHB011232, CQUJHB002253, CQUJHB009569, CQUJHB014578, CQUJHB015136
OG0000189	AFUN2_010394	CQUJHB011357
OG0000189	AFUN2_002979	CQUJHB001514
OG0000189	AFUN2_009982	CQUJHB016877
OG0000190	AFUN2_013220	CQUJHB014000
OG0000190	AFUN2_007361	CQUJHB013041
OG0000190	AFUN2_014239	CQUJHB007455
OG0000191	AFUN2_001434, AFUN2_013752, AFUN2_000844, AFUN2_007718	CQUJHB013758, CQUJHB002302, CQUJHB016362, CQUJHB011469
OG0000192	AFUN2_002573	CQUJHB011350
OG0000192	AFUN2_010718	CQUJHB011486
OG0000192	AFUN2_006065	CQUJHB006523
OG0000193	AFUN2_010552, AFUN2_009366, AFUN2_003838, AFUN2_011367	CQUJHB016836, CQUJHB008892, CQUJHB000131
OG0000194	AFUN2_001454	CQUJHB007940
OG0000194	AFUN2_008119	CQUJHB007773
OG0000196	AFUN2_005920	CQUJHB015310, CQUJHB014474, CQUJHB002527, CQUJHB011596, CQUJHB015062
OG0000200	AFUN2_008798	CQUJHB003055
OG0000200	AFUN2_010360	CQUJHB000054
OG0000200	AFUN2_014432	CQUJHB006956
OG0000201	AFUN2_004882	CQUJHB002501, CQUJHB011456
OG0000201	AFUN2_007662	CQUJHB015906
OG0000201	AFUN2_003280	CQUJHB013148, CQUJHB016903
OG0000202	AFUN2_013904	CQUJHB017404, CQUJHB010576
OG0000202	AFUN2_001437	CQUJHB013321, CQUJHB012941
OG0000203	AFUN2_010926	CQUJHB018349
OG0000203	AFUN2_004259	CQUJHB014121, CQUJHB004265, CQUJHB018395
OG0000203	AFUN2_000689	CQUJHB001614
OG0000204	AFUN2_005886	CQUJHB015536, CQUJHB018050
OG0000204	AFUN2_004049	CQUJHB009121
OG0000205	AFUN2_010456	CQUJHB011157
OG0000205	AFUN2_003370	CQUJHB006892
OG0000206	AFUN2_009572	CQUJHB009215, CQUJHB015605, CQUJHB002272
OG0000207	AFUN2_000379, AFUN2_002113	CQUJHB009425
OG0000208	AFUN2_000748	CQUJHB009267, CQUJHB007743
OG0000208	AFUN2_013487	CQUJHB002746
OG0000208	AFUN2_002391	CQUJHB017609, CQUJHB006033, CQUJHB016545
OG0000209	AFUN2_001039	CQUJHB000140
OG0000210	AFUN2_014566, AFUN2_014802, AFUN2_009879, AFUN2_005823	CQUJHB015488, CQUJHB015097, CQUJHB007162
OG0000211	AFUN2_003763, AFUN2_005773	CQUJHB016529
OG0000212	AFUN2_005574	CQUJHB017755, CQUJHB009572
OG0000217	AFUN2_005144	CQUJHB018057
OG0000217	AFUN2_003295	CQUJHB008942
OG0000217	AFUN2_000967	CQUJHB006291
OG0000218	AFUN2_001352	CQUJHB001220
OG0000219	AFUN2_005902	CQUJHB004655
OG0000219	AFUN2_004669	CQUJHB009528, CQUJHB009252, CQUJHB018120, CQUJHB007367
OG0000220	AFUN2_004984	CQUJHB002011
OG0000220	AFUN2_013644	CQUJHB009710
OG0000220	AFUN2_008743	CQUJHB008956
OG0000221	AFUN2_002758, AFUN2_007038	CQUJHB011640
OG0000221	AFUN2_006461	CQUJHB016680, CQUJHB007754
OG0000222	AFUN2_008952	CQUJHB015532
OG0000223	AFUN2_006017	CQUJHB009151
OG0000223	AFUN2_009640	CQUJHB014766
OG0000223	AFUN2_001947	CQUJHB004378
OG0000224	AFUN2_004727, AFUN2_006433	CQUJHB005624
OG0000225	AFUN2_013899	CQUJHB018221
OG0000225	AFUN2_005712, AFUN2_007468	CQUJHB016925, CQUJHB017410, CQUJHB002547, CQUJHB013654, CQUJHB010873
OG0000229	AFUN2_002725	CQUJHB007133
OG0000229	AFUN2_001410, AFUN2_012986	CQUJHB010008
OG0000230	AFUN2_013851, AFUN2_006362	CQUJHB018077, CQUJHB010793, CQUJHB004599, CQUJHB013294, CQUJHB000972
OG0000231	AFUN2_014167, AFUN2_001796	CQUJHB015552, CQUJHB009864
OG0000232	AFUN2_001279, AFUN2_004132	CQUJHB004882
OG0000233	AFUN2_005591	CQUJHB013827, CQUJHB005784
OG0000233	AFUN2_009669	CQUJHB017046
OG0000234	AFUN2_006786	CQUJHB001691
OG0000234	AFUN2_005910	CQUJHB001439
OG0000234	AFUN2_014325	CQUJHB012585
OG0000235	AFUN2_000576, AFUN2_003102, AFUN2_003000	CQUJHB006661, CQUJHB013626, CQUJHB008173, CQUJHB013536, CQUJHB015825
OG0000236	AFUN2_012443, AFUN2_002078	CQUJHB005892, CQUJHB007626, CQUJHB015922
OG0000237	AFUN2_014509, AFUN2_005130, AFUN2_010795	CQUJHB010154
OG0000244	AFUN2_005802	CQUJHB007355
OG0000245	AFUN2_014246, AFUN2_010459	CQUJHB000799
OG0000245	AFUN2_014309	CQUJHB016506, CQUJHB007248, CQUJHB011910
OG0000247	AFUN2_012107, AFUN2_004620	CQUJHB002713, CQUJHB017013
OG0000247	AFUN2_001600	CQUJHB002013
OG0000248	AFUN2_010809	CQUJHB007060
OG0000248	AFUN2_011791	CQUJHB012099, CQUJHB010965
OG0000249	AFUN2_006007, AFUN2_010916	CQUJHB009233, CQUJHB007489, CQUJHB002025, CQUJHB001010, CQUJHB009190
OG0000250	AFUN2_003687	CQUJHB012300
OG0000250	AFUN2_007149	CQUJHB006421
OG0000250	AFUN2_003179	CQUJHB004522
OG0000251	AFUN2_007933, AFUN2_012347	CQUJHB008705
OG0000251	AFUN2_010165, AFUN2_009809	CQUJHB017833
OG0000252	AFUN2_006568	CQUJHB005253, CQUJHB008240, CQUJHB011189, CQUJHB017858
OG0000252	AFUN2_010012	CQUJHB008290
OG0000253	AFUN2_001483, AFUN2_000437	CQUJHB011918, CQUJHB003161
OG0000254	AFUN2_009334	CQUJHB001657
OG0000254	AFUN2_013341	CQUJHB009978
OG0000255	AFUN2_014479, AFUN2_012452	CQUJHB003529
OG0000256	AFUN2_010594	CQUJHB009160
OG0000256	AFUN2_010827, AFUN2_004016	CQUJHB014478
OG0000257	AFUN2_012412	CQUJHB010739, CQUJHB009502, CQUJHB000584, CQUJHB000689, CQUJHB000541, CQUJHB008553, CQUJHB004547, CQUJHB014397, CQUJHB008765
OG0000259	AFUN2_009415, AFUN2_000528, AFUN2_001338, AFUN2_013898, AFUN2_011804	CQUJHB015261
OG0000260	AFUN2_004768, AFUN2_011233, AFUN2_008356, AFUN2_004504	CQUJHB020421, CQUJHB004409, CQUJHB006012, CQUJHB011286
OG0000265	AFUN2_009281, AFUN2_011549	CQUJHB003184
OG0000265	AFUN2_003921	CQUJHB006489
OG0000266	AFUN2_000459	CQUJHB002351
OG0000266	AFUN2_004367, AFUN2_008216	CQUJHB011998
OG0000267	AFUN2_013327, AFUN2_007744	CQUJHB017125
OG0000268	AFUN2_009239, AFUN2_010803	CQUJHB012623
OG0000268	AFUN2_010441	CQUJHB010904
OG0000269	AFUN2_002119	CQUJHB013165, CQUJHB003189
OG0000270	AFUN2_004500, AFUN2_005657, AFUN2_001828	CQUJHB003727, CQUJHB017973, CQUJHB003318
OG0000271	AFUN2_007927	CQUJHB018009
OG0000271	AFUN2_011088, AFUN2_001591	CQUJHB011493
OG0000271	AFUN2_004527	CQUJHB011542
OG0000272	AFUN2_008265	CQUJHB005415, CQUJHB017192
OG0000273	AFUN2_001579	CQUJHB002335
OG0000273	AFUN2_012480	CQUJHB008927
OG0000274	AFUN2_009686	CQUJHB003245, CQUJHB014187, CQUJHB000081
OG0000274	AFUN2_013179	CQUJHB007666
OG0000275	AFUN2_004279, AFUN2_002342, AFUN2_006827, AFUN2_002236, AFUN2_014152	CQUJHB000546, CQUJHB005342, CQUJHB010174, CQUJHB012136, CQUJHB006340, CQUJHB000241, CQUJHB013765
OG0000276	AFUN2_005119, AFUN2_000381	CQUJHB004277, CQUJHB012726, CQUJHB008874, CQUJHB010302, CQUJHB001377, CQUJHB004937, CQUJHB013546, CQUJHB006216
OG0000277	AFUN2_013863	CQUJHB010575, CQUJHB010852, CQUJHB004755, CQUJHB010749, CQUJHB002174, CQUJHB009714, CQUJHB010492, CQUJHB016702, CQUJHB013862
OG0000278	AFUN2_006737, AFUN2_010216, AFUN2_002080	CQUJHB008764, CQUJHB011798
OG0000279	AFUN2_002258	CQUJHB005102
OG0000279	AFUN2_014367	CQUJHB016711
OG0000279	AFUN2_008292	CQUJHB013635, CQUJHB001819
OG0000281	AFUN2_008098, AFUN2_014324	CQUJHB014785
OG0000285	AFUN2_012421	CQUJHB011294
OG0000286	AFUN2_002229, AFUN2_001601	CQUJHB008968, CQUJHB015387
OG0000288	AFUN2_007336, AFUN2_011244	CQUJHB010147
OG0000289	AFUN2_008782, AFUN2_008797	CQUJHB011529, CQUJHB001666, CQUJHB017987
OG0000290	AFUN2_001948, AFUN2_000760, AFUN2_006244	CQUJHB002754, CQUJHB008405
OG0000291	AFUN2_003869	CQUJHB017541
OG0000291	AFUN2_005713	CQUJHB015406
OG0000292	AFUN2_008562	CQUJHB017021
OG0000292	AFUN2_003827, AFUN2_006814	CQUJHB008145
OG0000293	AFUN2_001356	CQUJHB008571
OG0000293	AFUN2_000358	CQUJHB000229, CQUJHB000928, CQUJHB011680
OG0000294	AFUN2_012955	CQUJHB015184
OG0000294	AFUN2_012574	CQUJHB009494
OG0000296	AFUN2_010688, AFUN2_014118	CQUJHB017172
OG0000297	AFUN2_006972	CQUJHB004146, CQUJHB000290
OG0000297	AFUN2_004085	CQUJHB011318
OG0000298	AFUN2_004927	CQUJHB011277
OG0000298	AFUN2_001118	CQUJHB012628
OG0000298	AFUN2_013111	CQUJHB004025
OG0000299	AFUN2_007111	CQUJHB014668
OG0000299	AFUN2_010458	CQUJHB005162, CQUJHB009370
OG0000300	AFUN2_013914	CQUJHB009969, CQUJHB015841, CQUJHB004971, CQUJHB004484, CQUJHB012791, CQUJHB008483, CQUJHB001208, CQUJHB014241, CQUJHB018084, CQUJHB007208, CQUJHB002456, CQUJHB001900, CQUJHB010645, CQUJHB016923, CQUJHB016527, CQUJHB010855
OG0000302	AFUN2_001375	CQUJHB010010
OG0000302	AFUN2_001607	CQUJHB010685
OG0000303	AFUN2_004936	CQUJHB008617
OG0000304	AFUN2_011754, AFUN2_006099	CQUJHB006070, CQUJHB016739
OG0000304	AFUN2_012365	CQUJHB018002
OG0000305	AFUN2_004178	CQUJHB001390, CQUJHB001973
OG0000306	AFUN2_011531, AFUN2_002476, AFUN2_011005	CQUJHB007627
OG0000317	AFUN2_010069	CQUJHB020361, CQUJHB020388, CQUJHB020257, CQUJHB001753, CQUJHB020414, CQUJHB013993, CQUJHB016263
OG0000318	AFUN2_002773, AFUN2_002673, AFUN2_007664, AFUN2_006731	CQUJHB008681
OG0000319	AFUN2_000419	CQUJHB011407
OG0000319	AFUN2_014741	CQUJHB013783
OG0000320	AFUN2_002201, AFUN2_009283	CQUJHB004177, CQUJHB001759, CQUJHB015816
OG0000321	AFUN2_011209, AFUN2_009191	CQUJHB003997
OG0000321	AFUN2_013400	CQUJHB003886
OG0000324	AFUN2_014723	CQUJHB006140
OG0000324	AFUN2_002760	CQUJHB006853
OG0000325	AFUN2_009953	CQUJHB012591
OG0000325	AFUN2_000426	CQUJHB002806, CQUJHB016723
OG0000326	AFUN2_008475	CQUJHB012353
OG0000326	AFUN2_006744	CQUJHB011965
OG0000327	AFUN2_010823	CQUJHB001917, CQUJHB018000, CQUJHB003068, CQUJHB018290
OG0000328	AFUN2_012636	CQUJHB006591
OG0000328	AFUN2_005428	CQUJHB002346
OG0000329	AFUN2_010346	CQUJHB015894
OG0000329	AFUN2_002124	CQUJHB005779, CQUJHB010729
OG0000330	AFUN2_010577	CQUJHB017282
OG0000330	AFUN2_001583	CQUJHB004081
OG0000331	AFUN2_010706	CQUJHB014371, CQUJHB013844
OG0000331	AFUN2_002888, AFUN2_011006	CQUJHB002783
OG0000332	AFUN2_002149, AFUN2_013393, AFUN2_012693	CQUJHB000271, CQUJHB007528
OG0000333	AFUN2_001023, AFUN2_009434, AFUN2_011252, AFUN2_011040, AFUN2_010709, AFUN2_013423, AFUN2_008471, AFUN2_002539	CQUJHB012787
OG0000334	AFUN2_013965	CQUJHB001067
OG0000336	AFUN2_003183	CQUJHB001118
OG0000336	AFUN2_002121	CQUJHB014833
OG0000344	AFUN2_011925	CQUJHB015676, CQUJHB017337, CQUJHB020406
OG0000344	AFUN2_002211	CQUJHB012075
OG0000345	AFUN2_013986	CQUJHB013032, CQUJHB015347, CQUJHB011799, CQUJHB002735, CQUJHB017641
OG0000346	AFUN2_001968, AFUN2_001895	CQUJHB002577, CQUJHB002322, CQUJHB006754
OG0000347	AFUN2_008322	CQUJHB003802
OG0000347	AFUN2_002133	CQUJHB015931, CQUJHB012747, CQUJHB006813, CQUJHB004127, CQUJHB010963, CQUJHB001880, CQUJHB012374
OG0000348	AFUN2_006181, AFUN2_009660	CQUJHB008694, CQUJHB007833, CQUJHB006199, CQUJHB014618
OG0000350	AFUN2_008359	CQUJHB008958
OG0000351	AFUN2_008714	CQUJHB013920
OG0000351	AFUN2_004633	CQUJHB012124
OG0000352	AFUN2_006606	CQUJHB012242, CQUJHB009117
OG0000352	AFUN2_011929	CQUJHB007986
OG0000353	AFUN2_011227	CQUJHB009056, CQUJHB008063
OG0000353	AFUN2_002095	CQUJHB002446
OG0000354	AFUN2_005800	CQUJHB002681
OG0000354	AFUN2_002171	CQUJHB001846
OG0000355	AFUN2_008819, AFUN2_010074	CQUJHB009441
OG0000355	AFUN2_007617	CQUJHB011420
OG0000356	AFUN2_001849	CQUJHB006946, CQUJHB002667
OG0000356	AFUN2_003379	CQUJHB000622, CQUJHB010020
OG0000357	AFUN2_011572	CQUJHB017445
OG0000357	AFUN2_008751	CQUJHB006068
OG0000359	AFUN2_001508, AFUN2_014132, AFUN2_014666, AFUN2_005325	CQUJHB007818, CQUJHB004465, CQUJHB013660, CQUJHB010652
OG0000360	AFUN2_000510	CQUJHB000284, CQUJHB007098
OG0000360	AFUN2_007142	CQUJHB000677
OG0000361	AFUN2_002062	CQUJHB014315, CQUJHB014950
OG0000361	AFUN2_012094	CQUJHB003076, CQUJHB005994, CQUJHB005593
OG0000362	AFUN2_012779, AFUN2_005854	CQUJHB013242, CQUJHB005211
OG0000363	AFUN2_008657	CQUJHB006132
OG0000363	AFUN2_009379	CQUJHB010204
OG0000364	AFUN2_006948, AFUN2_003336	CQUJHB016963, CQUJHB007057
OG0000365	AFUN2_013587, AFUN2_014234	CQUJHB010079
OG0000365	AFUN2_001973	CQUJHB016111, CQUJHB009516
OG0000366	AFUN2_008793, AFUN2_009343	CQUJHB010124, CQUJHB003903, CQUJHB011993, CQUJHB015491, CQUJHB013408
OG0000367	AFUN2_011293, AFUN2_010540, AFUN2_012120, AFUN2_007287	CQUJHB007804
OG0000368	AFUN2_009997	CQUJHB005991, CQUJHB009102, CQUJHB015642
OG0000369	AFUN2_000751	CQUJHB002920
OG0000370	AFUN2_014764	CQUJHB001032, CQUJHB007246
OG0000371	AFUN2_003392	CQUJHB001371, CQUJHB008710
OG0000372	AFUN2_007569	CQUJHB013895
OG0000380	AFUN2_005131	CQUJHB003039, CQUJHB020254, CQUJHB020387, CQUJHB016719, CQUJHB007276
OG0000381	AFUN2_014467	CQUJHB004475
OG0000381	AFUN2_004958	CQUJHB007369, CQUJHB016781
OG0000382	AFUN2_001543	CQUJHB003897
OG0000382	AFUN2_000360	CQUJHB002028
OG0000383	AFUN2_014461	CQUJHB017591
OG0000383	AFUN2_011562	CQUJHB009099
OG0000384	AFUN2_005469, AFUN2_004787	CQUJHB002088, CQUJHB001148
OG0000386	AFUN2_009836, AFUN2_005608, AFUN2_013530	CQUJHB015040
OG0000387	AFUN2_002844	CQUJHB006491
OG0000387	AFUN2_002100	CQUJHB004975
OG0000388	AFUN2_001099	CQUJHB009063, CQUJHB004642, CQUJHB002192
OG0000389	AFUN2_006060	CQUJHB010871
OG0000389	AFUN2_013929, AFUN2_012037	CQUJHB002288
OG0000391	AFUN2_010979	CQUJHB005583
OG0000391	AFUN2_008664	CQUJHB015832
OG0000392	AFUN2_004442, AFUN2_005778	CQUJHB017979, CQUJHB012328, CQUJHB000942
OG0000393	AFUN2_012735	CQUJHB000678
OG0000393	AFUN2_002249	CQUJHB010193
OG0000394	AFUN2_009571	CQUJHB013003
OG0000394	AFUN2_007082	CQUJHB002473, CQUJHB014747
OG0000395	AFUN2_009792	CQUJHB015252
OG0000395	AFUN2_002960	CQUJHB008501
OG0000396	AFUN2_004007	CQUJHB010706
OG0000396	AFUN2_012283	CQUJHB014186
OG0000397	AFUN2_002237	CQUJHB014890
OG0000397	AFUN2_013451	CQUJHB017700
OG0000398	AFUN2_005442, AFUN2_013146	CQUJHB018445, CQUJHB012707, CQUJHB008460
OG0000399	AFUN2_008626	CQUJHB010610, CQUJHB002697
OG0000399	AFUN2_009920	CQUJHB000514
OG0000400	AFUN2_011008	CQUJHB008299
OG0000400	AFUN2_011164	CQUJHB016642
OG0000401	AFUN2_002956	CQUJHB004404
OG0000401	AFUN2_004353	CQUJHB012725
OG0000402	AFUN2_003222, AFUN2_012219, AFUN2_012051, AFUN2_012833	CQUJHB015843
OG0000403	AFUN2_012035	CQUJHB004828
OG0000403	AFUN2_003128	CQUJHB002873
OG0000404	AFUN2_003801	CQUJHB014951
OG0000404	AFUN2_012718	CQUJHB002330
OG0000405	AFUN2_013432, AFUN2_010896	CQUJHB012057, CQUJHB007826, CQUJHB003192, CQUJHB004662
OG0000406	AFUN2_001556, AFUN2_007375, AFUN2_014336	CQUJHB016847
OG0000407	AFUN2_012902	CQUJHB009167
OG0000407	AFUN2_004980	CQUJHB002164
OG0000408	AFUN2_009625	CQUJHB008821, CQUJHB002756
OG0000409	AFUN2_001720, AFUN2_011673	CQUJHB009131
OG0000411	AFUN2_014669	CQUJHB007335
OG0000411	AFUN2_011779	CQUJHB008223
OG0000412	AFUN2_007595	CQUJHB007660
OG0000413	AFUN2_004473, AFUN2_000795	CQUJHB010075, CQUJHB007446, CQUJHB020332
OG0000414	AFUN2_008931	CQUJHB013421
OG0000416	AFUN2_005309	CQUJHB005337
OG0000417	AFUN2_013957	CQUJHB004451
OG0000417	AFUN2_009488	CQUJHB016554
OG0000421	AFUN2_001964, AFUN2_008577, AFUN2_012291	CQUJHB016620, CQUJHB006925, CQUJHB015719, CQUJHB009816, CQUJHB013246, CQUJHB012658
OG0000428	AFUN2_007875, AFUN2_010653, AFUN2_002316	CQUJHB001704, CQUJHB002181, CQUJHB008857, CQUJHB016191
OG0000429	AFUN2_011609, AFUN2_005488	CQUJHB005902
OG0000429	AFUN2_013377	CQUJHB006371
OG0000430	AFUN2_002516	CQUJHB003893
OG0000431	AFUN2_006452, AFUN2_002969	CQUJHB014587
OG0000432	AFUN2_000534	CQUJHB015256
OG0000432	AFUN2_010832	CQUJHB018224
OG0000433	AFUN2_004130	CQUJHB018005
OG0000433	AFUN2_001141	CQUJHB016512
OG0000434	AFUN2_003060, AFUN2_014225	CQUJHB004006
OG0000435	AFUN2_003456	CQUJHB009018
OG0000436	AFUN2_009601	CQUJHB004776, CQUJHB005462, CQUJHB001738, CQUJHB017395
OG0000437	AFUN2_009648	CQUJHB002230, CQUJHB017705
OG0000438	AFUN2_004408	CQUJHB007603, CQUJHB007274, CQUJHB010807
OG0000439	AFUN2_012835	CQUJHB003508
OG0000439	AFUN2_012281	CQUJHB007442
OG0000440	AFUN2_007200	CQUJHB008712
OG0000441	AFUN2_003884, AFUN2_007339	CQUJHB008515
OG0000442	AFUN2_005498, AFUN2_013332	CQUJHB016515
OG0000442	AFUN2_009889	CQUJHB009960
OG0000443	AFUN2_001914	CQUJHB000083
OG0000443	AFUN2_011734	CQUJHB012897
OG0000445	AFUN2_002989	CQUJHB005105
OG0000445	AFUN2_010049	CQUJHB009271
OG0000446	AFUN2_011911	CQUJHB017131
OG0000446	AFUN2_006522	CQUJHB010200
OG0000447	AFUN2_001883	CQUJHB007173
OG0000447	AFUN2_014649	CQUJHB004421
OG0000448	AFUN2_003874	CQUJHB007741
OG0000448	AFUN2_004004	CQUJHB005150
OG0000449	AFUN2_002880	CQUJHB012758
OG0000449	AFUN2_008727	CQUJHB004303
OG0000450	AFUN2_007488	CQUJHB016258
OG0000450	AFUN2_012925	CQUJHB006704
OG0000451	AFUN2_010410	CQUJHB009874
OG0000452	AFUN2_003619	CQUJHB010141, CQUJHB003251, CQUJHB013257, CQUJHB004493, CQUJHB011307
OG0000453	AFUN2_004614	CQUJHB010602
OG0000454	AFUN2_005107	CQUJHB010114
OG0000455	AFUN2_011604	CQUJHB001183
OG0000455	AFUN2_001958	CQUJHB015257
OG0000456	AFUN2_007145	CQUJHB007364
OG0000456	AFUN2_004475	CQUJHB013775
OG0000457	AFUN2_011980	CQUJHB015649
OG0000457	AFUN2_009119	CQUJHB017695
OG0000458	AFUN2_004230, AFUN2_000418, AFUN2_007249	CQUJHB005250
OG0000460	AFUN2_014011	CQUJHB013625
OG0000461	AFUN2_008978	CQUJHB002251
OG0000461	AFUN2_008827	CQUJHB013571
OG0000462	AFUN2_008786, AFUN2_007071	CQUJHB004472
OG0000464	AFUN2_005765	CQUJHB004307
OG0000465	AFUN2_002500, AFUN2_013706	CQUJHB017090
OG0000466	AFUN2_000811, AFUN2_008377, AFUN2_004023	CQUJHB012439
OG0000472	AFUN2_007825, AFUN2_008027, AFUN2_010284	CQUJHB013462
OG0000476	AFUN2_013824	CQUJHB017939, CQUJHB007705, CQUJHB020343
OG0000477	AFUN2_014550	CQUJHB013483
OG0000477	AFUN2_013649	CQUJHB003518
OG0000478	AFUN2_003137	CQUJHB016476
OG0000478	AFUN2_003770	CQUJHB009586
OG0000479	AFUN2_009181, AFUN2_007197	CQUJHB003472, CQUJHB017772
OG0000480	AFUN2_006549, AFUN2_000707	CQUJHB015374
OG0000481	AFUN2_004506	CQUJHB000113
OG0000481	AFUN2_007832	CQUJHB007620, CQUJHB006420
OG0000482	AFUN2_014001	CQUJHB010431
OG0000482	AFUN2_007154	CQUJHB009602
OG0000483	AFUN2_008514	CQUJHB013484, CQUJHB002001, CQUJHB005117, CQUJHB002565, CQUJHB014052, CQUJHB012268, CQUJHB005236, CQUJHB003977, CQUJHB000786, CQUJHB011985, CQUJHB016572
OG0000484	AFUN2_011350	CQUJHB015280
OG0000484	AFUN2_006435	CQUJHB007616
OG0000485	AFUN2_007072	CQUJHB012703
OG0000485	AFUN2_007860	CQUJHB009246
OG0000486	AFUN2_005660	CQUJHB012006
OG0000486	AFUN2_008037	CQUJHB002625
OG0000487	AFUN2_003553	CQUJHB000683
OG0000487	AFUN2_001956	CQUJHB011221
OG0000488	AFUN2_003041, AFUN2_006935, AFUN2_008414	CQUJHB015233
OG0000489	AFUN2_013313	CQUJHB016351
OG0000489	AFUN2_014776	CQUJHB004674
OG0000490	AFUN2_001904, AFUN2_012456	CQUJHB014278
OG0000491	AFUN2_009342	CQUJHB004009
OG0000491	AFUN2_012165	CQUJHB002060
OG0000492	AFUN2_000913	CQUJHB001365
OG0000492	AFUN2_012708	CQUJHB003626
OG0000493	AFUN2_009774, AFUN2_014180	CQUJHB003936, CQUJHB020409, CQUJHB013220, CQUJHB020276
OG0000494	AFUN2_011840	CQUJHB000732
OG0000494	AFUN2_000438	CQUJHB003918
OG0000495	AFUN2_006380	CQUJHB004875
OG0000495	AFUN2_009440	CQUJHB008204
OG0000496	AFUN2_001451	CQUJHB000722
OG0000497	AFUN2_003360	CQUJHB008176
OG0000497	AFUN2_008537	CQUJHB015119, CQUJHB017322
OG0000498	AFUN2_000900	CQUJHB018428
OG0000498	AFUN2_006893	CQUJHB001250
OG0000499	AFUN2_002816	CQUJHB015349
OG0000499	AFUN2_014000	CQUJHB002347
OG0000500	AFUN2_003408	CQUJHB011977
OG0000501	AFUN2_014285	CQUJHB015962, CQUJHB015865
OG0000502	AFUN2_002108	CQUJHB007873
OG0000503	AFUN2_008000	CQUJHB000177, CQUJHB005641, CQUJHB008470, CQUJHB001030, CQUJHB013601, CQUJHB004853
OG0000504	AFUN2_010765	CQUJHB013167
OG0000505	AFUN2_008493	CQUJHB015118, CQUJHB008195
OG0000506	AFUN2_002862	CQUJHB005354
OG0000506	AFUN2_001311	CQUJHB013163
OG0000507	AFUN2_009605	CQUJHB006236
OG0000507	AFUN2_010453	CQUJHB016153
OG0000508	AFUN2_012458, AFUN2_009192, AFUN2_001408	CQUJHB004534
OG0000509	AFUN2_011895	CQUJHB006064, CQUJHB001100
OG0000510	AFUN2_003304	CQUJHB012354
OG0000510	AFUN2_006916	CQUJHB017274
OG0000511	AFUN2_001890, AFUN2_008232	CQUJHB008338, CQUJHB006823
OG0000512	AFUN2_003365	CQUJHB012251
OG0000512	AFUN2_004602	CQUJHB001081
OG0000514	AFUN2_011623	CQUJHB010667
OG0000514	AFUN2_009748	CQUJHB016059
OG0000515	AFUN2_007192	CQUJHB007879
OG0000515	AFUN2_000620	CQUJHB018283
OG0000516	AFUN2_004606	CQUJHB001551
OG0000516	AFUN2_002583	CQUJHB007539
OG0000517	AFUN2_007438	CQUJHB000346
OG0000518	AFUN2_001532	CQUJHB004443, CQUJHB006267
OG0000518	AFUN2_009562	CQUJHB008592
OG0000520	AFUN2_008246	CQUJHB012809
OG0000520	AFUN2_013959	CQUJHB016234
OG0000521	AFUN2_006966	CQUJHB006650
OG0000521	AFUN2_008767	CQUJHB003739
OG0000522	AFUN2_012554	CQUJHB017648
OG0000522	AFUN2_011055	CQUJHB001472
OG0000523	AFUN2_007839	CQUJHB015431
OG0000524	AFUN2_002285	CQUJHB010348
OG0000524	AFUN2_009357	CQUJHB002248
OG0000525	AFUN2_013124	CQUJHB015660, CQUJHB009228, CQUJHB003915, CQUJHB010730, CQUJHB005857, CQUJHB010977, CQUJHB009055, CQUJHB011013, CQUJHB002145
OG0000526	AFUN2_009936	CQUJHB001197
OG0000527	AFUN2_010332	CQUJHB000806
OG0000527	AFUN2_003399	CQUJHB017204
OG0000528	AFUN2_011949	CQUJHB013575
OG0000528	AFUN2_008139	CQUJHB011302
OG0000534	AFUN2_013294	CQUJHB013716
OG0000534	AFUN2_003205	CQUJHB009525
OG0000535	AFUN2_004029, AFUN2_013409	CQUJHB001581
OG0000536	AFUN2_007207	CQUJHB011779
OG0000538	AFUN2_009330	CQUJHB012021
OG0000538	AFUN2_011747	CQUJHB018149
OG0000539	AFUN2_005197, AFUN2_002731	CQUJHB009653
OG0000540	AFUN2_001191	CQUJHB010329
