Orthogroup	AfunestusAfunGA1	LlongipalpisASM
OG0001775	AFUN2_009785	LOC129790827
OG0001776	AFUN2_003725	LOC129793498
OG0001777	AFUN2_010518	LOC129788364
OG0001778	AFUN2_009042	LOC129797665
OG0001779	AFUN2_010344	LOC129794840
OG0001780	AFUN2_011431	LOC129794939
OG0001781	AFUN2_001495	LOC129793429
OG0001782	AFUN2_005627	LOC129787820
OG0001783	AFUN2_006604	LOC129786246
OG0001784	AFUN2_004799	LOC129793241
OG0001785	AFUN2_011901	LOC129797674
OG0001786	AFUN2_012893	LOC129791199
OG0001787	AFUN2_008779	LOC129791381
OG0001788	AFUN2_009861	LOC129792127
OG0001789	AFUN2_005600	LOC129792135
OG0001790	AFUN2_007846	LOC129790876
OG0001791	AFUN2_014458	LOC129786553
OG0001792	AFUN2_004697	LOC129796385
OG0001793	AFUN2_000589	LOC129792442
OG0001794	AFUN2_004067	LOC129797226
OG0001795	AFUN2_011000	LOC129789520, LOC129789252
OG0001796	AFUN2_001703	LOC129792783
OG0001798	AFUN2_011218	LOC129787211
OG0001799	AFUN2_004876	LOC129788959
OG0001800	AFUN2_004617	LOC129788729
OG0001802	AFUN2_001109	LOC129797610
OG0001803	AFUN2_012482	LOC129791007, LOC129791008
OG0001804	AFUN2_014713	LOC129795693
OG0001805	AFUN2_010521	LOC129790995
OG0001806	AFUN2_004509	LOC129792413
OG0001807	AFUN2_010019	LOC129791367
OG0001808	AFUN2_005670	LOC129792755
OG0001811	AFUN2_010409	LOC129792465
OG0001812	AFUN2_011783	LOC129787649
OG0001813	AFUN2_004019	LOC129793732, LOC129793734
OG0001814	AFUN2_009026	LOC129792252
OG0001815	AFUN2_003355	LOC129787405
OG0001816	AFUN2_000959	LOC129793276
OG0001817	AFUN2_012666	LOC129790365
OG0001818	AFUN2_002923	LOC129787508
OG0001819	AFUN2_002912	LOC129789556
OG0001820	AFUN2_013679	LOC129793706
OG0001821	AFUN2_006009	LOC129791557
OG0001822	AFUN2_005825	LOC129793139
OG0001823	AFUN2_000366	LOC129791671
OG0001824	AFUN2_001723	LOC129790984
OG0001825	AFUN2_011701, AFUN2_014738, AFUN2_013241	LOC129795054
OG0001827	AFUN2_007052	LOC129787714, LOC129787776
OG0001829	AFUN2_002828	LOC129795457
OG0001830	AFUN2_010620	LOC129795064
OG0001831	AFUN2_007601	LOC129790640
OG0001832	AFUN2_000704	LOC129795501
OG0001833	AFUN2_011843	LOC129791389
OG0001834	AFUN2_007515	LOC129792115
OG0001835	AFUN2_011679	LOC129787975
OG0001837	AFUN2_010819	LOC129787074
OG0001838	AFUN2_004196	LOC129795573
OG0001839	AFUN2_012337	LOC129791005
OG0001840	AFUN2_003405	LOC129788825
OG0001841	AFUN2_013695	LOC129791580
OG0001842	AFUN2_014690	LOC129794817
OG0001843	AFUN2_004120	LOC129788150
OG0001844	AFUN2_003521	LOC129797361
OG0001845	AFUN2_006514	LOC129792975
OG0001846	AFUN2_000991	LOC129796912
OG0001848	AFUN2_007656	LOC129790690
OG0001849	AFUN2_000820	LOC129796195
OG0001850	AFUN2_002724	LOC129792298
OG0001851	AFUN2_006711	LOC129797616, LOC129797574
OG0001852	AFUN2_005160	LOC129797324
OG0001853	AFUN2_004240	LOC129794826
OG0001854	AFUN2_007007	LOC129794842
OG0001855	AFUN2_009184	LOC129794073
OG0001856	AFUN2_002547	LOC129789363
OG0001857	AFUN2_003446	LOC129797241
OG0001858	AFUN2_008665	LOC129796202, LOC129796420
OG0001859	AFUN2_003250	LOC129791467
OG0001860	AFUN2_008776	LOC129796988
OG0001861	AFUN2_008282	LOC129792410
OG0001862	AFUN2_010029	LOC129787215
OG0001863	AFUN2_007773	LOC129792072
OG0001864	AFUN2_002233	LOC129790855
OG0001865	AFUN2_008646	LOC129790845
OG0001866	AFUN2_007799	LOC129795328
OG0001867	AFUN2_008520	LOC129788957
OG0001868	AFUN2_002408	LOC129787270
OG0001869	AFUN2_008080	LOC129795513
OG0001870	AFUN2_005694	LOC129786560
OG0001871	AFUN2_007627	LOC129787708
OG0001873	AFUN2_009743	LOC129787651
OG0001874	AFUN2_010683	LOC129795307
OG0001875	AFUN2_009650	LOC129794108
OG0001876	AFUN2_012466	LOC129786760
OG0001879	AFUN2_003883	LOC129794824
OG0001880	AFUN2_013384	LOC129786509
OG0001881	AFUN2_003732	LOC129787945, LOC129794298, LOC129794305
OG0001882	AFUN2_014593, AFUN2_010551	LOC129789049
OG0001883	AFUN2_014797	LOC129793191
OG0001884	AFUN2_004138, AFUN2_013552	LOC129790026
OG0001885	AFUN2_008958	LOC129791203
OG0001886	AFUN2_010491	LOC129785854
OG0001887	AFUN2_014786	LOC129789344, LOC129789624
OG0001889	AFUN2_013337	LOC129789558
OG0001890	AFUN2_006840	LOC129796812
OG0001891	AFUN2_014140	LOC129788054
OG0001892	AFUN2_011259	LOC129787869
OG0001893	AFUN2_005307	LOC129795913
OG0001894	AFUN2_004167	LOC129790362
OG0001895	AFUN2_014227	LOC129793818
OG0001896	AFUN2_014049, AFUN2_001216	LOC129788046
OG0001897	AFUN2_011751	LOC129790146
OG0001898	AFUN2_002656	LOC129793044, LOC129790873, LOC129793877
OG0001899	AFUN2_013404	LOC129788657
OG0001901	AFUN2_014282	LOC129791155
OG0001902	AFUN2_011565	LOC129792775
OG0001905	AFUN2_000770	LOC129787833
OG0001906	AFUN2_002632	LOC129788661
OG0001908	AFUN2_006874	LOC129787564
OG0001909	AFUN2_010061	LOC129790425
OG0001912	AFUN2_007805	LOC129795945
OG0001913	AFUN2_009671	LOC129790847
OG0001914	AFUN2_011749	LOC129794648
OG0001915	AFUN2_006183	LOC129795734
OG0001916	AFUN2_003926	LOC129791707
OG0001917	AFUN2_013655	LOC129795172, LOC129795169
OG0001918	AFUN2_002532	LOC129790323
OG0001919	AFUN2_010448	LOC129791890
OG0001920	AFUN2_014605	LOC129789627
OG0001923	AFUN2_008144	LOC129792576
OG0001924	AFUN2_013481	LOC129788384
OG0001925	AFUN2_010650	LOC129791354
OG0001926	AFUN2_012177	LOC129789853
OG0001928	AFUN2_005041	LOC129787417
OG0001929	AFUN2_004935	LOC129790888
OG0001930	AFUN2_010260	LOC129791566
OG0001931	AFUN2_005164	LOC129788027
OG0001933	AFUN2_001265	LOC129790383
OG0001934	AFUN2_011352	LOC129793593
OG0001935	AFUN2_011775, AFUN2_010742, AFUN2_007774, AFUN2_008447	LOC129787271
OG0001937	AFUN2_003400	LOC129792078
OG0001938	AFUN2_008764	LOC129796602
OG0001939	AFUN2_010516	LOC129787144
OG0001940	AFUN2_004276	LOC129788550
OG0001941	AFUN2_001355	LOC129790566
OG0001942	AFUN2_010549	LOC129787632, LOC129787549
OG0001943	AFUN2_000692	LOC129787936
OG0001944	AFUN2_003749	LOC129787103
OG0001945	AFUN2_001756	LOC129788609
OG0001946	AFUN2_001159	LOC129789835
OG0001947	AFUN2_012837	LOC129793148
OG0001948	AFUN2_003040	LOC129790027
OG0001949	AFUN2_004415	LOC129791154
OG0001950	AFUN2_008735	LOC129791722
OG0001951	AFUN2_008013	LOC129788275
OG0001952	AFUN2_010807	LOC129794314
OG0001953	AFUN2_013783	LOC129793162
OG0001954	AFUN2_003660	LOC129794292
OG0001955	AFUN2_012249	LOC129792214
OG0001956	AFUN2_010316	LOC129788139
OG0001957	AFUN2_011056	LOC129793821
OG0001958	AFUN2_005100	LOC129785990
OG0001959	AFUN2_004839	LOC129785955, LOC129786145
OG0001960	AFUN2_013544	LOC129789692, LOC129789672, LOC129795154
OG0001961	AFUN2_000723	LOC129792189
OG0001962	AFUN2_005904	LOC129796121
OG0001963	AFUN2_004425	LOC129790872
OG0001964	AFUN2_003134	LOC129793403
OG0001965	AFUN2_000500	LOC129795975
OG0001968	AFUN2_001721	LOC129790144, LOC129793916
OG0001970	AFUN2_009708	LOC129797434
OG0001971	AFUN2_011856	LOC129793531
OG0001974	AFUN2_006777	LOC129785856
OG0001975	AFUN2_009352	LOC129792950, LOC129792892
OG0001976	AFUN2_004800	LOC129795962
OG0001977	AFUN2_011829	LOC129789328
OG0001978	AFUN2_010076	LOC129794833, LOC129795403
OG0001979	AFUN2_001630	LOC129786351
OG0001980	AFUN2_012317	LOC129789419, LOC129789930
OG0001981	AFUN2_011198	LOC129796027
OG0001982	AFUN2_009559	LOC129789617
OG0001983	AFUN2_008742	LOC129789082
OG0001984	AFUN2_002883	LOC129789641
OG0001988	AFUN2_010544	LOC129795250, LOC129795018
OG0001991	AFUN2_006914	LOC129786287
OG0001997	AFUN2_003902	LOC129787900
OG0001998	AFUN2_013016	LOC129790854
OG0002010	AFUN2_013191, AFUN2_008595, AFUN2_013297, AFUN2_002264, AFUN2_014644	LOC129786915
OG0002016	AFUN2_001871	LOC129794168
OG0002016	AFUN2_011361	LOC129794169
OG0002027	AFUN2_009172	LOC129786348
OG0002028	AFUN2_001046	LOC129786183
OG0002029	AFUN2_004317	LOC129786150
OG0002030	AFUN2_012852	LOC129796868
OG0002031	AFUN2_014361	LOC129794312
OG0002032	AFUN2_009284	LOC129796943
OG0002033	AFUN2_011606	LOC129796820
OG0002034	AFUN2_009590	LOC129790140
OG0002035	AFUN2_003764	LOC129789332
OG0002036	AFUN2_005934	LOC129797306
OG0002037	AFUN2_010259	LOC129786088
OG0002038	AFUN2_002681	LOC129797429
OG0002039	AFUN2_012449	LOC129797746
OG0002040	AFUN2_008505	LOC129797304, LOC129797307
OG0002041	AFUN2_002134	LOC129787111
OG0002042	AFUN2_010121	LOC129787206
OG0002043	AFUN2_012585	LOC129792702
OG0002044	AFUN2_012791	LOC129793762
OG0002045	AFUN2_004535	LOC129788678
OG0002046	AFUN2_006398	LOC129787153
OG0002047	AFUN2_006752	LOC129792995
OG0002048	AFUN2_006967	LOC129795712
OG0002049	AFUN2_005410	LOC129787065
OG0002050	AFUN2_009262	LOC129787969
OG0002052	AFUN2_013828	LOC129793489
OG0002053	AFUN2_003693	LOC129797520
OG0002054	AFUN2_012860	LOC129796471
OG0002055	AFUN2_003231	LOC129795446
OG0002056	AFUN2_014228	LOC129796303
OG0002057	AFUN2_002996	LOC129796472
OG0002058	AFUN2_010573	LOC129793910
OG0002059	AFUN2_002833, AFUN2_008903	LOC129796534
OG0002060	AFUN2_010847	LOC129794853
OG0002061	AFUN2_003438	LOC129787988
OG0002062	AFUN2_005789	LOC129796074
OG0002063	AFUN2_008172	LOC129797489
OG0002064	AFUN2_004758	LOC129796436
OG0002065	AFUN2_008049	LOC129792004, LOC129794614
OG0002066	AFUN2_001388	LOC129796138
OG0002067	AFUN2_001308	LOC129795350
OG0002068	AFUN2_012360	LOC129797761
OG0002069	AFUN2_013536	LOC129797826, LOC129788594
OG0002071	AFUN2_012681, AFUN2_000832	LOC129795692
OG0002072	AFUN2_012665	LOC129789432
OG0002073	AFUN2_003920	LOC129794275
OG0002074	AFUN2_004349	LOC129792662
OG0002075	AFUN2_000462	LOC129792271
OG0002076	AFUN2_013726	LOC129792610
OG0002077	AFUN2_012898	LOC129795742
OG0002078	AFUN2_001878	LOC129786002
OG0002079	AFUN2_003274	LOC129786109
OG0002080	AFUN2_008661	LOC129794911
OG0002081	AFUN2_008613	LOC129788016, LOC129795800
OG0002082	AFUN2_009457	LOC129794597
OG0002083	AFUN2_011982	LOC129787679
OG0002084	AFUN2_009919	LOC129791859
OG0002085	AFUN2_014707	LOC129788403, LOC129788402
OG0002086	AFUN2_004782	LOC129786135, LOC129786019
OG0002087	AFUN2_008086	LOC129796881
OG0002088	AFUN2_013562	LOC129795724
OG0002089	AFUN2_011182	LOC129796615
OG0002090	AFUN2_002895	LOC129796235
OG0002091	AFUN2_012309	LOC129788450
OG0002092	AFUN2_012593	LOC129787669
OG0002093	AFUN2_010593	LOC129795709
OG0002094	AFUN2_009439	LOC129795213
OG0002095	AFUN2_003664	LOC129786568
OG0002098	AFUN2_001646	LOC129785822
OG0002099	AFUN2_005052	LOC129797209
OG0002100	AFUN2_001835	LOC129793188, LOC129793187
OG0002101	AFUN2_013257	LOC129787041
OG0002102	AFUN2_003594	LOC129787051
OG0002103	AFUN2_000747	LOC129790062
OG0002104	AFUN2_004925	LOC129795021, LOC129788515
OG0002105	AFUN2_001694	LOC129790023
OG0002106	AFUN2_006735	LOC129791064
OG0002107	AFUN2_005676	LOC129796177
OG0002108	AFUN2_006645	LOC129788481
OG0002109	AFUN2_003026	LOC129791914
OG0002110	AFUN2_002017	LOC129790068
OG0002111	AFUN2_008490	LOC129796167
OG0002112	AFUN2_011695	LOC129789295
OG0002113	AFUN2_013602	LOC129788380
OG0002114	AFUN2_004586	LOC129790798
OG0002115	AFUN2_010808	LOC129792622
OG0002116	AFUN2_007460	LOC129791818
OG0002117	AFUN2_010364	LOC129792628
OG0002118	AFUN2_012876	LOC129792365
OG0002119	AFUN2_013502	LOC129792165
OG0002120	AFUN2_006039	LOC129786317
OG0002121	AFUN2_011526	LOC129789097
OG0002122	AFUN2_001151	LOC129791865
OG0002123	AFUN2_014471	LOC129792550
OG0002124	AFUN2_006552	LOC129792128
OG0002125	AFUN2_001078	LOC129789847, LOC129791422
OG0002126	AFUN2_008421	LOC129793297
OG0002127	AFUN2_004444	LOC129792100
OG0002128	AFUN2_012370	LOC129792548
OG0002129	AFUN2_011024	LOC129792129
OG0002130	AFUN2_012589	LOC129794340
OG0002131	AFUN2_014816	LOC129797194
OG0002132	AFUN2_003743	LOC129792102
OG0002133	AFUN2_007327	LOC129793858
OG0002134	AFUN2_011988	LOC129790066
OG0002135	AFUN2_006753	LOC129795626
OG0002136	AFUN2_004462	LOC129789141
OG0002137	AFUN2_011716	LOC129789022
OG0002138	AFUN2_009006	LOC129786190
OG0002139	AFUN2_006243	LOC129788531
OG0002140	AFUN2_008983	LOC129792041
OG0002141	AFUN2_013816	LOC129794790
OG0002142	AFUN2_010701	LOC129794293
OG0002143	AFUN2_006388	LOC129794878
OG0002144	AFUN2_006782	LOC129796165
OG0002145	AFUN2_010331	LOC129794992
OG0002146	AFUN2_006521, AFUN2_004631	LOC129792611
OG0002149	AFUN2_012515	LOC129795812
OG0002150	AFUN2_000571	LOC129793207
OG0002151	AFUN2_013355	LOC129792849
OG0002152	AFUN2_008660	LOC129787483
OG0002153	AFUN2_004907	LOC129792349
OG0002154	AFUN2_006929	LOC129786459
OG0002156	AFUN2_009613	LOC129795641
OG0002157	AFUN2_013176	LOC129794282
OG0002158	AFUN2_000837	LOC129792677
OG0002159	AFUN2_013046	LOC129793989
OG0002160	AFUN2_010876	LOC129788807
OG0002161	AFUN2_002471	LOC129789584
OG0002162	AFUN2_006584	LOC129792208
OG0002163	AFUN2_011162	LOC129789633, LOC129795922
OG0002164	AFUN2_005960	LOC129789915
OG0002165	AFUN2_000714	LOC129790660
OG0002166	AFUN2_001494	LOC129788457
OG0002167	AFUN2_005215	LOC129793573
OG0002168	AFUN2_002666	LOC129790952
OG0002169	AFUN2_001705	LOC129789473
OG0002170	AFUN2_012924	LOC129790189
OG0002171	AFUN2_003187	LOC129790264
OG0002172	AFUN2_011230	LOC129789140
OG0002173	AFUN2_013886	LOC129789107
OG0002174	AFUN2_007413	LOC129790705, LOC129790700
OG0002176	AFUN2_003254	LOC129789087
OG0002177	AFUN2_002492	LOC129795949
OG0002178	AFUN2_011069	LOC129795722
OG0002179	AFUN2_013729	LOC129789021
OG0002180	AFUN2_006817	LOC129793143
OG0002181	AFUN2_005316	LOC129790196
OG0002182	AFUN2_010879	LOC129786453
OG0002183	AFUN2_002696	LOC129791374
OG0002184	AFUN2_003880	LOC129797310
OG0002185	AFUN2_006920	LOC129795865
OG0002186	AFUN2_003349	LOC129797706
OG0002187	AFUN2_008491	LOC129786836
OG0002188	AFUN2_004365	LOC129786895
OG0002189	AFUN2_007320	LOC129787436
OG0002190	AFUN2_003578	LOC129788388
OG0002191	AFUN2_000966	LOC129788510
OG0002192	AFUN2_013609	LOC129788448
OG0002193	AFUN2_005861	LOC129789440
OG0002194	AFUN2_011152	LOC129792408
OG0002195	AFUN2_011826	LOC129793090
OG0002196	AFUN2_010120	LOC129792947
OG0002197	AFUN2_007596	LOC129796307
OG0002198	AFUN2_010752	LOC129796032
OG0002199	AFUN2_005884	LOC129794812
OG0002200	AFUN2_009296	LOC129793181
OG0002201	AFUN2_007928	LOC129793237
OG0002202	AFUN2_001681	LOC129793200
OG0002203	AFUN2_014402	LOC129793485
OG0002204	AFUN2_005868	LOC129788693
OG0002205	AFUN2_003887	LOC129794185
OG0002206	AFUN2_006443	LOC129793211
OG0002207	AFUN2_008386	LOC129797559
OG0002208	AFUN2_013507	LOC129789628
OG0002209	AFUN2_000413	LOC129789680, LOC129789687
OG0002210	AFUN2_011179	LOC129791980
OG0002211	AFUN2_000829	LOC129787391
OG0002212	AFUN2_012514	LOC129797348
OG0002213	AFUN2_003335	LOC129788136
OG0002214	AFUN2_005284	LOC129788860
OG0002215	AFUN2_008671	LOC129786768
OG0002216	AFUN2_002787	LOC129794210
OG0002217	AFUN2_011488	LOC129793381, LOC129793379
OG0002218	AFUN2_010882	LOC129788862
OG0002219	AFUN2_013061	LOC129790860
OG0002220	AFUN2_012225	LOC129797609
OG0002221	AFUN2_008740	LOC129787562
OG0002222	AFUN2_005905	LOC129793261
OG0002223	AFUN2_003030	LOC129795732
OG0002224	AFUN2_010496	LOC129797443
OG0002225	AFUN2_010110	LOC129795743, LOC129795745
OG0002226	AFUN2_013045	LOC129796496
OG0002227	AFUN2_004378	LOC129795589
OG0002229	AFUN2_008871	LOC129795588
OG0002230	AFUN2_005716	LOC129796777
OG0002231	AFUN2_001882	LOC129788560
OG0002232	AFUN2_011407	LOC129785910
OG0002233	AFUN2_001263	LOC129793461
OG0002234	AFUN2_007424	LOC129792716
OG0002235	AFUN2_011873	LOC129796803
OG0002236	AFUN2_002742	LOC129789903, LOC129797367
OG0002237	AFUN2_011203	LOC129787792
OG0002238	AFUN2_001877	LOC129786065
OG0002239	AFUN2_006182	LOC129797602
OG0002240	AFUN2_004592	LOC129790493
OG0002241	AFUN2_008568	LOC129787979
OG0002242	AFUN2_007352	LOC129787955
OG0002244	AFUN2_013033	LOC129788699
OG0002245	AFUN2_002019	LOC129794046
OG0002246	AFUN2_005459	LOC129788702
OG0002247	AFUN2_005932	LOC129785965
OG0002248	AFUN2_004180	LOC129790227, LOC129797606
OG0002249	AFUN2_009277	LOC129789817
OG0002251	AFUN2_002963	LOC129789579
OG0002252	AFUN2_012187	LOC129786273
OG0002253	AFUN2_013382	LOC129788451
OG0002254	AFUN2_006863	LOC129793410
OG0002255	AFUN2_013605	LOC129796246
OG0002256	AFUN2_011591	LOC129793333
OG0002257	AFUN2_014783	LOC129786737
OG0002258	AFUN2_011390	LOC129788415, LOC129793194
OG0002259	AFUN2_013200	LOC129785858
OG0002260	AFUN2_000860	LOC129788509
OG0002261	AFUN2_005219	LOC129793788
OG0002262	AFUN2_004155	LOC129791873
OG0002263	AFUN2_008774	LOC129791669
OG0002264	AFUN2_010554	LOC129793023
OG0002265	AFUN2_008854	LOC129791657
OG0002266	AFUN2_014753, AFUN2_011028	LOC129785912
OG0002267	AFUN2_005146	LOC129791731, LOC129791729
OG0002268	AFUN2_001639	LOC129797731
OG0002270	AFUN2_008101	LOC129795116
OG0002271	AFUN2_006491	LOC129795960
OG0002272	AFUN2_006110	LOC129790531
OG0002273	AFUN2_011537	LOC129794997
OG0002274	AFUN2_002904	LOC129788771
OG0002275	AFUN2_012320	LOC129788122, LOC129796151
OG0002276	AFUN2_002288	LOC129788796
OG0002277	AFUN2_007291	LOC129786934
OG0002278	AFUN2_002292	LOC129786933, LOC129786932
OG0002281	AFUN2_013087	LOC129787739
OG0002282	AFUN2_013994	LOC129788062, LOC129788066
OG0002283	AFUN2_013050, AFUN2_008928	LOC129793663
OG0002284	AFUN2_000894	LOC129786555
OG0002285	AFUN2_003434	LOC129788063
OG0002286	AFUN2_014185	LOC129793658
OG0002287	AFUN2_012983	LOC129793672
OG0002288	AFUN2_008123	LOC129793661
OG0002289	AFUN2_002623	LOC129788137
OG0002290	AFUN2_006870	LOC129789278
OG0002291	AFUN2_001834	LOC129787557
OG0002292	AFUN2_013802	LOC129795898
OG0002293	AFUN2_001575	LOC129794480
OG0002294	AFUN2_004962	LOC129786106
OG0002295	AFUN2_013961	LOC129797132
OG0002296	AFUN2_000557	LOC129790316
OG0002298	AFUN2_004561	LOC129792758
OG0002299	AFUN2_012079	LOC129797168
OG0002300	AFUN2_007228	LOC129787547
OG0002301	AFUN2_010702	LOC129797203
OG0002302	AFUN2_012785	LOC129797189
OG0002304	AFUN2_006715	LOC129795418
OG0002305	AFUN2_009685	LOC129797328, LOC129792354
OG0002306	AFUN2_011364	LOC129795987
OG0002307	AFUN2_011618	LOC129787027
OG0002308	AFUN2_003614	LOC129791629
OG0002309	AFUN2_011658	LOC129792903
OG0002310	AFUN2_009606	LOC129789716
OG0002311	AFUN2_012906	LOC129797452
OG0002312	AFUN2_011557	LOC129785887
OG0002313	AFUN2_014403	LOC129795613
OG0002314	AFUN2_004280	LOC129797510
OG0002315	AFUN2_011435	LOC129794653
OG0002316	AFUN2_010147	LOC129796203
OG0002317	AFUN2_007524	LOC129793168
OG0002318	AFUN2_007398	LOC129790590
OG0002319	AFUN2_008395	LOC129797356
OG0002321	AFUN2_001679	LOC129787175
OG0002322	AFUN2_003579	LOC129789941, LOC129789940
OG0002325	AFUN2_004674	LOC129785876
OG0002326	AFUN2_013348	LOC129787545
OG0002328	AFUN2_003287	LOC129791851
OG0002329	AFUN2_000420	LOC129797403
OG0002330	AFUN2_003817	LOC129786253
OG0002331	AFUN2_006319	LOC129786187
OG0002332	AFUN2_008937	LOC129786748
OG0002333	AFUN2_013199	LOC129786299
OG0002334	AFUN2_008270	LOC129786267
OG0002335	AFUN2_005187	LOC129786296
OG0002336	AFUN2_004857	LOC129786256
OG0002337	AFUN2_013229	LOC129791435
OG0002338	AFUN2_007181	LOC129786699
OG0002339	AFUN2_014538	LOC129796019
OG0002340	AFUN2_008044	LOC129795472
OG0002341	AFUN2_011752	LOC129795471
OG0002342	AFUN2_009989	LOC129791807
OG0002343	AFUN2_003195	LOC129786936
OG0002344	AFUN2_004380	LOC129786043
OG0002346	AFUN2_004853	LOC129796797
OG0002347	AFUN2_001287	LOC129794184
OG0002348	AFUN2_003907	LOC129787124, LOC129789001
OG0002349	AFUN2_001735	LOC129787282
OG0002350	AFUN2_014511	LOC129787523
OG0002351	AFUN2_010430	LOC129787150
OG0002352	AFUN2_013235	LOC129790865, LOC129790231
OG0002353	AFUN2_008812	LOC129789284
OG0002355	AFUN2_007423	LOC129795357
OG0002356	AFUN2_009604	LOC129786496
OG0002357	AFUN2_002807	LOC129796952
OG0002358	AFUN2_012258	LOC129789471
OG0002359	AFUN2_014655	LOC129796826
OG0002360	AFUN2_005982	LOC129793096
OG0002361	AFUN2_011065	LOC129794309
OG0002362	AFUN2_009979	LOC129786375
OG0002363	AFUN2_012209	LOC129792566
OG0002364	AFUN2_002860	LOC129786277
OG0002365	AFUN2_010237	LOC129792656
OG0002367	AFUN2_001531	LOC129794620
OG0002368	AFUN2_011247	LOC129794057
OG0002369	AFUN2_003279	LOC129796302
OG0002370	AFUN2_011771	LOC129795401
OG0002371	AFUN2_006911	LOC129796313
OG0002372	AFUN2_007781	LOC129786076
OG0002373	AFUN2_001167	LOC129795733
OG0002374	AFUN2_002487	LOC129796619
OG0002375	AFUN2_010238	LOC129796931
OG0002376	AFUN2_013290	LOC129786382
OG0002377	AFUN2_013852	LOC129797330
OG0002378	AFUN2_004068	LOC129796930
OG0002380	AFUN2_012687	LOC129795616
OG0002381	AFUN2_001211	LOC129795607
OG0002382	AFUN2_012088	LOC129789462, LOC129786346
OG0002383	AFUN2_008366	LOC129797341
OG0002384	AFUN2_011491	LOC129797178
OG0002385	AFUN2_014252	LOC129793384
OG0002386	AFUN2_001044	LOC129788590
OG0002387	AFUN2_002475	LOC129790966, LOC129790962
OG0002388	AFUN2_003970	LOC129789974
OG0002389	AFUN2_005503	LOC129789922, LOC129789923
OG0002390	AFUN2_008329	LOC129790073
OG0002391	AFUN2_007801	LOC129789078
OG0002392	AFUN2_006003	LOC129790402
OG0002393	AFUN2_010070	LOC129796443
OG0002395	AFUN2_005575	LOC129789386
OG0002396	AFUN2_008489	LOC129787280
OG0002397	AFUN2_003672	LOC129792725
OG0002399	AFUN2_011216	LOC129794857, LOC129787284
OG0002400	AFUN2_014226	LOC129787157, LOC129790536, LOC129789042
OG0002401	AFUN2_014245	LOC129789667
OG0002402	AFUN2_006071	LOC129790284, LOC129789947
OG0002403	AFUN2_000520	LOC129789084, LOC129789088
OG0002404	AFUN2_014424	LOC129790472
OG0002406	AFUN2_011148	LOC129791173
OG0002408	AFUN2_011583	LOC129797670
OG0002409	AFUN2_005962	LOC129794649
OG0002410	AFUN2_012490	LOC129796322
OG0002411	AFUN2_005672	LOC129794916
OG0002412	AFUN2_013479	LOC129794580
OG0002414	AFUN2_010638	LOC129793151
OG0002415	AFUN2_002147	LOC129788332
OG0002416	AFUN2_005165	LOC129791826
