Orthogroup	AdirusWRAIR2	Aalbopictus_AalbF5
OG0007370	ADIR007538	LOC109432284
OG0007371	ADIR005843	LOC109401829
OG0007372	ADIR004270	LOC109423129
OG0007373	ADIR001485	LOC109415232
OG0007374	ADIR001074	LOC115253718
OG0007375	ADIR008811	LOC109418021
OG0007376	ADIR001252	LOC109422038
OG0007377	ADIR002856	LOC115266519
OG0007378	ADIR007331	LOC115270170
OG0007379	ADIR010458	LOC109400494
OG0007380	ADIR007993	LOC109414257
OG0007381	ADIR009223	LOC109403770
OG0007382	ADIR003579	LOC109412534
OG0007383	ADIR011664	LOC109427438
OG0007384	ADIR005812	LOC109433404
OG0007385	ADIR006010	LOC109416814
OG0007386	ADIR004610	LOC109402218
OG0007387	ADIR011560	LOC109623298
OG0007388	ADIR003104	LOC109416142
OG0007389	ADIR004986	LOC115255085
OG0007390	ADIR004316	LOC109404377
OG0007391	ADIR016143	LOC109430908
OG0007393	ADIR002564	LOC109403282
OG0007394	ADIR002937	LOC109400044, LOC115263864
OG0007395	ADIR000232	LOC109424679
OG0007396	ADIR006950	LOC115263319
OG0007397	ADIR001123	LOC109408940
OG0007398	ADIR007712	LOC109415747
OG0007399	ADIR015771	LOC109401674
OG0007400	ADIR005571	LOC109414810
OG0007401	ADIR003694	LOC109401024
OG0007402	ADIR007344	LOC109430558
OG0007403	ADIR009222	LOC109403769
OG0007404	ADIR003071	LOC115262186
OG0007405	ADIR007195	LOC109621317
OG0007406	ADIR008247	LOC109415235
OG0007407	ADIR016199	LOC109418057
OG0007408	ADIR002209	LOC109416413
OG0007409	ADIR009153	LOC109412033
OG0007410	ADIR006541	LOC109423689
OG0007411	ADIR000678	LOC115258735
OG0007412	ADIR010629	LOC109408282
OG0007413	ADIR002925	LOC109399839
OG0007414	ADIR007128	LOC109423323
OG0007415	ADIR008733	LOC109426083
OG0007416	ADIR006429	LOC109431902
OG0007417	ADIR005991	LOC109398355
OG0007418	ADIR007982	LOC109422899
OG0007419	ADIR005444	LOC109403999
OG0007420	ADIR004216	LOC109407914
OG0007421	ADIR000156	LOC115253497
OG0007422	ADIR010693	LOC109413762
OG0007423	ADIR016156	LOC109418949
OG0007424	ADIR011644	LOC109427460, LOC115256595
OG0007425	ADIR011663	LOC109410157
OG0007426	ADIR000112	LOC109408366
OG0007427	ADIR007475	LOC109422631
OG0007428	ADIR008668	LOC109426683
OG0007429	ADIR003651	LOC109398042
OG0007430	ADIR008205	LOC115258398
OG0007431	ADIR001554	LOC109427470, LOC115254769
OG0007432	ADIR009670	LOC109425712
OG0007433	ADIR005169	LOC109428268
OG0007434	ADIR003788	LOC109405141
OG0007435	ADIR009606	LOC109397006
OG0007436	ADIR008594	LOC109424173
OG0007437	ADIR009441	LOC109428910
OG0007438	ADIR011525	LOC115263303
OG0007439	ADIR005140	LOC109622797
OG0007440	ADIR007925	LOC109404591
OG0007441	ADIR002595	LOC109417254
OG0007442	ADIR001704	LOC109431061
OG0007443	ADIR001614	LOC109424254
OG0007444	ADIR005293	LOC109402633
OG0007445	ADIR001157	LOC109433632
OG0007446	ADIR007228	LOC109418971
OG0007447	ADIR006645	LOC109429690
OG0007448	ADIR008048	LOC109430889
OG0007449	ADIR007183	LOC109426813
OG0007450	ADIR009345	LOC109404233
OG0007451	ADIR009397	LOC109409361
OG0007452	ADIR009744	LOC109398515
OG0007453	ADIR008972	LOC109405762
OG0007454	ADIR010794	LOC109409886
OG0007455	ADIR003719	LOC115270375
OG0007456	ADIR006910	LOC109397363
OG0007457	ADIR007282	LOC109407828, LOC134285918
OG0007458	ADIR008794	LOC115260848
OG0007459	ADIR006589	LOC109432116
OG0007460	ADIR010633	LOC109413260
OG0007461	ADIR008776	LOC109419634
OG0007463	ADIR011503	LOC109420662
OG0007464	ADIR005018	LOC115258752
OG0007465	ADIR006787	LOC109412398
OG0007466	ADIR004685	LOC109419741
OG0007468	ADIR002177	LOC109432646
OG0007469	ADIR004319	LOC109399478
OG0007470	ADIR001643	LOC115270213
OG0007471	ADIR007740	LOC109417842
OG0007472	ADIR001505	LOC109414694
OG0007473	ADIR007872	LOC115267513
OG0007474	ADIR000158	LOC109400001
OG0007475	ADIR005435	LOC115264097, LOC109402404
OG0007476	ADIR008678	LOC109417793
OG0007477	ADIR001671	LOC109397949
OG0007478	ADIR001262	LOC109428481
OG0007479	ADIR009198	LOC109408623
OG0007480	ADIR007378	LOC109413489
OG0007481	ADIR002384	LOC109397864
OG0007482	ADIR000754	LOC109408124
OG0007483	ADIR007232	LOC109418124
OG0007484	ADIR002848	LOC109412126
OG0007485	ADIR008081	LOC115254777, LOC109422849
OG0007486	ADIR003688	LOC109622037, LOC115259815
OG0007487	ADIR011085	LOC109428471
OG0007488	ADIR009240	LOC109407440
OG0007489	ADIR002605	LOC109430734
OG0007490	ADIR000787	LOC109428436
OG0007491	ADIR007060	LOC109409696
OG0007492	ADIR008278	LOC109432121
OG0007493	ADIR001506	LOC109417230
OG0007494	ADIR000982	LOC109432382
OG0007495	ADIR006496	LOC109412143
OG0007496	ADIR015698	LOC134283920
OG0007497	ADIR005411	LOC109423546
OG0007498	ADIR007170	LOC115253727
OG0007499	ADIR007354	LOC109425691
OG0007500	ADIR005424	LOC109400928
OG0007501	ADIR001032	LOC109406629
OG0007503	ADIR003484	LOC109417893
OG0007504	ADIR002080	LOC109427038
OG0007505	ADIR005726	LOC134283905
OG0007506	ADIR002022	LOC115268208
OG0007507	ADIR007664	LOC109403225
OG0007508	ADIR004982	LOC115255079
OG0007509	ADIR010186	LOC109400488
OG0007510	ADIR006275	LOC109409249
OG0007511	ADIR003938	LOC109427762
OG0007512	ADIR015507	LOC109412019
OG0007513	ADIR007025	LOC109409922
OG0007514	ADIR008711	LOC109414474
OG0007515	ADIR002915	LOC109429924
OG0007516	ADIR007305	LOC109429040
OG0007517	ADIR003015	LOC109404426
OG0007518	ADIR000327	LOC109432009
OG0007519	ADIR011215	LOC109432535
OG0007520	ADIR009195	LOC109421953
OG0007521	ADIR001366	LOC115260190
OG0007522	ADIR008795	LOC115265339
OG0007523	ADIR001066	LOC109422130
OG0007524	ADIR009245	LOC109403802
OG0007525	ADIR003713	LOC109416460
OG0007526	ADIR004734	LOC109407262
OG0007527	ADIR011698	LOC109401916
OG0007528	ADIR008687	LOC109426844, LOC134288481
OG0007529	ADIR002992	LOC109424815
OG0007530	ADIR007587	LOC109404268
OG0007531	ADIR008401	LOC109425509
OG0007532	ADIR002939	LOC109400129
OG0007533	ADIR001481	LOC109422962
OG0007534	ADIR002981	LOC109414613
OG0007536	ADIR007886	LOC109431614
OG0007537	ADIR003621	LOC115269703
OG0007538	ADIR006006	LOC109416813
OG0007539	ADIR001492	LOC109431391
OG0007540	ADIR008402	LOC109400065
OG0007541	ADIR011016	LOC109420353
OG0007542	ADIR015523	LOC109429646
OG0007543	ADIR016164	LOC109398009
OG0007544	ADIR006508	LOC109412161
OG0007545	ADIR009124	LOC109397777
OG0007546	ADIR000004	LOC109623319
OG0007547	ADIR009672	LOC109425744
OG0007548	ADIR005216	LOC109422034
OG0007549	ADIR001896	LOC109413112
OG0007550	ADIR011361	LOC109427534
OG0007551	ADIR006262	LOC115262467
OG0007552	ADIR002577	LOC109430021
OG0007553	ADIR003482	LOC109411581
OG0007554	ADIR004813	LOC109420936
OG0007555	ADIR011453	LOC109621807
OG0007556	ADIR011081	LOC109428433
OG0007557	ADIR009677	LOC109426378
OG0007558	ADIR011204	LOC109621883
OG0007559	ADIR005256	LOC109401305
OG0007560	ADIR005725	LOC109418761
OG0007561	ADIR007707	LOC109428685
OG0007562	ADIR002235	LOC109422356
OG0007563	ADIR005042	LOC109419403
OG0007564	ADIR009085	LOC109414609
OG0007565	ADIR009224	LOC109416927
OG0007566	ADIR001385	LOC109427657
OG0007567	ADIR011275	LOC109415253
OG0007568	ADIR009805	LOC109407040
OG0007569	ADIR005962	LOC115270189
OG0007570	ADIR008722	LOC109424534
OG0007571	ADIR002787	LOC109430363
OG0007572	ADIR009953	LOC109431761
OG0007573	ADIR005861	LOC109403856
OG0007574	ADIR015684	LOC109623145
OG0007575	ADIR006510	LOC109422630
OG0007576	ADIR016157	LOC115270442
OG0007577	ADIR000127	LOC109421144
OG0007578	ADIR005551	LOC109415605
OG0007579	ADIR008412	LOC109423140
OG0007580	ADIR004015	LOC109425117
OG0007581	ADIR007067	LOC109423302
OG0007582	ADIR004741	LOC115254025
OG0007583	ADIR000529	LOC109432314
OG0007584	ADIR002745	LOC109411235
OG0007585	ADIR010384	LOC109415666
OG0007586	ADIR010564	LOC115254158
OG0007587	ADIR003729	LOC109422468
OG0007588	ADIR000842	LOC109401912
OG0007589	ADIR001078	LOC134284982
OG0007590	ADIR001739	LOC109406321
OG0007591	ADIR009072	LOC109405222
OG0007592	ADIR005255	LOC109401240
OG0007593	ADIR006704	LOC109423210
OG0007594	ADIR008347	LOC109423626
OG0007595	ADIR005114	LOC109405617
OG0007596	ADIR003998	LOC109420076
OG0007597	ADIR008508	LOC109406929
OG0007598	ADIR000763	LOC109428695
OG0007599	ADIR002606	LOC109429597
OG0007600	ADIR006863	LOC109417869
OG0007601	ADIR007501	LOC109403239
OG0007602	ADIR003542	LOC109622356
OG0007603	ADIR007969	LOC109407939
OG0007604	ADIR000017	LOC109621473
OG0007605	ADIR001733	LOC109422379
OG0007606	ADIR006548	LOC109423866
OG0007607	ADIR016153	LOC109413956
OG0007608	ADIR009297	LOC109414482
OG0007610	ADIR001277	LOC109397198
OG0007611	ADIR001046	LOC109409477
OG0007613	ADIR003870	LOC109406007
OG0007614	ADIR002379	LOC109422082
OG0007615	ADIR008411	LOC109419102
OG0007616	ADIR004144	LOC115270041
OG0007617	ADIR001403	LOC109422953
OG0007618	ADIR003301	LOC109430032
OG0007619	ADIR001587	LOC109416682
OG0007620	ADIR015671	LOC109430541
OG0007621	ADIR006859	LOC115253630
OG0007622	ADIR007703	LOC109401004
OG0007623	ADIR011019	LOC109420405
OG0007624	ADIR007176	LOC109420816
OG0007625	ADIR011659	LOC109427791
OG0007626	ADIR015776	LOC109400482
OG0007627	ADIR008827	LOC109413839
OG0007628	ADIR000536	LOC109426022
OG0007629	ADIR000940	LOC134285323, LOC109402067
OG0007630	ADIR006140	LOC109423939
OG0007631	ADIR000807	LOC115256094
OG0007632	ADIR010597	LOC109408430
OG0007633	ADIR007461	LOC109413972
OG0007634	ADIR008726	LOC109426171
OG0007635	ADIR003836	LOC109425710
OG0007636	ADIR003393	LOC109430297
OG0007637	ADIR009559	LOC109425837
OG0007638	ADIR003791	LOC109407996
OG0007639	ADIR004131	LOC109410345
OG0007640	ADIR009923	LOC109403689
OG0007641	ADIR011428	LOC109407326
OG0007642	ADIR004241	LOC109420819
OG0007643	ADIR001438	LOC109401880
OG0007644	ADIR008035	LOC109403658
OG0007645	ADIR004424	LOC109408266
OG0007646	ADIR003784	LOC109419418
OG0007647	ADIR003171	LOC109409565
OG0007648	ADIR000948	LOC109402049
OG0007649	ADIR004617	LOC109401907
OG0007650	ADIR003137	LOC109621877
OG0007651	ADIR005166	LOC109405894
OG0007652	ADIR003583	LOC109408028
OG0007653	ADIR000115	LOC109426515
OG0007654	ADIR005958	LOC109417547
OG0007655	ADIR006502	LOC115254060
OG0007656	ADIR010521	LOC115254164
OG0007657	ADIR008119	LOC109418995
OG0007658	ADIR007830	LOC115263171
OG0007659	ADIR003178	LOC109411980
OG0007660	ADIR006398	LOC109418396
OG0007661	ADIR007401	LOC109621687
OG0007662	ADIR004650, ADIR003967	LOC109422996
OG0007663	ADIR006451	LOC109430479
OG0007664	ADIR005331	LOC109426145
OG0007665	ADIR004560	LOC109417756
OG0007666	ADIR006034	LOC109404623
OG0007667	ADIR005543	LOC109416907
OG0007668	ADIR006946	LOC109428653
OG0007669	ADIR001445	LOC109423066
OG0007670	ADIR005367	LOC109432155
OG0007671	ADIR005472	LOC109398850
OG0007672	ADIR005539	LOC109423569
OG0007674	ADIR003941	LOC109431514
OG0007675	ADIR004879	LOC109429868
OG0007676	ADIR008583	LOC109430629
OG0007677	ADIR003825	LOC109414268
OG0007678	ADIR003760	LOC115258208
OG0007679	ADIR009490	LOC134291872
OG0007680	ADIR001197	LOC109431349
OG0007681	ADIR001076	LOC115266760
OG0007682	ADIR001126	LOC109428460
OG0007683	ADIR011516	LOC109430809
OG0007684	ADIR002032	LOC109407640
OG0007685	ADIR001472	LOC109422942
OG0007686	ADIR004954	LOC109427703
OG0007687	ADIR006695	LOC109397310, LOC109423182
OG0007688	ADIR008199	LOC109423294
OG0007689	ADIR010334	LOC109414157
OG0007690	ADIR007785	LOC109409693
OG0007691	ADIR001416	LOC109415811
OG0007692	ADIR004646	LOC109409851
OG0007694	ADIR011241	LOC109420024
OG0007695	ADIR005992	LOC109411730
OG0007696	ADIR000029	LOC109420110
OG0007697	ADIR000967	LOC109431130
OG0007698	ADIR000617	LOC109421520
OG0007699	ADIR005430	LOC109398209
OG0007700	ADIR000526	LOC109418830
OG0007701	ADIR004597	LOC109415238
OG0007702	ADIR000108	LOC109408361
OG0007703	ADIR008223	LOC109412806
OG0007704	ADIR007374	LOC109413486
OG0007705	ADIR000172	LOC109422441
OG0007706	ADIR003312	LOC109397298
OG0007707	ADIR010017	LOC115266109
OG0007708	ADIR002141	LOC109420404
OG0007709	ADIR007423	LOC109403070
OG0007710	ADIR004501	LOC109430282
OG0007711	ADIR006853	LOC109431107
OG0007712	ADIR007013	LOC115265418
OG0007713	ADIR000356	LOC109418655
OG0007714	ADIR009001	LOC109405312
OG0007715	ADIR015682	LOC109408294
OG0007716	ADIR000152	LOC109414103
OG0007717	ADIR011501	LOC109408287
OG0007718	ADIR009196	LOC109424638, LOC134284319
OG0007719	ADIR003565	LOC109412527
OG0007720	ADIR004230	LOC109398055
OG0007721	ADIR008036	LOC109407990
OG0007722	ADIR009421	LOC109416253
OG0007723	ADIR016149	LOC109414250
OG0007724	ADIR002350	LOC109418842
OG0007725	ADIR006069	LOC109429575
OG0007726	ADIR001256	LOC109428426
OG0007727	ADIR005307	LOC115256469, LOC109406978
OG0007728	ADIR000691	LOC109622837
OG0007729	ADIR006532	LOC109423651
OG0007730	ADIR002943	LOC109397236
OG0007731	ADIR000612	LOC109407357
OG0007732	ADIR011006	LOC109415477
OG0007733	ADIR008667	LOC109426682
OG0007734	ADIR003682	LOC109411065
OG0007735	ADIR004096	LOC115256148
OG0007736	ADIR010528	LOC109427093
OG0007737	ADIR009635	LOC109405808
OG0007738	ADIR009547	LOC109407565
OG0007739	ADIR000412	LOC109403341
OG0007740	ADIR005557	LOC109412405
OG0007741	ADIR010383	LOC109415665
OG0007742	ADIR001018	LOC109424976
OG0007743	ADIR001165	LOC109401876
OG0007744	ADIR005729	LOC109418769
OG0007745	ADIR005717	LOC109401225
OG0007746	ADIR008494	LOC109426664
OG0007747	ADIR007553	LOC109400761
OG0007748	ADIR007289	LOC109409472
OG0007749	ADIR010463	LOC115259568, LOC109419799
OG0007750	ADIR006413	LOC109622975
OG0007751	ADIR010102	LOC109411339
OG0007752	ADIR016054	LOC109414104, LOC115256060
OG0007753	ADIR005199	LOC109422780
OG0007754	ADIR010852	LOC109419762
OG0007755	ADIR008810	LOC109419974
OG0007756	ADIR000146	LOC109417173, LOC115267873
OG0007757	ADIR001040	LOC109401910
OG0007758	ADIR010553	LOC109408452
OG0007760	ADIR007065	LOC109423308
OG0007761	ADIR006985	LOC109410019
OG0007762	ADIR008461	LOC109424060
OG0007763	ADIR007188	LOC109418093
OG0007764	ADIR008897	LOC109398214
OG0007765	ADIR009519	LOC109407544
OG0007767	ADIR003553	LOC109405984
OG0007768	ADIR006309	LOC109420665
OG0007769	ADIR002273	LOC115260380, LOC109422205
OG0007770	ADIR002446	LOC109430492
OG0007771	ADIR004647	LOC109420443
OG0007772	ADIR001212	LOC109424964
OG0007773	ADIR001405	LOC109407380
OG0007774	ADIR008264	LOC109622450
OG0007775	ADIR011570	LOC109397105, LOC134291778
OG0007776	ADIR006699, ADIR006700, ADIR006701	LOC109397273
OG0007778	ADIR008940	LOC115257294, LOC109400362
OG0007780	ADIR005761	LOC134290910, LOC134289567, LOC134291421, LOC109405254, LOC134286232, LOC134291402, LOC134285270, LOC134288959
OG0007781	ADIR010638	LOC109408866
OG0007784	ADIR001229	LOC115260965, LOC109412946
OG0007785	ADIR005482	LOC109414514
OG0007787	ADIR009188	LOC109424729
OG0007788	ADIR014516	LOC109429581
OG0007795	ADIR011636	LOC134284937
OG0007795	ADIR014476	LOC115268958
OG0007796	ADIR010681	LOC115269127
OG0007797	ADIR005847	LOC134290709, LOC134292038, LOC134286127, LOC134290255, LOC134292134, LOC134284144, LOC115269702
OG0007802	ADIR001955	LOC134291890
OG0007838	ADIR002644	LOC109415496
OG0007839	ADIR002649	LOC115267743
OG0007840	ADIR009915	LOC109400877
OG0007841	ADIR010652	LOC109415515
OG0007842	ADIR006710	LOC109412580
OG0007844	ADIR010634	LOC109408863
OG0007845	ADIR008824	LOC109413873
OG0007846	ADIR006641	LOC115254340
OG0007847	ADIR008821	LOC109413874
OG0007851	ADIR000203	LOC109400240
OG0007852	ADIR005655	LOC115264539
OG0007853	ADIR009128	LOC134291424, LOC134289877
OG0007854	ADIR000204	LOC109405105
OG0007856	ADIR011530	LOC134288118
OG0007859	ADIR006915	LOC109420281
OG0007860	ADIR009754	LOC109422363
OG0007861	ADIR001735	LOC109422378
OG0007863	ADIR009753	LOC134291873
OG0007865	ADIR009750	LOC109424406
OG0007866	ADIR000049	LOC109424468
OG0007867	ADIR011032	LOC109420683
OG0007868	ADIR007556	LOC109400752
OG0007869	ADIR006310	LOC109420660
OG0007870	ADIR011035	LOC109420684
OG0007871	ADIR010261	LOC109400734
OG0007872	ADIR006303	LOC109420591
OG0007873	ADIR006308	LOC109420585
OG0007874	ADIR002033	LOC109407639
OG0007875	ADIR002029	LOC109425968
OG0007876	ADIR003188	LOC115253962
OG0007877	ADIR002031	LOC109407642
OG0007878	ADIR006458	LOC109411665
OG0007880	ADIR010135	LOC109411670
OG0007881	ADIR010142	LOC109404433
OG0007883	ADIR002822	LOC109403715
OG0007884	ADIR000291	LOC115264680
OG0007885	ADIR002821	LOC109433418
OG0007886	ADIR009466	LOC109410675
OG0007887	ADIR005752	LOC109407646
OG0007890	ADIR003419	LOC109421754
OG0007891	ADIR000553	LOC109425899
OG0007892	ADIR000565	LOC109426049
OG0007893	ADIR000568	LOC109426045
OG0007894	ADIR005915	LOC109415438
OG0007895	ADIR005892	LOC109429910
OG0007897	ADIR008171	LOC109407754
OG0007898	ADIR008172	LOC109418909
OG0007899	ADIR000373	LOC109401681
OG0007900	ADIR011631	LOC109426474
OG0007902	ADIR003368	LOC109408984
OG0007903	ADIR011571	LOC109397145
OG0007904	ADIR005637	LOC109432339
OG0007905	ADIR011572	LOC109432268
OG0007907	ADIR011576	LOC109397161
OG0007911	ADIR005550	LOC109415608
OG0007912	ADIR007817	LOC109420436
OG0007913	ADIR003244	LOC109398744
OG0007914	ADIR008456	LOC109404186
OG0007915	ADIR003002	LOC109414673
OG0007916	ADIR008450	LOC109424800
OG0007917	ADIR010178	LOC109430277
OG0007918	ADIR003004	LOC109424792
OG0007919	ADIR005218	LOC109428427
OG0007920	ADIR015741	LOC115262196
OG0007921	ADIR009541	LOC109407560
OG0007922	ADIR009535	LOC109407555
OG0007923	ADIR002752	LOC109411231
OG0007926	ADIR004842	LOC109409247
OG0007927	ADIR006831	LOC109419611
OG0007928	ADIR006829	LOC109622829
OG0007929	ADIR006272	LOC134286166, LOC109409253
OG0007930	ADIR006276	LOC109419599
OG0007932	ADIR016066	LOC109421664
OG0007933	ADIR004985	LOC109420638
OG0007934	ADIR004992	LOC109420642
OG0007935	ADIR001037	LOC134285056
OG0007936	ADIR004988	LOC115255089
OG0007937	ADIR016003	LOC115263288
OG0007938	ADIR003786	LOC109419419
OG0007939	ADIR009952	LOC109431763
OG0007940	ADIR008175	LOC109418950
OG0007941	ADIR009942	LOC109429507
OG0007942	ADIR015962	LOC109429506
OG0007943	ADIR008191	LOC109418959
OG0007944	ADIR008607	LOC115254257
OG0007945	ADIR003768	LOC109430574
OG0007946	ADIR008248	LOC109404945
OG0007947	ADIR008244	LOC109404947
OG0007948	ADIR008863	LOC109423686
OG0007949	ADIR007194	LOC109418085
OG0007950	ADIR007274	LOC109418079
OG0007952	ADIR001395	LOC109422955
OG0007953	ADIR007996	LOC109414288
OG0007954	ADIR004010	LOC109401369
OG0007956	ADIR003937	LOC109401354
OG0007957	ADIR000174	LOC109422422
OG0007958	ADIR000176	LOC109417184
OG0007959	ADIR007154	LOC109423566
OG0007960	ADIR007105	LOC109408654
OG0007961	ADIR014615	LOC109408528
OG0007962	ADIR014382	LOC109426372
OG0007963	ADIR003474	LOC109431485
OG0007964	ADIR005784	LOC109431384
OG0007965	ADIR001794	LOC109431490
OG0007966	ADIR005934	LOC109427685
OG0007967	ADIR004943	LOC109408103
OG0007968	ADIR000750	LOC109408119
OG0007969	ADIR004941	LOC109419082
OG0007971	ADIR011167	LOC109416798
OG0007972	ADIR000574	LOC109402297
OG0007973	ADIR007888	LOC109431620
OG0007974	ADIR008644	LOC109431638
OG0007976	ADIR007889	LOC109431682
OG0007977	ADIR011151	LOC115259164
OG0007978	ADIR011157	LOC109417135
OG0007979	ADIR004690	LOC109419737
OG0007980	ADIR011010	LOC109401725
OG0007981	ADIR004197	LOC115270440
OG0007982	ADIR014349	LOC109433083
OG0007983	ADIR006231	LOC109428076
OG0007984	ADIR005035	LOC109427832
OG0007985	ADIR006245	LOC134288964
OG0007986	ADIR000305	LOC109415904
OG0007987	ADIR003724	LOC109428650
OG0007988	ADIR007953	LOC109428644
OG0007989	ADIR000306	LOC109412631
OG0007990	ADIR004219	LOC109428689
OG0007992	ADIR011053	LOC109421433
OG0007993	ADIR011225	LOC109421493
OG0007994	ADIR006274	LOC109621331, LOC134287581
OG0007995	ADIR011059	LOC109432548
OG0007996	ADIR011218	LOC109421451
OG0007997	ADIR006892	LOC109404953
OG0007998	ADIR010585	LOC109429122
OG0007999	ADIR003510	LOC109398868
OG0008000	ADIR003507	LOC109398887
OG0008001	ADIR006558	LOC109429252
OG0008002	ADIR003503	LOC109429151
OG0008003	ADIR010584	LOC115254068
OG0008004	ADIR003497	LOC109409021
OG0008006	ADIR003925	LOC109428386
OG0008007	ADIR004608	LOC115267213
OG0008008	ADIR004129	LOC109415197
OG0008009	ADIR011457	LOC109421304
OG0008010	ADIR011437	LOC109427814
OG0008011	ADIR015572	LOC109421299
OG0008012	ADIR004210	LOC109621858
OG0008013	ADIR011439	LOC109427802
OG0008014	ADIR011441	LOC109421318
OG0008015	ADIR007680	LOC109623133
OG0008016	ADIR002086	LOC115260956
OG0008017	ADIR007674	LOC115263511
OG0008018	ADIR005273	LOC109622185
OG0008022	ADIR000968	LOC109424988
OG0008023	ADIR000964	LOC109415389
OG0008024	ADIR001056	LOC109431146
OG0008025	ADIR008019	LOC115267593
OG0008026	ADIR005014	LOC115258768
OG0008027	ADIR005015	LOC115258767
OG0008028	ADIR008441	LOC109423465
OG0008030	ADIR006672	LOC109405736
OG0008031	ADIR001294	LOC109398425
OG0008033	ADIR010459	LOC109425322
OG0008034	ADIR006639	LOC109419814
OG0008035	ADIR004432	LOC109425314
OG0008036	ADIR010478	LOC109425346
OG0008037	ADIR005682	LOC109403448
OG0008038	ADIR016127	LOC109403404
OG0008039	ADIR000481	LOC109416739
OG0008040	ADIR005679	LOC109403424
OG0008041	ADIR004925	LOC109427860
OG0008043	ADIR004918	LOC109424552
OG0008044	ADIR004887	LOC109622325
OG0008045	ADIR004890	LOC115267565
OG0008046	ADIR005537	LOC115256245
OG0008047	ADIR007057	LOC109407840
OG0008048	ADIR008949	LOC109416441
OG0008049	ADIR014049	LOC109410365
OG0008052	ADIR010255	LOC109419329
OG0008053	ADIR010257	LOC109408469
OG0008054	ADIR005466	LOC109403863
OG0008055	ADIR010258	LOC109419331
OG0008056	ADIR004568	LOC109403977
OG0008057	ADIR003349	LOC109412786
OG0008059	ADIR009592	LOC134291853
OG0008060	ADIR002275	LOC134290049
OG0008061	ADIR009584	LOC109424345
OG0008062	ADIR010426	LOC109623098
OG0008064	ADIR001408	LOC109422943
OG0008065	ADIR004605	LOC109403530
OG0008066	ADIR001404	LOC109403528
OG0008067	ADIR010730	LOC109407474
OG0008068	ADIR015706	LOC109419235
OG0008069	ADIR001288	LOC109412952
OG0008070	ADIR003714	LOC109418604
OG0008071	ADIR001267	LOC109424929
OG0008072	ADIR007905	LOC109426255
OG0008073	ADIR006971	LOC109414228
OG0008074	ADIR016161	LOC109414816
OG0008075	ADIR005394	LOC109623044
OG0008076	ADIR000072, ADIR000070	LOC109417164
OG0008077	ADIR006964	LOC109401031
OG0008078	ADIR009664	LOC109418709
OG0008079	ADIR002225	LOC109415945
OG0008081	ADIR004871	LOC109414237
OG0008082	ADIR011340	LOC109419850
OG0008083	ADIR011337	LOC109420713
OG0008084	ADIR009785	LOC109402945
OG0008085	ADIR009602	LOC115268238
OG0008086	ADIR011616	LOC115268098
OG0008087	ADIR005591	LOC109428852
OG0008089	ADIR011615	LOC115267763
OG0008091	ADIR011319	LOC109429944
OG0008092	ADIR002480	LOC134289960
OG0008093	ADIR000242	LOC109398945
OG0008094	ADIR002220	LOC115268126
OG0008095	ADIR008206	LOC109407818
OG0008097	ADIR010487	LOC109425528
OG0008098	ADIR010480	LOC109401355
OG0008099	ADIR011621	LOC109416899
OG0008100	ADIR009621	LOC109416897
OG0008101	ADIR003826	LOC109430633
OG0008102	ADIR006552	LOC115258186
OG0008103	ADIR010621	LOC115266549
OG0008104	ADIR001234	LOC115269053
OG0008105	ADIR002071	LOC109426937
OG0008106	ADIR003265	LOC109430324
OG0008107	ADIR004746	LOC109398624
OG0008108	ADIR004753	LOC109398642
OG0008109	ADIR003677	LOC109424267
OG0008110	ADIR006720	LOC109403851
OG0008111	ADIR010645	LOC134285673
OG0008112	ADIR005421	LOC109398457
OG0008113	ADIR004572	LOC109430724
OG0008114	ADIR001153	LOC109397861
OG0008116	ADIR002713	LOC134289550
OG0008117	ADIR015985	LOC109404882
OG0008118	ADIR015986	LOC109404840
OG0008119	ADIR010615	LOC109414512
OG0008120	ADIR010414	LOC109623068
OG0008121	ADIR010418	LOC109414933
OG0008122	ADIR015858	LOC109424334
OG0008123	ADIR010417	LOC109623070
OG0008124	ADIR004558	LOC109417128
OG0008126	ADIR010660	LOC109428105
OG0008127	ADIR008358	LOC109418322
OG0008128	ADIR009501	LOC109422326
OG0008129	ADIR009499	LOC109424426
OG0008130	ADIR009503	LOC109424429
OG0008132	ADIR001804	LOC115257389
OG0008133	ADIR005816	LOC109403328
OG0008134	ADIR005821	LOC109403315
OG0008135	ADIR006389	LOC109412246
OG0008136	ADIR005828	LOC109403318
OG0008137	ADIR002527	LOC109412243
OG0008138	ADIR000705	LOC109431360
OG0008139	ADIR004465	LOC109427757
OG0008140	ADIR009488	LOC109431338, LOC115260708
OG0008141	ADIR001199	LOC109427775
OG0008142	ADIR004199	LOC109622204
OG0008143	ADIR004466	LOC115260709
OG0008144	ADIR000429	LOC109425926
OG0008145	ADIR003783	LOC115254030
OG0008147	ADIR008915	LOC109402845
OG0008148	ADIR002487	LOC115254042
OG0008149	ADIR002488	LOC109422651
OG0008151	ADIR006952	LOC109430241
OG0008153	ADIR000999	LOC109431184
OG0008155	ADIR009219	LOC109416939
OG0008156	ADIR010283	LOC115266708
OG0008157	ADIR001853	LOC109413613
OG0008159	ADIR008249	LOC109413532
OG0008160	ADIR004806	LOC109425089
OG0008161	ADIR004957	LOC109427514
OG0008162	ADIR009968	LOC109401508
OG0008163	ADIR003226	LOC109425582
