Orthogroup	AdirusWRAIR2	Aalbopictus_AalbF5
OG0001891	ADIR005043	LOC109419396, LOC115255253
OG0001892	ADIR009075, ADIR009077	LOC109406961
OG0001893	ADIR002005	LOC115268038
OG0001894	ADIR001349	LOC109405079
OG0001895	ADIR008239, ADIR008240	LOC109404946
OG0001896	ADIR004736	LOC109398729
OG0001897	ADIR001264	LOC109427728
OG0001898	ADIR000959	LOC109397684
OG0001899	ADIR000605	LOC109421627, LOC109407309
OG0001901	ADIR000721	LOC109401394
OG0001902	ADIR002907	LOC109425480
OG0001903	ADIR003055	LOC109417933
OG0001905	ADIR009690	LOC115260613, LOC109422822
OG0001906	ADIR005354	LOC115263719
OG0001907	ADIR009619, ADIR009620	LOC109433256
OG0001908	ADIR010310	LOC109399310
OG0001909	ADIR011251	LOC109401882
OG0001910	ADIR009743, ADIR009742	LOC109406561
OG0001912	ADIR002226	LOC109418706
OG0001913	ADIR011669	LOC109415218
OG0001914	ADIR008620	LOC109622269, LOC134284321
OG0001915	ADIR003323	LOC109411724
OG0001916	ADIR003539	LOC109418329, LOC109427298, LOC134290652
OG0001917	ADIR010533	LOC134289826, LOC134290016
OG0001918	ADIR001340	LOC109416319, LOC109426538
OG0001919	ADIR006898	LOC109404918
OG0001920	ADIR002718	LOC134291561, LOC134292029
OG0001921	ADIR002796	LOC109400821, LOC115261618
OG0001922	ADIR007437	LOC109432087
OG0001923	ADIR008022	LOC109418028
OG0001924	ADIR004794	LOC109407223
OG0001925	ADIR001330	LOC134289014, LOC109433003
OG0001926	ADIR004600	LOC109422966
OG0001927	ADIR008597	LOC109430812
OG0001928	ADIR008075	LOC109411119
OG0001929	ADIR011668, ADIR011667, ADIR011752	LOC109415216
OG0001930	ADIR006887	LOC109407984
OG0001931	ADIR005212	LOC109431473
OG0001933	ADIR008917	LOC109422611, LOC134290099
OG0001934	ADIR008799	LOC109409980, LOC109420213
OG0001935	ADIR004670	LOC115255029
OG0001937	ADIR007321, ADIR007320	LOC109428694
OG0001938	ADIR009556	LOC134289924, LOC134291084
OG0001939	ADIR009997, ADIR009999	LOC109431794
OG0001940	ADIR005753	LOC134284706
OG0001941	ADIR001354	LOC109428574
OG0001942	ADIR015677	LOC109430547
OG0001943	ADIR010369	LOC109423620, LOC109400223
OG0001944	ADIR010788	LOC115267705, LOC109401974
OG0001945	ADIR002380	LOC109416118
OG0001946	ADIR009989	LOC109428492
OG0001947	ADIR005933	LOC109398278, LOC134287376
OG0001948	ADIR001111, ADIR001110	LOC134285004
OG0001949	ADIR006014	LOC109411764, LOC134283906, LOC115262162
OG0001950	ADIR006963	LOC109420871
OG0001951	ADIR006105	LOC109429628
OG0001952	ADIR008015	LOC109414279
OG0001953	ADIR006890	LOC109400594
OG0001954	ADIR003809, ADIR003810	LOC115269977
OG0001955	ADIR009700	LOC109429386
OG0001956	ADIR000846	LOC109424975, LOC109431086
OG0001957	ADIR006911	LOC115254148
OG0001958	ADIR001005	LOC109422033, LOC115258249
OG0001959	ADIR008941	LOC109400375, LOC134292012
OG0001960	ADIR005313	LOC109400170
OG0001961	ADIR006030	LOC115262164, LOC109411692
OG0001962	ADIR004077, ADIR004078	LOC109411919
OG0001963	ADIR011496	LOC109400999
OG0001964	ADIR007696	LOC115259196
OG0001965	ADIR002199	LOC109408777
OG0001966	ADIR010742	LOC109403469, LOC134287393, LOC134289734, LOC115257890, LOC134286961, LOC115265251
OG0001968	ADIR009169	LOC109432288, LOC109397081
OG0001969	ADIR007937	LOC109406016, LOC134287314, LOC109426628
OG0001970	ADIR006593	LOC109430327
OG0001971	ADIR002099	LOC109622601, LOC115262671
OG0001972	ADIR009182	LOC109424736, LOC109412777, LOC109424735
OG0001974	ADIR001226	LOC109424678
OG0001975	ADIR007393	LOC109404750
OG0001976	ADIR010396	LOC134290393, LOC109424037
OG0001977	ADIR001519	LOC115256432, LOC115256898
OG0001978	ADIR011175	LOC109415848
OG0001979	ADIR003410	LOC109405716
OG0001980	ADIR003936	LOC109421982
OG0001981	ADIR010600	LOC109401056
OG0001982	ADIR003949	LOC109408928
OG0001983	ADIR004189, ADIR001406	LOC109428527
OG0001984	ADIR002169	LOC134289613, LOC134289614
OG0001985	ADIR009789, ADIR004508	LOC115257017, LOC109401735, LOC134284508, LOC115259448
OG0001986	ADIR007910	LOC109406627, LOC109401861
OG0001988	ADIR005678	LOC109403458
OG0001997	ADIR001142	LOC109621246, LOC109427461
OG0001998	ADIR003932, ADIR003929	LOC109427676
OG0002000	ADIR000420	LOC109622174
OG0002005	ADIR005756, ADIR009025, ADIR001529, ADIR009090, ADIR010832	LOC134289822
OG0002005	ADIR001986	LOC134286053
OG0002008	ADIR008983	LOC134291300
OG0002027	ADIR010703	LOC134284098
OG0002028	ADIR002646	LOC109400867
OG0002029	ADIR016013	LOC109400853
OG0002030	ADIR002665	LOC109415517
OG0002031	ADIR004200	LOC109622166, LOC115258974
OG0002032	ADIR010613	LOC109416752
OG0002033	ADIR009911	LOC109400817
OG0002034	ADIR010637	LOC109408864
OG0002035	ADIR008433	LOC109400059
OG0002036	ADIR002724	LOC109430465
OG0002037	ADIR009116	LOC109400635
OG0002038	ADIR010123	LOC109409544
OG0002039	ADIR005740	LOC109405475
OG0002040	ADIR010121	LOC109423284
OG0002041	ADIR003903	LOC134291427
OG0002042	ADIR005750	LOC109409112, LOC109420361
OG0002043	ADIR009807	LOC109407042, LOC134284007
OG0002044	ADIR000975	LOC109424917, LOC134289878
OG0002045	ADIR001210	LOC109431073
OG0002046	ADIR009486	LOC109424407
OG0002047	ADIR007533	LOC134287379, LOC109402571
OG0002048	ADIR000048	LOC109422373
OG0002049	ADIR009494	LOC109422315
OG0002050	ADIR007560	LOC109399436
OG0002051	ADIR005803	LOC109430500
OG0002052	ADIR010765	LOC109400724, LOC134288393
OG0002053	ADIR007557	LOC134284704, LOC109399363
OG0002054	ADIR000537	LOC109426021
OG0002055	ADIR010679	LOC109427215
OG0002056	ADIR006577	LOC109411621
OG0002057	ADIR010674	LOC115254070
OG0002058	ADIR006455	LOC109427264
OG0002059	ADIR008365	LOC109411614
OG0002060	ADIR010673	LOC115261425
OG0002061	ADIR006456	LOC109411631
OG0002062	ADIR015513	LOC109428135
OG0002063	ADIR002815	LOC109403732
OG0002064	ADIR001818	LOC115267986
OG0002065	ADIR002153	LOC115267989
OG0002066	ADIR002146	LOC109407648
OG0002067	ADIR010490	LOC109421749
OG0002068	ADIR010495	LOC109421742
OG0002069	ADIR005080	LOC115265604
OG0002070	ADIR004363	LOC109426013, LOC134292105
OG0002072	ADIR005433	LOC109429538
OG0002073	ADIR016208	LOC109418903, LOC134287421
OG0002074	ADIR008164	LOC109407764, LOC134287422
OG0002075	ADIR008162	LOC134288620, LOC109407766
OG0002076	ADIR016207	LOC109407765, LOC134288618
OG0002077	ADIR002355	LOC115268668
OG0002078	ADIR010262	LOC115269073
OG0002079	ADIR010264	LOC109413927
OG0002080	ADIR010263	LOC109622070
OG0002081	ADIR016129	LOC115267811
OG0002082	ADIR005638	LOC115260975, LOC109432267
OG0002083	ADIR000528	LOC109397123, LOC134289571
OG0002084	ADIR005560	LOC134291763, LOC109432323
OG0002085	ADIR007900	LOC109410268
OG0002086	ADIR001971	LOC109410742
OG0002087	ADIR000409	LOC109403343
OG0002088	ADIR000384	LOC109403370
OG0002089	ADIR000392	LOC109410756
OG0002090	ADIR000426	LOC109622181
OG0002091	ADIR007899	LOC109410269
OG0002092	ADIR001969	LOC109410744
OG0002093	ADIR005161	LOC109419095
OG0002094	ADIR009678	LOC109403365
OG0002095	ADIR008396	LOC109426154, LOC115262909
OG0002096	ADIR007815, ADIR007814	LOC109413045
OG0002097	ADIR007818	LOC109621711
OG0002098	ADIR005329	LOC109418416, LOC115262876
OG0002099	ADIR008981	LOC109418413, LOC115263952
OG0002100	ADIR003121	LOC109410392
OG0002101	ADIR010177	LOC109430278
OG0002102	ADIR006581	LOC115255990, LOC109430275
OG0002103	ADIR004603, ADIR003476	LOC109428428
OG0002104	ADIR009552	LOC109425830
OG0002105	ADIR005178	LOC109419582, LOC134287816
OG0002106	ADIR004838	LOC109409242
OG0002107	ADIR004840	LOC109419602
OG0002108	ADIR006832	LOC109397554
OG0002109	ADIR011522	LOC115253868
OG0002110	ADIR004018	LOC109419603
OG0002111	ADIR005057	LOC109418101
OG0002112	ADIR003966	LOC109405331, LOC109422994
OG0002113	ADIR004987	LOC109407734
OG0002114	ADIR008833	LOC109419706
OG0002115	ADIR001657	LOC109419413
OG0002116	ADIR004326	LOC109416058, LOC134288309
OG0002117	ADIR007168	LOC115263247
OG0002118	ADIR009250	LOC115253829
OG0002119	ADIR008593	LOC109419421
OG0002120	ADIR001060	LOC109428485
OG0002121	ADIR015494	LOC109622653
OG0002122	ADIR009453	LOC109428898
OG0002123	ADIR016146	LOC134287413, LOC109418954
OG0002124	ADIR003763	LOC109423789
OG0002125	ADIR006229	LOC109430785
OG0002126	ADIR003762	LOC109430626
OG0002127	ADIR003793	LOC115270285
OG0002128	ADIR007277	LOC109406442
OG0002129	ADIR007259	LOC109413170
OG0002130	ADIR007271	LOC109418076, LOC134289683
OG0002131	ADIR007270	LOC109418045
OG0002132	ADIR007272	LOC109418078
OG0002133	ADIR007247	LOC109418113
OG0002134	ADIR001141	LOC109403570
OG0002135	ADIR006789	LOC134287957, LOC109412372
OG0002136	ADIR011211	LOC109432886, LOC109401423
OG0002137	ADIR004772	LOC109432885
OG0002138	ADIR008547	LOC109432877
OG0002139	ADIR011114	LOC109432878, LOC115257144
OG0002140	ADIR004023	LOC134287960
OG0002141	ADIR011071	LOC109401402, LOC134287975
OG0002142	ADIR006790	LOC109412374
OG0002143	ADIR000177	LOC109422420
OG0002144	ADIR000165	LOC115253715, LOC115257520
OG0002145	ADIR000173	LOC109417180, LOC115258192
OG0002146	ADIR007098	LOC109622503
OG0002149	ADIR007043	LOC109423358
OG0002150	ADIR007108	LOC109622494, LOC109408572
OG0002151	ADIR007150	LOC109423373
OG0002152	ADIR015914	LOC134284473, LOC109622496
OG0002153	ADIR004944	LOC134287835, LOC109408104
OG0002154	ADIR000739	LOC109419069, LOC134283963
OG0002155	ADIR008661	LOC109426636, LOC109410531
OG0002156	ADIR011176	LOC109402345
OG0002157	ADIR007452	LOC109413994
OG0002158	ADIR008651	LOC109430952
OG0002159	ADIR008646	LOC109431639
OG0002160	ADIR004971	LOC109417170
OG0002161	ADIR004695	LOC109407612
OG0002162	ADIR004970	LOC109417181
OG0002163	ADIR011122	LOC109420521
OG0002164	ADIR004691	LOC115255020, LOC134286135
OG0002165	ADIR000706	LOC134286353, LOC109420179
OG0002166	ADIR004024	LOC109420136
OG0002167	ADIR009269	LOC109420437
OG0002168	ADIR000709	LOC109420252
OG0002169	ADIR000708	LOC109420234
OG0002170	ADIR000777	LOC109401710, LOC134283939
OG0002171	ADIR005172	LOC109420154, LOC134287016
OG0002172	ADIR000778	LOC109420446
OG0002173	ADIR006237	LOC109428002
OG0002174	ADIR005034	LOC109427854
OG0002175	ADIR006239	LOC109427951
OG0002176	ADIR006247	LOC134287653
OG0002177	ADIR000311	LOC109412636, LOC109415898
OG0002178	ADIR000309	LOC115254132
OG0002179	ADIR011216	LOC109432552
OG0002180	ADIR011229	LOC109421499
OG0002181	ADIR011060	LOC109421441
OG0002182	ADIR011247	LOC109417751
OG0002183	ADIR011245	LOC115253940
OG0002184	ADIR003494	LOC109409012
OG0002185	ADIR006566	LOC109429114, LOC115261407
OG0002186	ADIR002889	LOC109412597, LOC109433466
OG0002187	ADIR015585	LOC109433542, LOC109412591
OG0002188	ADIR015586	LOC115259639, LOC109433552
OG0002189	ADIR004127	LOC109414087
OG0002190	ADIR000629	LOC109421345, LOC134289999
OG0002191	ADIR006344	LOC109421303
OG0002192	ADIR000627, ADIR000628	LOC109421347
OG0002193	ADIR011446	LOC109621874
OG0002194	ADIR007670	LOC109623123
OG0002195	ADIR007515	LOC109623112
OG0002196	ADIR007671	LOC109623122
OG0002197	ADIR000546	LOC109622232
OG0002198	ADIR005225	LOC109622220
OG0002199	ADIR005274	LOC109403168
OG0002200	ADIR008017	LOC109399521
OG0002201	ADIR003744	LOC109398015
OG0002202	ADIR003740	LOC109399522
OG0002203	ADIR004226	LOC109399509
OG0002204	ADIR001051	LOC109415425
OG0002205	ADIR008018	LOC109398005
OG0002206	ADIR003741	LOC109399457
OG0002207	ADIR005159	LOC109409325, LOC115262905
OG0002208	ADIR005019	LOC109409311
OG0002209	ADIR004997	LOC109419113
OG0002210	ADIR011383	LOC109419105
OG0002211	ADIR007898	LOC109410267
OG0002212	ADIR005441	LOC109430200
OG0002213	ADIR003292	LOC109423501
OG0002214	ADIR000890	LOC109623422, LOC109413030
OG0002215	ADIR000810	LOC134283969, LOC109413007
OG0002216	ADIR003835	LOC109417065
OG0002217	ADIR007947	LOC109415735
OG0002218	ADIR008557	LOC109409421, LOC134285077
OG0002219	ADIR001290	LOC109398413, LOC115256555
OG0002220	ADIR006633	LOC109425306
OG0002221	ADIR010460	LOC134285537, LOC109419802
OG0002222	ADIR010462	LOC109425329, LOC109419800
OG0002223	ADIR005672	LOC134292059, LOC109433204
OG0002224	ADIR003142	LOC109405037
OG0002226	ADIR002188	LOC115257472
OG0002227	ADIR005494	LOC109429491
OG0002229	ADIR000479	LOC109403400
OG0002230	ADIR004922	LOC109427858, LOC134287077
OG0002231	ADIR004933	LOC109427863
OG0002232	ADIR008520, ADIR003557	LOC109405991
OG0002233	ADIR007046	LOC109410372
OG0002234	ADIR007184	LOC109417851, LOC134288489
OG0002235	ADIR005468	LOC109403858
OG0002236	ADIR010260	LOC109408466
OG0002237	ADIR004571	LOC109412791, LOC109404039
OG0002238	ADIR002662	LOC109419338
OG0002239	ADIR002664	LOC115254246, LOC109420326
OG0002240	ADIR002876	LOC134285685, LOC109623083
OG0002242	ADIR005447	LOC109414930
OG0002244	ADIR002103, ADIR001379	LOC134285148
OG0002245	ADIR015492, ADIR000798	LOC109422877
OG0002246	ADIR001378	LOC109403518
OG0002247	ADIR003551	LOC109422938
OG0002248	ADIR000044	LOC109405092
OG0002249	ADIR000824	LOC109405086
OG0002250	ADIR008320	LOC115267344
OG0002251	ADIR008321	LOC109409091
OG0002252	ADIR008319	LOC109411175
OG0002253	ADIR000111	LOC109426519
OG0002254	ADIR002444	LOC109419228
OG0002255	ADIR002929	LOC109399865
OG0002256	ADIR015707	LOC109419233
OG0002257	ADIR010728	LOC109419166
OG0002258	ADIR003358	LOC109425282
OG0002259	ADIR001527	LOC115260961, LOC109425456
OG0002260	ADIR004591	LOC109418592
OG0002261	ADIR007912	LOC109423709
OG0002262	ADIR007698	LOC109423726
OG0002263	ADIR007700	LOC109414229
OG0002264	ADIR005763	LOC134288165, LOC109410293
OG0002265	ADIR003745	LOC109414239
OG0002266	ADIR001443	LOC109432360
OG0002267	ADIR003607	LOC109420869
OG0002268	ADIR000383	LOC109412925
OG0002269	ADIR000382	LOC109412924
OG0002270	ADIR009665	LOC109418710
OG0002271	ADIR000393	LOC109418696
OG0002272	ADIR000395	LOC115257397
OG0002273	ADIR002227	LOC109415951
OG0002274	ADIR004000	LOC109420080
OG0002275	ADIR008272	LOC109621577
OG0002276	ADIR003995	LOC134287982, LOC109420074
OG0002277	ADIR002931	LOC134283903, LOC109430342
OG0002278	ADIR002936	LOC109621581
OG0002279	ADIR002932	LOC109430341, LOC134285460
OG0002280	ADIR016217	LOC109412448
OG0002281	ADIR010379	LOC109430330
OG0002282	ADIR004337	LOC109416056
OG0002283	ADIR011342	LOC109419882
OG0002284	ADIR001698	LOC109406400
OG0002285	ADIR011189	LOC109415699
OG0002286	ADIR006253	LOC109420708, LOC109419878
OG0002287	ADIR006255	LOC134289036, LOC109420598
OG0002288	ADIR006254	LOC109420709, LOC109419880
OG0002289	ADIR004323	LOC109416070
OG0002290	ADIR008876	LOC109416062
OG0002291	ADIR004956	LOC109414266, LOC115255130
OG0002292	ADIR002167, ADIR002168	LOC109409873
OG0002293	ADIR009168	LOC109397053
OG0002294	ADIR011306	LOC109432777, LOC109427581
OG0002295	ADIR011308	LOC115265866, LOC109432762
OG0002296	ADIR011322	LOC134288835, LOC109429946
OG0002297	ADIR000873	LOC109424749, LOC134288162, LOC134288161
OG0002298	ADIR003087	LOC134289420, LOC134284108
OG0002299	ADIR002681	LOC134284223, LOC134290051
OG0002300	ADIR003084	LOC134289491, LOC134289492
OG0002301	ADIR002689	LOC109399749
OG0002302	ADIR010824	LOC109402043
OG0002304	ADIR002341	LOC109399568, LOC134291869
OG0002305	ADIR005770	LOC109399616
OG0002306	ADIR001922	LOC115253929
OG0002307	ADIR001928	LOC109399551
OG0002308	ADIR007280	LOC109407825
OG0002309	ADIR007022	LOC109410006
OG0002310	ADIR009158	LOC109412046
OG0002311	ADIR010486	LOC115254010
OG0002312	ADIR007430	LOC109408179
OG0002313	ADIR002263	LOC109424492
OG0002314	ADIR011385	LOC109408021
OG0002315	ADIR002040	LOC134290090, LOC109424483
OG0002316	ADIR002041	LOC134291937, LOC109424485
OG0002317	ADIR007523	LOC109412013
OG0002318	ADIR010966	LOC109407908
OG0002319	ADIR011389	LOC109412016
OG0002320	ADIR011391	LOC109412014
OG0002321	ADIR008493	LOC109426630, LOC109426656
OG0002322	ADIR008498	LOC109421107
OG0002323	ADIR007644	LOC109400725
OG0002325	ADIR003264	LOC109412429, LOC109430346
OG0002326	ADIR004482	LOC134291683, LOC134291681
OG0002328	ADIR004751	LOC109404731
OG0002329	ADIR004480	LOC134289440, LOC134291680
OG0002330	ADIR007335	LOC109424274
OG0002331	ADIR005376	LOC134285667
OG0002332	ADIR008288	LOC134285668
OG0002333	ADIR005375	LOC134285665
OG0002334	ADIR005368	LOC109398471, LOC134287530
OG0002335	ADIR005374	LOC134285664
OG0002336	ADIR005372	LOC109621515
OG0002337	ADIR010737	LOC109397859, LOC109402678
OG0002338	ADIR009138	LOC109397898
OG0002339	ADIR005606	LOC109399084
OG0002340	ADIR008517	LOC134291550, LOC134291549
OG0002341	ADIR008513	LOC134290551, LOC134291547
OG0002342	ADIR010411	LOC109417121
OG0002343	ADIR010661	LOC109428102
OG0002344	ADIR003538	LOC109428107, LOC109418327
OG0002345	ADIR002248	LOC109422336, LOC109424434
OG0002346	ADIR005001	LOC109622028, LOC109418563
OG0002347	ADIR002330	LOC109402265
OG0002348	ADIR002524	LOC109403260
OG0002349	ADIR002826	LOC109406509
OG0002350	ADIR005825	LOC109406567
OG0002351	ADIR015686	LOC109403272
OG0002352	ADIR011541	LOC109431388
OG0002353	ADIR001143	LOC115254054
OG0002354	ADIR001178	LOC115260703
OG0002355	ADIR000506	LOC109425885, LOC134292121
OG0002356	ADIR002837	LOC134291785, LOC115271088
OG0002357	ADIR005568	LOC109402775
OG0002358	ADIR003024	LOC109422549, LOC134292205
OG0002359	ADIR002838	LOC109422641, LOC109402798
OG0002360	ADIR008746	LOC109403780
OG0002361	ADIR008855	LOC109622619, LOC109430237
OG0002362	ADIR011000	LOC109425087
OG0002363	ADIR009699	LOC109425132
OG0002364	ADIR002965	LOC134284637, LOC109411181
OG0002365	ADIR011004	LOC109425134
OG0002366	ADIR004707	LOC134287012, LOC109401720
OG0002367	ADIR010085	LOC109410425
OG0002368	ADIR011364	LOC115266987
OG0002369	ADIR005696	LOC115268651, LOC109426460
OG0002370	ADIR005709	LOC109426459
OG0002371	ADIR000446	LOC109426436, LOC134291984
OG0002372	ADIR010650	LOC109421311
OG0002373	ADIR000378	LOC109418691
OG0002374	ADIR009304	LOC109424531
OG0002375	ADIR001781	LOC115269425, LOC109424529
OG0002376	ADIR000403	LOC109424530, LOC109428764
OG0002377	ADIR001768	LOC109411984
OG0002378	ADIR001780	LOC109428766, LOC109424527
OG0002379	ADIR001771	LOC134289516, LOC134291359, LOC109411968
OG0002380	ADIR001766	LOC109424556
OG0002381	ADIR001769	LOC109411982
OG0002382	ADIR009119	LOC134291462
OG0002383	ADIR006424	LOC109409560
OG0002384	ADIR010382	LOC109409568
OG0002385	ADIR003169	LOC109409562
OG0002386	ADIR015611	LOC115254140
OG0002387	ADIR006081	LOC109429595
OG0002388	ADIR006819, ADIR006818	LOC109622823
OG0002389	ADIR004846	LOC109397530
OG0002390	ADIR006730	LOC134287219, LOC109400398
OG0002391	ADIR002851	LOC109430970
OG0002392	ADIR006728	LOC134283995, LOC109400418
OG0002393	ADIR007608	LOC109399284
OG0002395	ADIR001493	LOC115260692
OG0002396	ADIR006504	LOC109419673
OG0002397	ADIR007429	LOC109423063
OG0002398	ADIR010193	LOC109419656
OG0002399	ADIR006505	LOC109622736
OG0002400	ADIR006487	LOC109412133
OG0002401	ADIR010860	LOC109419770, LOC109398247
OG0002402	ADIR004682	LOC109419754
OG0002403	ADIR010862	LOC109419749
OG0002404	ADIR016111	LOC109425166
OG0002405	ADIR005174	LOC109400297
OG0002406	ADIR009277	LOC134287874
OG0002408	ADIR009273	LOC134287870
OG0002409	ADIR000364	LOC109418673
OG0002410	ADIR000359	LOC109418659
OG0002411	ADIR000365	LOC109414804
OG0002412	ADIR000361	LOC109414787
OG0002414	ADIR007380	LOC109413491
OG0002415	ADIR004420	LOC109621885
OG0002416	ADIR004284	LOC109397364
OG0002417	ADIR007684	LOC134287332, LOC109417971
OG0002418	ADIR004277	LOC109420244
OG0002419	ADIR009328	LOC115257373, LOC109412351
OG0002420	ADIR009321	LOC134287965
OG0002421	ADIR004516	LOC109408720
OG0002422	ADIR010842	LOC109404201
OG0002423	ADIR009359	LOC109621948
OG0002424	ADIR010846	LOC109404208
OG0002425	ADIR006334	LOC109621971
OG0002426	ADIR009357	LOC109622032
OG0002427	ADIR005773	LOC115267754, LOC109428919
OG0002428	ADIR004517	LOC109429006
OG0002429	ADIR005775	LOC115267545, LOC115253482
OG0002430	ADIR003643	LOC109398065
OG0002431	ADIR009767, ADIR009766	LOC109400785
OG0002432	ADIR006218	LOC109430180
OG0002433	ADIR002129	LOC109399618
OG0002434	ADIR002128	LOC134289649
OG0002435	ADIR009763	LOC109399629
OG0002436	ADIR002127	LOC134289651
OG0002437	ADIR003596	LOC109405162
OG0002438	ADIR006000	LOC115255638
OG0002439	ADIR008750	LOC109420222, LOC134287057
OG0002440	ADIR008749	LOC109409973, LOC134287058
OG0002441	ADIR007443	LOC109420228
OG0002442	ADIR009284	LOC134287880
OG0002443	ADIR009190	LOC109424733, LOC109413656
OG0002444	ADIR009184	LOC109412776
OG0002445	ADIR009189	LOC109424734
OG0002446	ADIR006993	LOC115265347, LOC109411808
OG0002447	ADIR006406	LOC109427293
OG0002448	ADIR006403	LOC109418392
OG0002449	ADIR011498	LOC134287053, LOC109408297
OG0002450	ADIR005392	LOC109429300
OG0002451	ADIR003389	LOC109429298
OG0002452	ADIR016060	LOC109622685
OG0002453	ADIR001323	LOC109427437, LOC134284651
OG0002454	ADIR001223	LOC115254485
OG0002455	ADIR009389	LOC115260391, LOC109429374
OG0002456	ADIR009474	LOC109433510, LOC109410673
OG0002457	ADIR002156	LOC109410655
OG0002458	ADIR002157	LOC109410656
OG0002459	ADIR002158	LOC109433485
OG0002460	ADIR010221	LOC109411327
OG0002461	ADIR010218	LOC109415391
OG0002462	ADIR010205	LOC115254152
OG0002463	ADIR000972	LOC115256417
OG0002464	ADIR004800	LOC109420949, LOC109428960
OG0002465	ADIR005415	LOC109400723
OG0002466	ADIR009562	LOC109407578
OG0002467	ADIR000338	LOC109425912
OG0002468	ADIR015965	LOC109401774
OG0002469	ADIR015978	LOC109401773
OG0002470	ADIR009784	LOC109397889
OG0002471	ADIR011429	LOC134285697, LOC109416133
OG0002472	ADIR004924	LOC109416125
OG0002473	ADIR004266	LOC109425676
OG0002474	ADIR011293	LOC115258592, LOC109428894
OG0002475	ADIR011285	LOC134289091, LOC109428851
OG0002476	ADIR011288	LOC115258597, LOC115264813
OG0002477	ADIR001777, ADIR001776	LOC109417146
OG0002478	ADIR005567	LOC109406308
OG0002479	ADIR005193, ADIR007494	LOC109422770
OG0002480	ADIR009692	LOC109425125
OG0002481	ADIR004893	LOC109621402
OG0002482	ADIR015841	LOC109421811, LOC109422789
OG0002483	ADIR003441	LOC109430213
OG0002484	ADIR006591	LOC109432132
OG0002485	ADIR008445	LOC109430214
OG0002486	ADIR006588	LOC109432118
OG0002487	ADIR005363	LOC109432163
OG0002488	ADIR005662	LOC109398924
OG0002489	ADIR002057	LOC109398916
OG0002490	ADIR002060	LOC109401589
OG0002491	ADIR015715	LOC109431048
OG0002492	ADIR015716	LOC109407800
OG0002493	ADIR009731	LOC109431047, LOC134291461
OG0002494	ADIR000354	LOC109431050
OG0002495	ADIR010654	LOC109398833
OG0002496	ADIR008474	LOC134283901
OG0002497	ADIR002578	LOC109413893
OG0002498	ADIR003438, ADIR003437	LOC115255941
OG0002499	ADIR001842	LOC109408612, LOC134290875
OG0002500	ADIR002428	LOC109426170
OG0002501	ADIR015704	LOC115263428
OG0002502	ADIR009193	LOC109408615
OG0002503	ADIR002433	LOC109418452
OG0002504	ADIR002435	LOC109426183
OG0002505	ADIR010512	LOC109427110
OG0002506	ADIR003392	LOC109430272
OG0002507	ADIR003390	LOC109415541
OG0002508	ADIR002105	LOC109401602
OG0002509	ADIR002835	LOC109413662
OG0002510	ADIR010317	LOC109413672
OG0002511	ADIR008481	LOC109413677
OG0002512	ADIR010316	LOC109622406
OG0002513	ADIR002781	LOC109413801
OG0002514	ADIR010393	LOC109424031
OG0002515	ADIR006623	LOC109412286
OG0002516	ADIR008142	LOC109412821
OG0002517	ADIR008144	LOC109418134
OG0002518	ADIR008140	LOC109418128
OG0002519	ADIR005485	LOC109418316
OG0002520	ADIR003022	LOC109428086
OG0002522	ADIR009813	LOC109418463
OG0002523	ADIR009817	LOC109408911
OG0002524	ADIR005284	LOC109422823, LOC115254235
OG0002525	ADIR002736	LOC134289479
OG0002526	ADIR001546	LOC109430536
OG0002527	ADIR002738	LOC134284727
OG0002528	ADIR002734	LOC109414188
OG0002529	ADIR002739	LOC134284463
OG0002531	ADIR002021	LOC109425980
OG0002532	ADIR001996, ADIR001995	LOC115268207
OG0002533	ADIR002008	LOC115268040
OG0002534	ADIR002002	LOC109425999
OG0002535	ADIR000335	LOC109402897, LOC115264784
OG0002536	ADIR000601	LOC115265852
OG0002537	ADIR003589	LOC109408035, LOC109405150
OG0002538	ADIR011419	LOC109402504
OG0002539	ADIR006376	LOC109402526
OG0002540	ADIR011418	LOC109621378
OG0002541	ADIR006375	LOC109402524
OG0002542	ADIR005651	LOC109405592, LOC134291522
OG0002543	ADIR005743	LOC109399481
OG0002544	ADIR005899	LOC109416575, LOC109404263
OG0002545	ADIR006031	LOC109404617, LOC109411691
OG0002546	ADIR006035	LOC115262165
OG0002547	ADIR016084	LOC115255812, LOC109398050
OG0002548	ADIR008129	LOC109397944, LOC109418984
OG0002549	ADIR016193, ADIR016192	LOC109425640
OG0002550	ADIR005829	LOC115264543
OG0002551	ADIR007987	LOC115269966
OG0002552	ADIR007986	LOC109422844
OG0002553	ADIR005941	LOC109398302
OG0002554	ADIR016113	LOC109402332
OG0002555	ADIR010008	LOC134290438, LOC109422745
OG0002556	ADIR009308	LOC109411905
OG0002557	ADIR001959	LOC109410563
OG0002558	ADIR001966	LOC109421148
OG0002559	ADIR001960	LOC109410561
OG0002560	ADIR001961	LOC109421162
OG0002561	ADIR002867	LOC109423199
OG0002562	ADIR008815	LOC109427130, LOC134288527
OG0002563	ADIR008816	LOC109406571, LOC134287362
OG0002564	ADIR004166	LOC109426577
OG0002565	ADIR004154	LOC134288526, LOC109426566
OG0002566	ADIR000449	LOC109426432
OG0002567	ADIR003302	LOC109415072
OG0002568	ADIR000447	LOC109404008
OG0002569	ADIR002770	LOC109414133
