Orthogroup	AdirusWRAIR2	LlongipalpisASM
OG0007186	ADIR008076	LOC129792096
OG0007187	ADIR000900	LOC129791060
OG0007188	ADIR000690	LOC129788513
OG0007189	ADIR003789	LOC129792276
OG0007190	ADIR010473	LOC129797779
OG0007191	ADIR008449	LOC129787469
OG0007192	ADIR015911	LOC129794042
OG0007193	ADIR003273	LOC129797842
OG0007194	ADIR008372	LOC129796891
OG0007195	ADIR003462	LOC129797754
OG0007196	ADIR007562	LOC129793058
OG0007197	ADIR006712	LOC129786651
OG0007198	ADIR015690	LOC129797852
OG0007199	ADIR007585	LOC129792834
OG0007200	ADIR010751	LOC129788696
OG0007201	ADIR004282	LOC129793201
OG0007202	ADIR005986	LOC129792923
OG0007203	ADIR005346	LOC129789925
OG0007204	ADIR007221	LOC129792910
OG0007205	ADIR001502	LOC129788846
OG0007206	ADIR003298	LOC129786977
OG0007207	ADIR001166	LOC129789581
OG0007208	ADIR004758	LOC129797442
OG0007209	ADIR003278	LOC129797832
OG0007210	ADIR011289	LOC129790182
OG0007211	ADIR001652	LOC129792948
OG0007212	ADIR008613	LOC129794143
OG0007213	ADIR002575	LOC129786850
OG0007214	ADIR007950	LOC129793293
OG0007215	ADIR008739	LOC129794226
OG0007216	ADIR011649	LOC129787456
OG0007217	ADIR008332	LOC129786411
OG0007218	ADIR005886	LOC129790462
OG0007219	ADIR004679	LOC129790488
OG0007220	ADIR006495	LOC129787167
OG0007221	ADIR003146	LOC129789335
OG0007222	ADIR003562	LOC129792914
OG0007223	ADIR011324	LOC129790477
OG0007224	ADIR001146	LOC129789825
OG0007225	ADIR005542	LOC129785940
OG0007226	ADIR003850	LOC129792916
OG0007227	ADIR005957	LOC129790641
OG0007228	ADIR004231	LOC129790905
OG0007229	ADIR007211	LOC129792545
OG0007230	ADIR009850	LOC129796914
OG0007231	ADIR003897	LOC129794111
OG0007232	ADIR011652	LOC129789878
OG0007233	ADIR011111	LOC129790653
OG0007234	ADIR010874	LOC129788606
OG0007235	ADIR006286	LOC129794754
OG0007236	ADIR001117	LOC129788667
OG0007237	ADIR007038	LOC129791544
OG0007238	ADIR008526	LOC129791291
OG0007239	ADIR007489	LOC129792517
OG0007240	ADIR007933	LOC129795008
OG0007241	ADIR003874	LOC129793561
OG0007242	ADIR007790	LOC129792067
OG0007243	ADIR007230	LOC129793447
OG0007244	ADIR006991	LOC129794190
OG0007245	ADIR001439	LOC129790963
OG0007246	ADIR008705	LOC129792482
OG0007247	ADIR009326	LOC129789090
OG0007248	ADIR001232	LOC129793814, LOC129793804
OG0007250	ADIR001448	LOC129786295
OG0007251	ADIR011657	LOC129792302
OG0007252	ADIR009904	LOC129786432
OG0007254	ADIR009833	LOC129797522
OG0007255	ADIR007821	LOC129792956
OG0007257	ADIR010428	LOC129787531
OG0007258	ADIR000595	LOC129788067
OG0007259	ADIR003450	LOC129795809
OG0007260	ADIR003695	LOC129793554
OG0007261	ADIR005547	LOC129787852
OG0007263	ADIR011651	LOC129789840
OG0007264	ADIR008962	LOC129791230
OG0007265	ADIR002757	LOC129796783
OG0007266	ADIR002408	LOC129792685
OG0007267	ADIR000016	LOC129791395
OG0007268	ADIR005231	LOC129797379
OG0007269	ADIR000501	LOC129794769
OG0007270	ADIR003191	LOC129795664
OG0007272	ADIR002210	LOC129786159
OG0007273	ADIR009423	LOC129793353
OG0007274	ADIR003801	LOC129793338
OG0007275	ADIR002684	LOC129797045
OG0007276	ADIR002203	LOC129794887
OG0007277	ADIR004626	LOC129786021
OG0007278	ADIR007209	LOC129787248
OG0007279	ADIR001373	LOC129787522
OG0007281	ADIR008704	LOC129792351
OG0007282	ADIR008255	LOC129797740
OG0007283	ADIR011262	LOC129788915
OG0007284	ADIR001386	LOC129787012
OG0007285	ADIR002921	LOC129786238
OG0007286	ADIR015898	LOC129791547
OG0007287	ADIR000804	LOC129789685
OG0007288	ADIR001042	LOC129789540
OG0007290	ADIR005548	LOC129787846
OG0007291	ADIR001646	LOC129791620
OG0007292	ADIR009011	LOC129789307
OG0007293	ADIR003485	LOC129789642
OG0007294	ADIR011642	LOC129786396
OG0007295	ADIR000791	LOC129791887
OG0007296	ADIR000185	LOC129794784
OG0007297	ADIR007803	LOC129791621
OG0007298	ADIR002065	LOC129792454
OG0007299	ADIR008573	LOC129796002
OG0007300	ADIR000921	LOC129789106, LOC129788879
OG0007301	ADIR008037	LOC129791636
OG0007302	ADIR015718	LOC129795279
OG0007303	ADIR010739	LOC129794088
OG0007304	ADIR006087	LOC129788932
OG0007305	ADIR000863	LOC129787486
OG0007306	ADIR002895	LOC129787951
OG0007307	ADIR000786	LOC129791713
OG0007308	ADIR000252	LOC129796473
OG0007309	ADIR007894	LOC129787384
OG0007310	ADIR006843	LOC129793997
OG0007311	ADIR008519	LOC129791433
OG0007312	ADIR007800	LOC129791618
OG0007313	ADIR007714	LOC129792666
OG0007315	ADIR005902	LOC129790112
OG0007316	ADIR014869	LOC129790278, LOC129796160
OG0007317	ADIR010506	LOC129788072
OG0007318	ADIR005754	LOC129787023
OG0007319	ADIR000811	LOC129787513
OG0007320	ADIR011515	LOC129793290
OG0007321	ADIR001603	LOC129793702
OG0007322	ADIR006696	LOC129792224
OG0007323	ADIR003442	LOC129786424
OG0007325	ADIR001645	LOC129791623
OG0007326	ADIR010284	LOC129791655
OG0007327	ADIR001087	LOC129790820
OG0007328	ADIR010138	LOC129794990
OG0007329	ADIR005909	LOC129788941
OG0007330	ADIR011058	LOC129788878
OG0007331	ADIR010680	LOC129785865
OG0007332	ADIR005851	LOC129791240
OG0007333	ADIR011210	LOC129789145
OG0007335	ADIR009797	LOC129793717
OG0007336	ADIR003857	LOC129792472
OG0007337	ADIR005119	LOC129794668
OG0007338	ADIR010939	LOC129795527
OG0007339	ADIR000113	LOC129786164
OG0007340	ADIR005883	LOC129788161
OG0007341	ADIR009076	LOC129787871
OG0007342	ADIR007479	LOC129792921
OG0007344	ADIR010170	LOC129787031
OG0007345	ADIR002886	LOC129787613
OG0007346	ADIR001444	LOC129785873
OG0007347	ADIR009799	LOC129786641
OG0007348	ADIR007939	LOC129797280
OG0007350	ADIR010901	LOC129790735
OG0007351	ADIR006753	LOC129790772
OG0007352	ADIR006745	LOC129787151
OG0007353	ADIR009756	LOC129796790
OG0007354	ADIR007737	LOC129787728
OG0007355	ADIR001103	LOC129791652
OG0007357	ADIR011093	LOC129789317
OG0007358	ADIR006709	LOC129786991
OG0007359	ADIR001261	LOC129786311
OG0007360	ADIR000310	LOC129786161
OG0007361	ADIR004672	LOC129794099
OG0007362	ADIR007810	LOC129793455
OG0007364	ADIR010187	LOC129797093
OG0007365	ADIR007164	LOC129793850
OG0007366	ADIR007774	LOC129793524
OG0007367	ADIR008309	LOC129789834
OG0007368	ADIR000893	LOC129786687
OG0007369	ADIR010265	LOC129786079
OG0007370	ADIR007538	LOC129793022
OG0007371	ADIR005843	LOC129789448
OG0007372	ADIR004270	LOC129794246
OG0007373	ADIR001485	LOC129790168
OG0007374	ADIR001074	LOC129789963
OG0007375	ADIR008811	LOC129787188
OG0007376	ADIR001252	LOC129788401
OG0007377	ADIR002856	LOC129794884
OG0007378	ADIR007331	LOC129792079
OG0007380	ADIR007993	LOC129787457
OG0007381	ADIR009223	LOC129792137
OG0007382	ADIR003579	LOC129794207
OG0007383	ADIR011664	LOC129790022
OG0007384	ADIR005812	LOC129786973
OG0007385	ADIR006010	LOC129790045
OG0007386	ADIR004610	LOC129786086
OG0007387	ADIR011560	LOC129796404
OG0007388	ADIR003104	LOC129787369
OG0007389	ADIR004986	LOC129788884
OG0007390	ADIR004316	LOC129794296
OG0007391	ADIR016143	LOC129791932
OG0007393	ADIR002564	LOC129786925
OG0007395	ADIR000232	LOC129794336
OG0007396	ADIR006950	LOC129793057
OG0007397	ADIR001123	LOC129790922
OG0007398	ADIR007712	LOC129795508
OG0007399	ADIR015771	LOC129795814
OG0007400	ADIR005571	LOC129797145
OG0007401	ADIR003694	LOC129791839
OG0007402	ADIR007344	LOC129793967
OG0007403	ADIR009222	LOC129792122
OG0007404	ADIR003071	LOC129794966
OG0007405	ADIR007195	LOC129791571
OG0007406	ADIR008247	LOC129788704
OG0007407	ADIR016199	LOC129792894
OG0007408	ADIR002209	LOC129786403
OG0007409	ADIR009153	LOC129795426
OG0007410	ADIR006541	LOC129797530
OG0007412	ADIR010629	LOC129786919
OG0007413	ADIR002925	LOC129786805
OG0007414	ADIR007128	LOC129793610
OG0007415	ADIR008733	LOC129792778
OG0007416	ADIR006429	LOC129786011
OG0007417	ADIR005991	LOC129788995
OG0007419	ADIR005444	LOC129791871
OG0007420	ADIR004216	LOC129793491
OG0007421	ADIR000156	LOC129794989
OG0007422	ADIR010693	LOC129794437
OG0007423	ADIR016156	LOC129792615
OG0007424	ADIR011644	LOC129787896
OG0007425	ADIR011663	LOC129788852
OG0007426	ADIR000112	LOC129796409
OG0007427	ADIR007475	LOC129793224, LOC129787195
OG0007428	ADIR008668	LOC129793532
OG0007429	ADIR003651	LOC129793584
OG0007432	ADIR009670	LOC129786575
OG0007433	ADIR005169	LOC129789192
OG0007434	ADIR003788	LOC129792279
OG0007435	ADIR009606	LOC129796141
OG0007436	ADIR008594	LOC129793514
OG0007437	ADIR009441	LOC129794532
OG0007438	ADIR011525	LOC129794012
OG0007439	ADIR005140	LOC129789563
OG0007440	ADIR007925	LOC129792945
OG0007441	ADIR002595	LOC129786677
OG0007442	ADIR001704	LOC129795167
OG0007443	ADIR001614	LOC129792106
OG0007444	ADIR005293	LOC129787929
OG0007445	ADIR001157	LOC129788812
OG0007446	ADIR007228	LOC129796850
OG0007447	ADIR006645	LOC129791723
OG0007448	ADIR008048	LOC129791806
OG0007449	ADIR007183	LOC129792720
OG0007450	ADIR009345	LOC129791457
OG0007451	ADIR009397	LOC129793165
OG0007452	ADIR009744	LOC129789888
OG0007453	ADIR008972	LOC129787529
OG0007454	ADIR010794	LOC129787981
OG0007455	ADIR003719	LOC129792816
OG0007456	ADIR006910	LOC129792177
OG0007458	ADIR008794	LOC129794231
OG0007459	ADIR006589	LOC129787048
OG0007461	ADIR008776	LOC129794323
OG0007462	ADIR010643	LOC129787968
OG0007463	ADIR011503	LOC129789228
OG0007464	ADIR005018	LOC129790817
OG0007466	ADIR004685	LOC129789985
OG0007469	ADIR004319	LOC129793147
OG0007470	ADIR001643	LOC129791820
OG0007471	ADIR007740	LOC129793209
OG0007472	ADIR001505	LOC129786666
OG0007473	ADIR007872	LOC129791518
OG0007475	ADIR005435	LOC129787202
OG0007476	ADIR008678	LOC129793841
OG0007477	ADIR001671	LOC129791532
OG0007478	ADIR001262	LOC129786312
OG0007479	ADIR009198	LOC129796037
OG0007480	ADIR007378	LOC129793159
OG0007481	ADIR002384	LOC129789310, LOC129789464
OG0007482	ADIR000754	LOC129791915
OG0007483	ADIR007232	LOC129792554
OG0007484	ADIR002848	LOC129786202
OG0007487	ADIR011085	LOC129789385
OG0007488	ADIR009240	LOC129793711
OG0007489	ADIR002605	LOC129787418
OG0007490	ADIR000787	LOC129789394
OG0007491	ADIR007060	LOC129794280
OG0007492	ADIR008278	LOC129790292
OG0007493	ADIR001506	LOC129789759
OG0007494	ADIR000982	LOC129791187
OG0007496	ADIR015698	LOC129787382
OG0007497	ADIR005411	LOC129786756
OG0007498	ADIR007170	LOC129792598
OG0007499	ADIR007354	LOC129791466
OG0007500	ADIR005424	LOC129787550
OG0007503	ADIR003484	LOC129788703
OG0007504	ADIR002080	LOC129795505
OG0007505	ADIR005726	LOC129795041
OG0007506	ADIR002022	LOC129794338
OG0007507	ADIR007664	LOC129793827
OG0007508	ADIR004982	LOC129789306
OG0007509	ADIR010186	LOC129787451
OG0007510	ADIR006275	LOC129790526
OG0007511	ADIR003938	LOC129788934
OG0007512	ADIR015507	LOC129795538
OG0007513	ADIR007025	LOC129791822
OG0007514	ADIR008711	LOC129791941
OG0007515	ADIR002915	LOC129788088
OG0007516	ADIR007305	LOC129792605
OG0007517	ADIR003015	LOC129788423
OG0007518	ADIR000327	LOC129795490
OG0007519	ADIR011215	LOC129795439
OG0007520	ADIR009195	LOC129796052
OG0007521	ADIR001366	LOC129788676
OG0007522	ADIR008795	LOC129794229
OG0007523	ADIR001066	LOC129790674
OG0007524	ADIR009245	LOC129791781
OG0007525	ADIR003713	LOC129792228
OG0007527	ADIR011698	LOC129787964
OG0007528	ADIR008687	LOC129793542
OG0007529	ADIR002992	LOC129787814
OG0007530	ADIR007587	LOC129792075
OG0007531	ADIR008401	LOC129797537
OG0007532	ADIR002939	LOC129788206
OG0007533	ADIR001481	LOC129789638
OG0007534	ADIR002981	LOC129787811
OG0007536	ADIR007886	LOC129791667
OG0007537	ADIR003621	LOC129791913
OG0007538	ADIR006006	LOC129790051
OG0007539	ADIR001492	LOC129790143
OG0007540	ADIR008402	LOC129790145
OG0007541	ADIR011016	LOC129785830
OG0007543	ADIR016164	LOC129793161
OG0007544	ADIR006508	LOC129787628
OG0007545	ADIR009124	LOC129786374
OG0007546	ADIR000004	LOC129795997
OG0007547	ADIR009672	LOC129791220
OG0007548	ADIR005216	LOC129790363
OG0007549	ADIR001896	LOC129795435
OG0007550	ADIR011361	LOC129794119
OG0007551	ADIR006262	LOC129794056
OG0007552	ADIR002577	LOC129786853
OG0007553	ADIR003482	LOC129790668
OG0007554	ADIR004813	LOC129791004
OG0007555	ADIR011453	LOC129788383
OG0007556	ADIR011081	LOC129791465
OG0007557	ADIR009677	LOC129794828
OG0007558	ADIR011204	LOC129791624
OG0007559	ADIR005256	LOC129796922
OG0007560	ADIR005725	LOC129796536
OG0007561	ADIR007707	LOC129791705
OG0007562	ADIR002235	LOC129796308
OG0007563	ADIR005042	LOC129788053
OG0007564	ADIR009085	LOC129787797
OG0007565	ADIR009224	LOC129792095
OG0007566	ADIR001385	LOC129791078
OG0007567	ADIR011275	LOC129791125
OG0007568	ADIR009805	LOC129792138
OG0007569	ADIR005962	LOC129794110
OG0007570	ADIR008722	LOC129785939
OG0007571	ADIR002787	LOC129797163
OG0007572	ADIR009953	LOC129794082
OG0007573	ADIR005861	LOC129787541
OG0007574	ADIR015684	LOC129791776
OG0007576	ADIR016157	LOC129791784
OG0007577	ADIR000127	LOC129790122
OG0007578	ADIR005551	LOC129787025
OG0007579	ADIR008412	LOC129797860
OG0007580	ADIR004015	LOC129792893
OG0007581	ADIR007067	LOC129793755
OG0007582	ADIR004741	LOC129793624, LOC129790709
OG0007583	ADIR000529	LOC129795484
OG0007584	ADIR002745	LOC129797475
OG0007585	ADIR010384	LOC129796607
OG0007586	ADIR010564	LOC129796993
OG0007587	ADIR003729	LOC129791606
OG0007588	ADIR000842	LOC129787652
OG0007589	ADIR001078	LOC129789875
OG0007590	ADIR001739	LOC129797432
OG0007591	ADIR009072	LOC129787858
OG0007592	ADIR005255	LOC129787540
OG0007593	ADIR006704	LOC129797265
OG0007594	ADIR008347	LOC129787409
OG0007595	ADIR005114	LOC129790544
OG0007597	ADIR008508	LOC129790378
OG0007598	ADIR000763	LOC129791449
OG0007599	ADIR002606	LOC129787440
OG0007600	ADIR006863	LOC129792836
OG0007601	ADIR007501	LOC129795811
OG0007602	ADIR003542	LOC129786009
OG0007603	ADIR007969	LOC129792050
OG0007604	ADIR000017	LOC129796109
OG0007605	ADIR001733	LOC129796254
OG0007606	ADIR006548	LOC129793469
OG0007607	ADIR016153	LOC129793993
OG0007608	ADIR009297	LOC129795491
OG0007610	ADIR001277	LOC129789283
OG0007611	ADIR001046	LOC129796651
OG0007613	ADIR003870	LOC129792338
OG0007614	ADIR002379	LOC129791182
OG0007615	ADIR008411	LOC129785890
OG0007616	ADIR004144	LOC129793737
OG0007617	ADIR001403	LOC129788727
OG0007618	ADIR003301	LOC129786234
OG0007619	ADIR001587	LOC129794206
OG0007620	ADIR015671	LOC129787497
OG0007621	ADIR006859	LOC129793302
OG0007622	ADIR007703	LOC129791704
OG0007623	ADIR011019	LOC129788945
OG0007624	ADIR007176	LOC129791978
OG0007625	ADIR011659	LOC129790598
OG0007626	ADIR015776	LOC129787077
OG0007627	ADIR008827	LOC129793475
OG0007628	ADIR000536	LOC129794626
OG0007630	ADIR006140	LOC129790072
OG0007631	ADIR000807	LOC129792579
OG0007632	ADIR010597	LOC129797153
OG0007633	ADIR007461	LOC129794279
OG0007634	ADIR008726	LOC129792483
OG0007635	ADIR003836	LOC129792246
OG0007636	ADIR003393	LOC129797866
OG0007637	ADIR009559	LOC129796586
OG0007638	ADIR003791	LOC129791819
OG0007639	ADIR004131	LOC129790271
OG0007640	ADIR009923	LOC129793169
OG0007641	ADIR011428	LOC129789302
OG0007642	ADIR004241	LOC129792480
OG0007643	ADIR001438	LOC129788933
OG0007644	ADIR008035	LOC129791572
OG0007645	ADIR004424	LOC129786540
OG0007646	ADIR003784	LOC129791774
OG0007648	ADIR000948	LOC129790908
OG0007649	ADIR004617	LOC129788734
OG0007650	ADIR003137	LOC129797247
OG0007651	ADIR005166	LOC129788385
OG0007652	ADIR003583	LOC129793382
OG0007653	ADIR000115	LOC129794729
OG0007654	ADIR005958	LOC129794157
OG0007655	ADIR006502	LOC129787748
OG0007656	ADIR010521	LOC129788718
OG0007657	ADIR008119	LOC129786030
OG0007658	ADIR007830	LOC129792796
OG0007660	ADIR006398	LOC129797469
OG0007661	ADIR007401	LOC129794277
OG0007663	ADIR006451	LOC129796935
OG0007664	ADIR005331	LOC129797212
OG0007665	ADIR004560	LOC129786013
OG0007666	ADIR006034	LOC129790659
OG0007668	ADIR006946	LOC129792819
OG0007669	ADIR001445	LOC129786418
OG0007670	ADIR005367	LOC129787882
OG0007671	ADIR005472	LOC129791867
OG0007672	ADIR005539	LOC129794569
OG0007674	ADIR003941	LOC129794074
OG0007675	ADIR004879	LOC129789485
OG0007676	ADIR008583	LOC129789100
OG0007677	ADIR003825	LOC129792930
OG0007678	ADIR003760	LOC129792494
OG0007679	ADIR009490	LOC129787121
OG0007680	ADIR001197	LOC129790465
OG0007681	ADIR001076	LOC129791234
OG0007682	ADIR001126	LOC129789399
OG0007683	ADIR011516	LOC129793501
OG0007684	ADIR002032	LOC129795303
OG0007685	ADIR001472	LOC129787892
OG0007686	ADIR004954	LOC129785831
OG0007688	ADIR008199	LOC129791567
OG0007689	ADIR010334	LOC129786400
OG0007690	ADIR007785	LOC129793130
OG0007691	ADIR001416	LOC129788759
OG0007692	ADIR004646	LOC129787891
OG0007693	ADIR004768	LOC129790046
OG0007694	ADIR011241	LOC129794244
OG0007695	ADIR005992	LOC129791842
OG0007696	ADIR000029	LOC129795455
OG0007697	ADIR000967	LOC129793795
OG0007698	ADIR000617	LOC129788732
OG0007699	ADIR005430	LOC129797426
OG0007700	ADIR000526	LOC129796701
OG0007701	ADIR004597	LOC129786989
OG0007702	ADIR000108	LOC129795285
OG0007703	ADIR008223	LOC129794286
OG0007704	ADIR007374	LOC129794341
OG0007705	ADIR000172	LOC129789353
OG0007706	ADIR003312	LOC129797785
OG0007707	ADIR010017	LOC129786402
OG0007708	ADIR002141	LOC129796525
OG0007709	ADIR007423	LOC129785849
OG0007710	ADIR004501	LOC129786514
OG0007711	ADIR006853	LOC129789660
OG0007712	ADIR007013	LOC129787006
OG0007713	ADIR000356	LOC129796354
OG0007714	ADIR009001	LOC129791286
OG0007715	ADIR015682	LOC129787079
OG0007716	ADIR000152	LOC129792570
OG0007717	ADIR011501	LOC129786613
OG0007719	ADIR003565	LOC129793952
OG0007720	ADIR004230	LOC129793363
OG0007721	ADIR008036	LOC129791595
OG0007722	ADIR009421	LOC129788950
OG0007723	ADIR016149	LOC129792553
OG0007724	ADIR002350	LOC129795449
OG0007725	ADIR006069	LOC129790129
OG0007726	ADIR001256	LOC129790619
OG0007727	ADIR005307	LOC129788428
OG0007728	ADIR000691	LOC129788070
OG0007729	ADIR006532	LOC129797721
OG0007730	ADIR002943	LOC129787526
OG0007731	ADIR000612	LOC129791326
OG0007732	ADIR011006	LOC129790729
OG0007733	ADIR008667	LOC129792629
OG0007734	ADIR003682	LOC129793269
OG0007735	ADIR004096	LOC129789592
OG0007736	ADIR010528	LOC129797424
OG0007737	ADIR009635	LOC129795463
OG0007738	ADIR009547	LOC129786081
OG0007739	ADIR000412	LOC129796044
OG0007740	ADIR005557	LOC129787032
OG0007741	ADIR010383	LOC129797736
OG0007742	ADIR001018	LOC129790092
OG0007743	ADIR001165	LOC129790706
OG0007744	ADIR005729	LOC129795459
OG0007745	ADIR005717	LOC129794683
OG0007748	ADIR007289	LOC129786479
OG0007750	ADIR006413	LOC129787521
OG0007751	ADIR010102	LOC129796778
OG0007752	ADIR016054	LOC129792718
OG0007753	ADIR005199	LOC129790704
OG0007754	ADIR010852	LOC129793448
OG0007755	ADIR008810	LOC129790502
OG0007757	ADIR001040	LOC129789829
OG0007758	ADIR010553	LOC129786891
OG0007760	ADIR007065	LOC129792375
OG0007761	ADIR006985	LOC129794060
OG0007762	ADIR008461	LOC129796351
OG0007763	ADIR007188	LOC129792371
OG0007764	ADIR008897	LOC129786215
OG0007765	ADIR009519	LOC129795447
OG0007767	ADIR003553	LOC129786621
OG0007768	ADIR006309	LOC129788438
OG0007770	ADIR002446	LOC129787614
OG0007771	ADIR004647	LOC129789143
OG0007772	ADIR001212	LOC129788677
OG0007773	ADIR001405	LOC129791455
OG0007774	ADIR008264	LOC129791438
OG0007775	ADIR011570	LOC129795085
OG0007778	ADIR008940	LOC129788639
OG0007781	ADIR010638	LOC129797683
OG0007784	ADIR001229	LOC129785836
OG0007785	ADIR005482	LOC129794638
OG0007787	ADIR009188	LOC129797373
OG0007796	ADIR010681	LOC129793773
OG0007802	ADIR001955	LOC129789261, LOC129789693
OG0007813	ADIR014689, ADIR008214	LOC129792057, LOC129792054
OG0007838	ADIR002644	LOC129787581
OG0007839	ADIR002649	LOC129797335
OG0007840	ADIR009915	LOC129797750
OG0007842	ADIR006710	LOC129787916
OG0007846	ADIR006641	LOC129788876
OG0007852	ADIR005655	LOC129786373
OG0007853	ADIR009128	LOC129795324
OG0007856	ADIR011530	LOC129792478
OG0007857	ADIR011532	LOC129787007, LOC129787013
OG0007858	ADIR011531	LOC129792479
OG0007860	ADIR009754	LOC129796634
OG0007863	ADIR009753	LOC129795864
OG0007864	ADIR006907	LOC129792178
OG0007866	ADIR000049	LOC129795725
OG0007867	ADIR011032	LOC129789919
OG0007868	ADIR007556	LOC129793144
OG0007875	ADIR002029	LOC129795084
OG0007877	ADIR002031	LOC129795301
OG0007878	ADIR006458	LOC129796900
OG0007881	ADIR010142	LOC129795179
OG0007884	ADIR000291	LOC129795460
OG0007887	ADIR005752	LOC129795721
OG0007890	ADIR003419	LOC129796301
OG0007891	ADIR000553	LOC129794805
OG0007892	ADIR000565	LOC129793883
OG0007893	ADIR000568	LOC129795200
OG0007894	ADIR005915	LOC129790670
OG0007895	ADIR005892	LOC129789973
OG0007897	ADIR008171	LOC129797771
OG0007902	ADIR003368	LOC129796255
OG0007903	ADIR011571	LOC129794576
OG0007904	ADIR005637	LOC129794587
OG0007907	ADIR011576	LOC129787688
OG0007911	ADIR005550	LOC129787854
OG0007914	ADIR008456	LOC129796572
OG0007915	ADIR003002	LOC129787796
OG0007916	ADIR008450	LOC129793637
OG0007917	ADIR010178	LOC129791902
OG0007918	ADIR003004	LOC129787804
OG0007919	ADIR005218	LOC129791775
