Orthogroup	Aalbopictus_AalbF5	AminimusMINIMUS1
OG0004684	LOC109621949	AMIN000980
OG0004685	LOC109404209	AMIN007186
OG0004686	LOC109621974	AMIN001535
OG0004687	LOC109415045	AMIN006758
OG0004688	LOC109407024	AMIN009791
OG0004689	LOC109429703	AMIN006422
OG0004690	LOC109402527	AMIN006027
OG0004691	LOC109429702	AMIN009605
OG0004692	LOC109416792	AMIN006025
OG0004693	LOC109402578	AMIN006026
OG0004694	LOC109416782	AMIN007103
OG0004695	LOC109402598	AMIN015918
OG0004696	LOC109429704	AMIN006420
OG0004697	LOC109416802	AMIN006421
OG0004698	LOC115262072	AMIN009792
OG0004700	LOC109414624	AMIN004206
OG0004701	LOC109414612	AMIN000103
OG0004702	LOC109414597	AMIN010753
OG0004703	LOC109424830	AMIN004210
OG0004704	LOC109414601	AMIN010752
OG0004705	LOC109414593	AMIN010755
OG0004706	LOC109414606	AMIN010744
OG0004707	LOC109424850	AMIN010754
OG0004708	LOC109414605	AMIN010745
OG0004709	LOC115270899	AMIN000674
OG0004710	LOC109413884	AMIN000673
OG0004711	LOC109426258	AMIN007376
OG0004712	LOC109398043	AMIN010103
OG0004713	LOC109411191	AMIN006534
OG0004714	LOC109400777	AMIN006524
OG0004715	LOC109399594	AMIN004239
OG0004716	LOC109400801	AMIN006531
OG0004717	LOC109411189	AMIN006536
OG0004718	LOC109399622	AMIN006532
OG0004719	LOC109398115	AMIN007375
OG0004720	LOC109423177	AMIN004617
OG0004721	LOC115266637	AMIN016178
OG0004722	LOC109406928	AMIN001365
OG0004723	LOC109409668	AMIN010278
OG0004724	LOC109401727	AMIN010272
OG0004725	LOC115265371	AMIN011193
OG0004726	LOC115265366	AMIN010270
OG0004727	LOC115265751	AMIN011185
OG0004728	LOC109409672	AMIN011192
OG0004729	LOC109406056	AMIN011186
OG0004730	LOC115265374	AMIN011183
OG0004731	LOC109406058	AMIN011177
OG0004732	LOC109409656	AMIN010266
OG0004733	LOC109409650	AMIN010263
OG0004734	LOC109417297	AMIN010275
OG0004735	LOC115266602	AMIN016164
OG0004736	LOC109423702	AMIN002896
OG0004737	LOC115254193	AMIN002900
OG0004738	LOC109415778	AMIN002904
OG0004739	LOC109424043	AMIN002898
OG0004740	LOC109415335	AMIN002889
OG0004741	LOC115266610	AMIN002897
OG0004742	LOC115266597	AMIN016165
OG0004743	LOC109423801	AMIN014263
OG0004744	LOC109432201	AMIN004035
OG0004745	LOC109397815	AMIN001957
OG0004746	LOC109420223	AMIN009945
OG0004747	LOC109405359	AMIN005080
OG0004748	LOC109420220	AMIN016206
OG0004749	LOC115255641	AMIN005720
OG0004750	LOC109405365	AMIN003334
OG0004751	LOC109425214	AMIN006636
OG0004752	LOC109424717	AMIN008754
OG0004753	LOC109412773	AMIN008121
OG0004754	LOC109397407	AMIN006966
OG0004755	LOC109424722	AMIN008187
OG0004756	LOC109411290	AMIN001610
OG0004757	LOC109410021	AMIN010384
OG0004758	LOC109410022	AMIN010383
OG0004759	LOC109419674, LOC115265750	AMIN010379
OG0004760	LOC109419676	AMIN010377
OG0004761	LOC109433032	AMIN001605
OG0004762	LOC109411282	AMIN016066
OG0004763	LOC109433087	AMIN001611
OG0004764	LOC109420651	AMIN001930
OG0004765	LOC109426199	AMIN003053
OG0004766	LOC109429462	AMIN001542
OG0004767	LOC115263759	AMIN003049
OG0004768	LOC109420653	AMIN001934
OG0004769	LOC109401083	AMIN009860
OG0004770	LOC109415959	AMIN000649
OG0004771	LOC109400973	AMIN009865
OG0004772	LOC109400989	AMIN009868
OG0004773	LOC109400990	AMIN009858
OG0004774	LOC109400876	AMIN004722
OG0004775	LOC134283972, LOC109429301	AMIN000255
OG0004776	LOC109398222	AMIN000340
OG0004777	LOC109400818	AMIN004726
OG0004778	LOC109398221	AMIN004664
OG0004779	LOC115259414	AMIN002587
OG0004780	LOC115263769	AMIN004757
OG0004781	LOC115259822	AMIN004666
OG0004782	LOC109429313	AMIN004720
OG0004783	LOC109427436	AMIN005304
OG0004784	LOC109427449, LOC134285225	AMIN006850
OG0004785	LOC109427441	AMIN005502
OG0004786	LOC115254483	AMIN005500
OG0004787	LOC109413726	AMIN001477
OG0004788	LOC109409628	AMIN007209
OG0004789	LOC109429377	AMIN007241
OG0004790	LOC109429367	AMIN015809
OG0004791	LOC109409615	AMIN001480
OG0004792	LOC109413695	AMIN001479
OG0004793	LOC109429376	AMIN007242
OG0004794	LOC109409620	AMIN001476
OG0004795	LOC109433516	AMIN004447
OG0004796	LOC109410650	AMIN004449
OG0004797	LOC109433480	AMIN009176
OG0004798	LOC109410708	AMIN004448
OG0004799	LOC109410665	AMIN007054
OG0004800	LOC109410667	AMIN006975
OG0004801	LOC109433478	AMIN009177
OG0004802	LOC109410654	AMIN009172
OG0004803	LOC109410652	AMIN009171
OG0004804	LOC109427069	AMIN002351
OG0004805	LOC109411331	AMIN002354
OG0004806	LOC109427619	AMIN008209
OG0004807	LOC109417984	AMIN003095
OG0004808	LOC109416331	AMIN003097
OG0004809	LOC109427621	AMIN003094
OG0004810	LOC109431131	AMIN007443
OG0004811	LOC109431116	AMIN002010
OG0004812	LOC109431083	AMIN005823
OG0004813	LOC115261055	AMIN005820
OG0004814	LOC134287753, LOC109421021	AMIN006145
OG0004815	LOC109423625	AMIN002883
OG0004816	LOC109407580	AMIN004512
OG0004817	LOC115262185	AMIN000486
OG0004818	LOC109407579	AMIN004513
OG0004819	LOC109425850	AMIN008712
OG0004820	LOC109425843	AMIN004511
OG0004821	LOC109425913	AMIN006910
OG0004822	LOC109401792	AMIN002229
OG0004823	LOC109406138	AMIN000816
OG0004824	LOC109406152	AMIN015742
OG0004825	LOC109401765	AMIN015832
OG0004826	LOC109428008	AMIN002267
OG0004827	LOC109418190	AMIN002268
OG0004828	LOC109397881	AMIN005047
OG0004829	LOC109397884	AMIN000584
OG0004830	LOC109416129	AMIN002809
OG0004831	LOC109416128	AMIN000065
OG0004832	LOC109402099	AMIN001707
OG0004833	LOC115254981	AMIN001704
OG0004834	LOC109402103	AMIN001705
OG0004835	LOC115254988	AMIN001701
OG0004836	LOC115254982	AMIN001703
OG0004837	LOC109402115	AMIN001700
OG0004838	LOC115254978	AMIN001709
OG0004839	LOC109402101	AMIN001706
OG0004840	LOC109425677	AMIN007683
OG0004841	LOC109399352	AMIN004007
OG0004842	LOC109433397	AMIN002574
OG0004843	LOC115268809	AMIN002578
OG0004844	LOC109428908	AMIN006140
OG0004845	LOC109421015	AMIN006150
OG0004846	LOC109433363	AMIN002577
OG0004847	LOC109399347	AMIN002575
OG0004848	LOC109433368	AMIN002576
OG0004849	LOC109406306	AMIN003236
OG0004850	LOC109422773	AMIN003726
OG0004851	LOC109417145	AMIN008421
OG0004852	LOC109422772	AMIN002052
OG0004853	LOC109402499	AMIN009142
OG0004854	LOC109621384	AMIN009148
OG0004855	LOC109621391	AMIN009141
OG0004856	LOC109621734	AMIN009143
OG0004857	LOC115268609	AMIN009139
OG0004858	LOC109425124	AMIN007224
OG0004859	LOC109621383	AMIN009508
OG0004860	LOC109402479	AMIN009138
OG0004861	LOC109402491	AMIN009145
OG0004862	LOC109621380	AMIN009155
OG0004863	LOC109402509	AMIN009150
OG0004864	LOC109433355	AMIN002573
OG0004865	LOC109433366	AMIN002568
OG0004866	LOC109433389	AMIN002571
OG0004867	LOC109433396	AMIN002572
OG0004868	LOC109400934	AMIN005419
OG0004869	LOC109400911	AMIN005417
OG0004870	LOC109430448	AMIN004570
OG0004871	LOC109430360	AMIN003168
OG0004872	LOC109432134	AMIN003166
OG0004873	LOC109410067	AMIN003209
OG0004874	LOC109432139	AMIN004569
OG0004875	LOC109410069	AMIN003208
OG0004876	LOC109408933	AMIN011234
OG0004877	LOC109408932	AMIN005671
OG0004878	LOC109423006	AMIN001950
OG0004879	LOC109415625	AMIN011372
OG0004880	LOC109415627	AMIN001949
OG0004881	LOC109408930	AMIN005670
OG0004882	LOC109415626	AMIN005576
OG0004883	LOC109433624	AMIN005414
OG0004884	LOC109432381	AMIN002139
OG0004885	LOC109399010	AMIN009287
OG0004886	LOC109398962	AMIN007496
OG0004887	LOC109399059	AMIN009286
OG0004888	LOC115254125	AMIN004461
OG0004889	LOC109398993	AMIN009288
OG0004890	LOC109398914	AMIN008995
OG0004891	LOC109410035	AMIN010393
OG0004892	LOC109419650	AMIN010398
OG0004893	LOC115264841	AMIN010397
OG0004894	LOC109405273	AMIN007773
OG0004895	LOC109429172	AMIN000797
OG0004896	LOC109398796	AMIN000789
OG0004897	LOC109398798	AMIN000791
OG0004898	LOC109429174	AMIN000793
OG0004899	LOC109429189	AMIN004106
OG0004900	LOC109398804	AMIN000788
OG0004901	LOC109429182	AMIN000865
OG0004902	LOC115261372	AMIN000790
OG0004903	LOC109424102	AMIN000701
OG0004904	LOC109416295	AMIN001166
OG0004905	LOC109424067	AMIN004165
OG0004906	LOC109416297	AMIN000670
OG0004907	LOC109416303	AMIN004164
OG0004908	LOC109416292	AMIN000707
OG0004909	LOC109416293	AMIN000708
OG0004910	LOC109413902	AMIN003200
OG0004911	LOC109421114	AMIN003196
OG0004912	LOC109413900	AMIN003199
OG0004913	LOC109412620	AMIN009059
OG0004914	LOC109419967	AMIN006173
OG0004915	LOC109404761	AMIN011031
OG0004916	LOC109621275	AMIN011028
OG0004917	LOC109404762	AMIN011032
OG0004918	LOC109404752	AMIN011022
OG0004920	LOC109411721	AMIN001898
OG0004921	LOC109421405	AMIN001909
OG0004922	LOC109420649	AMIN001899
OG0004923	LOC109411726	AMIN001901
OG0004924	LOC109408611	AMIN008769
OG0004925	LOC115263397	AMIN000804
OG0004926	LOC109421952	AMIN008137
OG0004927	LOC109408613	AMIN008135
OG0004928	LOC109421935	AMIN015576
OG0004929	LOC109427111	AMIN003305
OG0004930	LOC109427121	AMIN003311
OG0004931	LOC109400172	AMIN003304
OG0004932	LOC109427117	AMIN003308
OG0004933	LOC109427099	AMIN003296
OG0004934	LOC109400204	AMIN003310
OG0004935	LOC109400192	AMIN003306
OG0004936	LOC109430300	AMIN000247
OG0004937	LOC109431949	AMIN000608
OG0004938	LOC109430284	AMIN000245
OG0004939	LOC109430298	AMIN003243
OG0004940	LOC115254112	AMIN000248
OG0004941	LOC109431943	AMIN000607
OG0004942	LOC109430264	AMIN003794
OG0004943	LOC109430279	AMIN003173
OG0004944	LOC109430265	AMIN004564
OG0004945	LOC109397409	AMIN004260
OG0004946	LOC109397423	AMIN004261
OG0004947	LOC109401575, LOC134291598	AMIN004263
OG0004948	LOC109401606	AMIN004258
OG0004949	LOC109621796	AMIN008860
OG0004950	LOC109403594	AMIN004123
OG0004951	LOC109403475	AMIN008859
OG0004952	LOC109414772	AMIN003842
OG0004953	LOC109414765	AMIN016059
OG0004954	LOC109415679	AMIN002356
OG0004955	LOC109415678	AMIN003512
OG0004956	LOC109413668	AMIN003680
OG0004957	LOC109413669	AMIN003681
OG0004958	LOC109413670	AMIN002555
OG0004959	LOC109413679	AMIN004158
OG0004960	LOC109413683	AMIN004157
OG0004961	LOC109413663	AMIN000511
OG0004962	LOC109413664	AMIN003684
OG0004963	LOC109425010	AMIN003679
OG0004964	LOC109425025	AMIN003515
OG0004965	LOC109413800	AMIN003826
OG0004966	LOC109421874	AMIN005759
OG0004967	LOC109424049	AMIN008784
OG0004968	LOC109416416	AMIN002449
OG0004969	LOC115253785	AMIN003504
OG0004970	LOC109425251	AMIN004865
OG0004971	LOC109401731, LOC109422690	AMIN002942
OG0004972	LOC109412287	AMIN002627
OG0004973	LOC109412780	AMIN009896
OG0004974	LOC109418125	AMIN010441
OG0004975	LOC109418320	AMIN000860
OG0004976	LOC109428094	AMIN003327
OG0004977	LOC115269611	AMIN015777
OG0004978	LOC109427053	AMIN000547
OG0004979	LOC109416235	AMIN000549
OG0004980	LOC109418468	AMIN011576
OG0004981	LOC109408900	AMIN011601
OG0004982	LOC109408902	AMIN011602
OG0004983	LOC109408915	AMIN011572
OG0004985	LOC109418471	AMIN011578
OG0004986	LOC109408918	AMIN011571
OG0004987	LOC109424512	AMIN006165
OG0004988	LOC115253470	AMIN006167
OG0004989	LOC109407176	AMIN006164
OG0004990	LOC115255185	AMIN006168
OG0004991	LOC109430545	AMIN007338
OG0004992	LOC115260131	AMIN007334
OG0004993	LOC134284728	AMIN002490
OG0004994	LOC109430546	AMIN007336
OG0004995	LOC109425892	AMIN004476
OG0004996	LOC109425978	AMIN004359
OG0004997	LOC109425976	AMIN004358
OG0004998	LOC109425985	AMIN004376
OG0004999	LOC109425994	AMIN004382
OG0005000	LOC109426000	AMIN004388
OG0005001	LOC109426004	AMIN004391
OG0005002	LOC115256091	AMIN016133
OG0005003	LOC109414080	AMIN005509
OG0005004	LOC109414078, LOC134289046	AMIN016131
OG0005005	LOC109414079	AMIN005510
OG0005006	LOC109414086	AMIN005354
OG0005007	LOC109421641	AMIN005999
OG0005008	LOC109421618	AMIN006002
OG0005009	LOC109407320	AMIN006000
OG0005010	LOC109407322	AMIN009385
OG0005011	LOC109421643	AMIN009383
OG0005012	LOC109421642	AMIN009384
OG0005013	LOC109407327	AMIN005880
OG0005014	LOC109421631	AMIN006006
OG0005015	LOC134287523	AMIN001718
OG0005016	LOC115262255	AMIN001721
OG0005017	LOC109402506	AMIN001722
OG0005018	LOC109402516	AMIN006793
OG0005019	LOC109402503	AMIN009391
OG0005020	LOC109402145	AMIN006055
OG0005021	LOC109402517	AMIN001716
OG0005022	LOC109402496	AMIN006056
OG0005023	LOC109621731	AMIN009393
OG0005024	LOC134287520	AMIN001720
OG0005025	LOC109399311	AMIN001246
OG0005026	LOC109399304	AMIN001245
OG0005027	LOC109399358	AMIN001243
OG0005028	LOC109399376	AMIN001242
OG0005029	LOC109428283	AMIN001168
OG0005030	LOC109428278	AMIN001170
OG0005031	LOC109422277	AMIN016258
OG0005032	LOC109422813	AMIN002309
OG0005033	LOC109421803	AMIN016257
OG0005034	LOC109421791	AMIN002310
OG0005035	LOC109421799	AMIN002305
OG0005036	LOC109404637	AMIN001860
OG0005037	LOC109404613	AMIN001866
OG0005038	LOC109416572	AMIN016142
OG0005039	LOC109411693	AMIN001872
OG0005040	LOC109404622	AMIN001861
OG0005042	LOC109411683	AMIN001867
OG0005043	LOC109416574	AMIN006430
OG0005044	LOC109398092	AMIN007536
OG0005045	LOC109418980	AMIN015935
OG0005046	LOC109398060, LOC115269207	AMIN015938
OG0005047	LOC109398212	AMIN011381
OG0005048	LOC115269203	AMIN011377
OG0005049	LOC109419709	AMIN009936
OG0005050	LOC109419715	AMIN011378
OG0005051	LOC109418899	AMIN015937
OG0005052	LOC109419716	AMIN011380
OG0005053	LOC109397934	AMIN015936
OG0005054	LOC109398102	AMIN010910
OG0005055	LOC109415473	AMIN015873
OG0005056	LOC109429485	AMIN015772
OG0005057	LOC109425692	AMIN011319
OG0005058	LOC115264542	AMIN015872
OG0005059	LOC109432127	AMIN004026
OG0005060	LOC115263716	AMIN004031
OG0005061	LOC109398346	AMIN010326
OG0005062	LOC109398308	AMIN009608
OG0005063	LOC109398292	AMIN006423
OG0005064	LOC109429811	AMIN007119
OG0005065	LOC109429814	AMIN007121
OG0005066	LOC109420402	AMIN004228
OG0005067	LOC109426876	AMIN004469
OG0005068	LOC109623393	AMIN004470
OG0005069	LOC109420090	AMIN006709
OG0005070	LOC109406242	AMIN006650
OG0005071	LOC115257864	AMIN006712
OG0005072	LOC109411908	AMIN006651
OG0005073	LOC109431864	AMIN002249
OG0005074	LOC109420089	AMIN006710
OG0005075	LOC109431874	AMIN002254
OG0005076	LOC109420088	AMIN006711
OG0005077	LOC109405902	AMIN006777
OG0005078	LOC109407230	AMIN009125
OG0005079	LOC115258575	AMIN009114
OG0005080	LOC109407233	AMIN009121
OG0005081	LOC109414301	AMIN009120
OG0005082	LOC109414293	AMIN009126
OG0005083	LOC109405904	AMIN006799
OG0005084	LOC109405896	AMIN006778
OG0005085	LOC109421146	AMIN008578
OG0005086	LOC109410554	AMIN008579
OG0005087	LOC109421166	AMIN008591
OG0005088	LOC109423201	AMIN003162
OG0005089	LOC109397285	AMIN000587
OG0005090	LOC109423204	AMIN007147
OG0005091	LOC115257160	AMIN003161
OG0005092	LOC109397295	AMIN004623
OG0005093	LOC109426597	AMIN008001
OG0005094	LOC109426575	AMIN011355
OG0005095	LOC109426581	AMIN011350
OG0005096	LOC109426576	AMIN011351
OG0005097	LOC109406578	AMIN011367
OG0005098	LOC109406573	AMIN011368
OG0005099	LOC109410532	AMIN011362
OG0005100	LOC109427229	AMIN011366
OG0005101	LOC115265281	AMIN004568
OG0005102	LOC109427326	AMIN011364
OG0005103	LOC109426572	AMIN011356
OG0005104	LOC109418789	AMIN005001
OG0005105	LOC109418814	AMIN008715
OG0005106	LOC109418819	AMIN008722
OG0005107	LOC109418805	AMIN005000
OG0005108	LOC109415076	AMIN000279
OG0005109	LOC109414121	AMIN003797
OG0005110	LOC109414120	AMIN003798
OG0005111	LOC109415075	AMIN000280
OG0005112	LOC109403945	AMIN006887
OG0005113	LOC109414127	AMIN000363
OG0005114	LOC109403726	AMIN006885
OG0005115	LOC109403958	AMIN006888
OG0005116	LOC109426430	AMIN006889
OG0005117	LOC109427510	AMIN003090
OG0005118	LOC115264856	AMIN005432
OG0005119	LOC109402085	AMIN005830
OG0005120	LOC115264855	AMIN015905
OG0005121	LOC109414164	AMIN015819
OG0005122	LOC109414168	AMIN002527
OG0005123	LOC109414165	AMIN002544
OG0005124	LOC109414170	AMIN002525
OG0005125	LOC109414174	AMIN002521
OG0005126	LOC109414175	AMIN002522
OG0005127	LOC109414169	AMIN002526
OG0005129	LOC109403422	AMIN015964
OG0005130	LOC109403560	AMIN009034
OG0005131	LOC115267914	AMIN006871
OG0005132	LOC109423339	AMIN010293
OG0005133	LOC115253596	AMIN010294
OG0005134	LOC109423332	AMIN010288
OG0005135	LOC115265439	AMIN010297
OG0005136	LOC109423328	AMIN010284
OG0005137	LOC109423331	AMIN010287
OG0005138	LOC109423336	AMIN010289
OG0005139	LOC134283922	AMIN010283
OG0005140	LOC109398535	AMIN001154
OG0005141	LOC109416523	AMIN001155
OG0005142	LOC115260118	AMIN007134
OG0005143	LOC115253562	AMIN002169
OG0005145	LOC115260117, LOC109431912	AMIN002172
OG0005146	LOC109426525	AMIN008816
OG0005147	LOC109426522	AMIN008817
OG0005148	LOC109405502	AMIN001946
OG0005149	LOC109414614	AMIN004214
OG0005150	LOC109427321	AMIN000917
OG0005151	LOC109405490	AMIN002790
OG0005152	LOC109405638	AMIN005345
OG0005153	LOC109430166	AMIN009783
OG0005155	LOC109430167	AMIN009784
OG0005156	LOC109430168	AMIN009766
OG0005157	LOC109430117	AMIN007096
OG0005158	LOC109430169	AMIN009767
OG0005159	LOC109428192	AMIN009083
OG0005160	LOC109398883	AMIN004077
OG0005161	LOC109429236	AMIN004097
OG0005162	LOC115269612, LOC109428190	AMIN009085
OG0005163	LOC134283902	AMIN015986
OG0005164	LOC109428193	AMIN009084
OG0005165	LOC109398795	AMIN004100
OG0005166	LOC109428196	AMIN009081
OG0005167	LOC109425098	AMIN005112
OG0005168	LOC109421883	AMIN005110
OG0005169	LOC109623365	AMIN008951
OG0005170	LOC109426924	AMIN008993
OG0005171	LOC109426927	AMIN008994
OG0005172	LOC109426905	AMIN008778
OG0005173	LOC109413631	AMIN001302
OG0005174	LOC109623332	AMIN008948
OG0005175	LOC109426897	AMIN004439
OG0005176	LOC109426895	AMIN004438
OG0005177	LOC115269984	AMIN010957
OG0005178	LOC109403233	AMIN010975
OG0005179	LOC109403193	AMIN010959
OG0005180	LOC109402698	AMIN009997
OG0005181	LOC109431739	AMIN011097
OG0005183	LOC109420561	AMIN006335
OG0005184	LOC109404819	AMIN009631
OG0005185	LOC109415653	AMIN003324
OG0005186	LOC115259068	AMIN006342
OG0005187	LOC109415654	AMIN003325
OG0005188	LOC109425042	AMIN003326
OG0005189	LOC109425041	AMIN016239
OG0005190	LOC109404512	AMIN003005
OG0005191	LOC109406320	AMIN003622
OG0005192	LOC109404479	AMIN003004
OG0005193	LOC109404489	AMIN003621
OG0005194	LOC109404495	AMIN003617
OG0005195	LOC109406379	AMIN011649
OG0005196	LOC109406369	AMIN011648
OG0005197	LOC115254896	AMIN015925
OG0005198	LOC109398703	AMIN006840
OG0005199	LOC115258651	AMIN006838
OG0005200	LOC109398721	AMIN006844
OG0005201	LOC109417070	AMIN010946
OG0005202	LOC109414744	AMIN004129
OG0005203	LOC109406407	AMIN010948
OG0005204	LOC134287618, LOC109430025	AMIN015881
OG0005205	LOC109409189	AMIN001739
OG0005206	LOC109421518	AMIN001736
OG0005207	LOC109421537	AMIN009838
OG0005208	LOC109421531	AMIN009835
OG0005209	LOC109421519	AMIN001737
OG0005210	LOC109421516	AMIN001740
OG0005211	LOC109621477	AMIN008888
OG0005212	LOC109621450	AMIN006900
OG0005213	LOC109621435	AMIN006898
OG0005214	LOC109621454	AMIN008786
OG0005215	LOC109621434	AMIN006899
OG0005216	LOC134284746	AMIN006902
OG0005217	LOC109621480	AMIN008889
OG0005218	LOC134284747	AMIN006901
OG0005219	LOC109621455	AMIN008787
OG0005220	LOC109414693	AMIN005342
OG0005221	LOC109621236	AMIN009538
OG0005222	LOC115254017	AMIN009539
OG0005223	LOC109432847	AMIN003723
OG0005224	LOC109432839	AMIN003724
OG0005225	LOC134291205	AMIN016271
OG0005226	LOC115254082	AMIN003721
OG0005227	LOC134291228	AMIN002384
OG0005228	LOC115261572	AMIN003720
OG0005229	LOC115261563	AMIN002371
OG0005230	LOC109416616	AMIN003719
OG0005231	LOC109432788	AMIN002395
OG0005232	LOC109416623	AMIN004820
OG0005233	LOC109432765	AMIN002391
OG0005234	LOC109432808	AMIN002375
OG0005235	LOC109416685	AMIN011509
OG0005236	LOC109416493	AMIN011504
OG0005237	LOC109416678	AMIN011501
OG0005238	LOC109416679	AMIN011502
OG0005239	LOC109417548	AMIN000981
OG0005240	LOC109410223	AMIN009416
OG0005241	LOC115266748	AMIN009415
OG0005242	LOC115253744	AMIN001049
OG0005243	LOC109432404	AMIN002673
OG0005244	LOC109400371, LOC115257435	AMIN002671
OG0005245	LOC115266396	AMIN011420
OG0005246	LOC115266332	AMIN001111
OG0005247	LOC109622265	AMIN002832
OG0005248	LOC109414450	AMIN001112
OG0005249	LOC109622267	AMIN011517
OG0005250	LOC109408854	AMIN002734
OG0005251	LOC109407537	AMIN009359
OG0005252	LOC109425802	AMIN006942
OG0005253	LOC109425803	AMIN006944
OG0005254	LOC109407538	AMIN006941
OG0005255	LOC109621706	AMIN011152
OG0005256	LOC109425709	AMIN010951
OG0005257	LOC109422606	AMIN007314
OG0005258	LOC109422580	AMIN007311
OG0005259	LOC109429439	AMIN006397
OG0005260	LOC109429440	AMIN001400
OG0005261	LOC109429437	AMIN006398
OG0005262	LOC109429438	AMIN006396
OG0005263	LOC109425155	AMIN006399
OG0005264	LOC109425163	AMIN001402
OG0005265	LOC109397801	AMIN010437
OG0005267	LOC109417760	AMIN004796
OG0005268	LOC109400498	AMIN002656
OG0005269	LOC115259650	AMIN003639
OG0005270	LOC109408292	AMIN003360
OG0005271	LOC115259649	AMIN000758
OG0005272	LOC109400486	AMIN003361
OG0005273	LOC109400507	AMIN004785
OG0005274	LOC109417311	AMIN011497
