Orthogroup	AaegyptiLVP_AGWG	AstephensiUCISS2018
OG0008647	AAEL010697	ASTEI20_036173
OG0008648	AAEL010727	ASTEI20_039553
OG0008649	AAEL010739	ASTEI20_034173
OG0008650	AAEL010745	ASTEI20_044074
OG0008651	AAEL010753	ASTEI20_033654
OG0008652	AAEL010754	ASTEI20_033565
OG0008653	AAEL010761	ASTEI20_045575
OG0008654	AAEL010765	ASTEI20_033625
OG0008655	AAEL010785	ASTEI20_042362
OG0008656	AAEL010788	ASTEI20_038520
OG0008657	AAEL010804	ASTEI20_038155
OG0008658	AAEL010821	ASTEI20_038714
OG0008659	AAEL010832	ASTEI20_037352
OG0008660	AAEL010842	ASTEI20_032675
OG0008661	AAEL010848	ASTEI20_040838
OG0008662	AAEL010881, AAEL024444	ASTEI20_045000
OG0008663	AAEL010885	ASTEI20_035751
OG0008664	AAEL010891	ASTEI20_045195
OG0008665	AAEL010905	ASTEI20_041796
OG0008666	AAEL010956	ASTEI20_033003
OG0008669	AAEL011031	ASTEI20_031305
OG0008670	AAEL011048	ASTEI20_033046
OG0008671	AAEL011050	ASTEI20_031893
OG0008672	AAEL011059	ASTEI20_042020
OG0008673	AAEL011069	ASTEI20_039384
OG0008674	AAEL011106	ASTEI20_038297
OG0008675	AAEL011135	ASTEI20_041306
OG0008676	AAEL011162	ASTEI20_031398
OG0008677	AAEL011168	ASTEI20_031014
OG0008678	AAEL011174	ASTEI20_033166
OG0008679	AAEL011179	ASTEI20_034481
OG0008680	AAEL011183	ASTEI20_043873
OG0008681	AAEL011186	ASTEI20_030834
OG0008682	AAEL011196	ASTEI20_043747
OG0008683	AAEL011234	ASTEI20_044640
OG0008684	AAEL011248	ASTEI20_042257
OG0008685	AAEL011253	ASTEI20_038021
OG0008686	AAEL023091, AAEL011259	ASTEI20_042268
OG0008687	AAEL011261	ASTEI20_039433
OG0008688	AAEL011274	ASTEI20_039451
OG0008689	AAEL011278	ASTEI20_030949
OG0008690	AAEL011285	ASTEI20_039398
OG0008691	AAEL011287	ASTEI20_042760
OG0008692	AAEL011293	ASTEI20_041655
OG0008693	AAEL011295	ASTEI20_035971
OG0008694	AAEL011302	ASTEI20_035241
OG0008695	AAEL011318	ASTEI20_036699
OG0008696	AAEL011326	ASTEI20_040626
OG0008697	AAEL011328	ASTEI20_031220
OG0008698	AAEL011375	ASTEI20_038680
OG0008699	AAEL011397	ASTEI20_033111
OG0008700	AAEL011414	ASTEI20_033370
OG0008701	AAEL011423	ASTEI20_043161
OG0008702	AAEL011429	ASTEI20_044955
OG0008703	AAEL011439	ASTEI20_045346
OG0008704	AAEL011468	ASTEI20_044868
OG0008705	AAEL011478	ASTEI20_036418
OG0008706	AAEL011487	ASTEI20_035864
OG0008707	AAEL011501	ASTEI20_043976
OG0008708	AAEL011506	ASTEI20_039563
OG0008709	AAEL011527	ASTEI20_037351
OG0008710	AAEL011537	ASTEI20_037606
OG0008711	AAEL011556	ASTEI20_040344
OG0008713	AAEL011579	ASTEI20_040906
OG0008714	AAEL011587	ASTEI20_034466
OG0008715	AAEL011597	ASTEI20_042745
OG0008716	AAEL011598, AAEL027784	ASTEI20_040250
OG0008717	AAEL011599	ASTEI20_037628
OG0008718	AAEL011602	ASTEI20_045945
OG0008719	AAEL011636	ASTEI20_031777
OG0008720	AAEL011651	ASTEI20_033079
OG0008721	AAEL011653	ASTEI20_038875
OG0008722	AAEL011716	ASTEI20_036646
OG0008723	AAEL011718	ASTEI20_045223
OG0008724	AAEL011719	ASTEI20_031283
OG0008725	AAEL011738	ASTEI20_034522
OG0008726	AAEL011740	ASTEI20_035339
OG0008727	AAEL011778	ASTEI20_041008
OG0008728	AAEL011793	ASTEI20_045777
OG0008729	AAEL011801	ASTEI20_038282
OG0008730	AAEL011809	ASTEI20_032213
OG0008731	AAEL011830	ASTEI20_038721
OG0008732	AAEL011832	ASTEI20_033866
OG0008733	AAEL011867	ASTEI20_036527
OG0008734	AAEL011888	ASTEI20_045573
OG0008735	AAEL011890	ASTEI20_032682
OG0008736	AAEL011901	ASTEI20_035426
OG0008737	AAEL011903	ASTEI20_032186
OG0008738	AAEL011910	ASTEI20_043764
OG0008739	AAEL011949	ASTEI20_032880
OG0008740	AAEL011950	ASTEI20_044358
OG0008741	AAEL011952	ASTEI20_043011
OG0008742	AAEL011953	ASTEI20_033554
OG0008743	AAEL011954	ASTEI20_033685
OG0008744	AAEL011979	ASTEI20_045959
OG0008745	AAEL011985	ASTEI20_042794
OG0008746	AAEL011986	ASTEI20_034943
OG0008747	AAEL011987	ASTEI20_040443
OG0008748	AAEL012008	ASTEI20_035458
OG0008749	AAEL012010	ASTEI20_036065
OG0008750	AAEL012013	ASTEI20_043138
OG0008751	AAEL012037	ASTEI20_039462
OG0008752	AAEL012064	ASTEI20_039225
OG0008753	AAEL012073	ASTEI20_036966
OG0008754	AAEL012076	ASTEI20_036650
OG0008755	AAEL012077	ASTEI20_033558
OG0008756	AAEL012078	ASTEI20_041715
OG0008757	AAEL012079	ASTEI20_045710
OG0008758	AAEL012082	ASTEI20_031804
OG0008759	AAEL012083	ASTEI20_031940
OG0008760	AAEL012084	ASTEI20_039879
OG0008761	AAEL012089	ASTEI20_037445
OG0008762	AAEL012105	ASTEI20_040272
OG0008763	AAEL012126	ASTEI20_044197
OG0008764	AAEL012135	ASTEI20_032813
OG0008765	AAEL012137	ASTEI20_031423
OG0008766	AAEL012140	ASTEI20_044153
OG0008767	AAEL012143	ASTEI20_042409
OG0008768	AAEL012151	ASTEI20_041870
OG0008769	AAEL012164	ASTEI20_041688
OG0008770	AAEL012167	ASTEI20_040643
OG0008771	AAEL012168	ASTEI20_032605
OG0008772	AAEL012199	ASTEI20_043341
OG0008773	AAEL012207	ASTEI20_041225
OG0008774	AAEL012237	ASTEI20_033054
OG0008775	AAEL012238	ASTEI20_041938
OG0008776	AAEL012243	ASTEI20_031660
OG0008777	AAEL012261	ASTEI20_038132
OG0008778	AAEL012265	ASTEI20_041169
OG0008779	AAEL012267	ASTEI20_042590
OG0008780	AAEL012268	ASTEI20_033746
OG0008781	AAEL012276	ASTEI20_043221
OG0008782	AAEL012297	ASTEI20_043938
OG0008783	AAEL012327	ASTEI20_045320
OG0008784	AAEL012337	ASTEI20_035285
OG0008785	AAEL012360	ASTEI20_039425
OG0008786	AAEL012361	ASTEI20_040985
OG0008787	AAEL012363	ASTEI20_031664
OG0008788	AAEL012368	ASTEI20_036022
OG0008789	AAEL012375	ASTEI20_034863
OG0008790	AAEL012381	ASTEI20_045708
OG0008791	AAEL012383	ASTEI20_030948
OG0008792	AAEL012384	ASTEI20_039034
OG0008793	AAEL012438	ASTEI20_043497
OG0008794	AAEL012440	ASTEI20_045709
OG0008795	AAEL012442	ASTEI20_033342
OG0008796	AAEL012447	ASTEI20_031115, ASTEI20_043573
OG0008797	AAEL012448	ASTEI20_034684
OG0008798	AAEL012450	ASTEI20_039642
OG0008799	AAEL012458	ASTEI20_042152
OG0008800	AAEL012460	ASTEI20_041945
OG0008801	AAEL012476	ASTEI20_040012
OG0008802	AAEL012478	ASTEI20_037012
OG0008803	AAEL012486	ASTEI20_034358
OG0008804	AAEL012507	ASTEI20_036820
OG0008805	AAEL012566	ASTEI20_032724
OG0008807	AAEL012616	ASTEI20_045572
OG0008808	AAEL012629	ASTEI20_038288
OG0008809	AAEL012660	ASTEI20_041530
OG0008810	AAEL012674	ASTEI20_036950
OG0008811	AAEL012681	ASTEI20_035447
OG0008812	AAEL012687	ASTEI20_035227
OG0008813	AAEL012693	ASTEI20_039819
OG0008814	AAEL012748	ASTEI20_040600
OG0008815	AAEL025072, AAEL012790	ASTEI20_039572
OG0008816	AAEL012835	ASTEI20_045213
OG0008817	AAEL012876	ASTEI20_037195
OG0008818	AAEL012914	ASTEI20_041552
OG0008819	AAEL012920	ASTEI20_033592
OG0008820	AAEL012925	ASTEI20_039136
OG0008821	AAEL012926	ASTEI20_039911
OG0008822	AAEL012929	ASTEI20_034960
OG0008823	AAEL012930	ASTEI20_044719
OG0008824	AAEL012931	ASTEI20_033351
OG0008825	AAEL012941	ASTEI20_035716
OG0008826	AAEL012942	ASTEI20_031171
OG0008827	AAEL012944	ASTEI20_040569
OG0008828	AAEL012947	ASTEI20_031760
OG0008829	AAEL012950	ASTEI20_034234
OG0008830	AAEL012955	ASTEI20_032899
OG0008831	AAEL012962	ASTEI20_035202
OG0008832	AAEL012978	ASTEI20_038471
OG0008834	AAEL013011	ASTEI20_031446
OG0008835	AAEL013063	ASTEI20_033323
OG0008836	AAEL013078	ASTEI20_039541
OG0008837	AAEL013108	ASTEI20_045028
OG0008838	AAEL013119	ASTEI20_031433
OG0008840	AAEL013174	ASTEI20_034973
OG0008841	AAEL013220	ASTEI20_032829
OG0008842	AAEL013225	ASTEI20_031302
OG0008843	AAEL013230	ASTEI20_045048
OG0008844	AAEL013240	ASTEI20_036154
OG0008845	AAEL013245	ASTEI20_035428
OG0008846	AAEL013251	ASTEI20_035577
OG0008847	AAEL013263	ASTEI20_044733
OG0008848	AAEL013296	ASTEI20_034148
OG0008849	AAEL013310	ASTEI20_036838
OG0008850	AAEL013314	ASTEI20_040016
OG0008851	AAEL013355	ASTEI20_039222
OG0008852	AAEL013370	ASTEI20_042031
OG0008853	AAEL013374	ASTEI20_039355
OG0008854	AAEL013380	ASTEI20_034144
OG0008855	AAEL013390	ASTEI20_031354
OG0008856	AAEL013391	ASTEI20_033674
OG0008857	AAEL013399	ASTEI20_042156
OG0008858	AAEL013406	ASTEI20_039139
OG0008859	AAEL013413	ASTEI20_045754
OG0008860	AAEL013441	ASTEI20_042143
OG0008861	AAEL013453	ASTEI20_038478
OG0008862	AAEL013466	ASTEI20_031261
OG0008863	AAEL013467	ASTEI20_042298
OG0008864	AAEL013470	ASTEI20_040994
OG0008865	AAEL013484	ASTEI20_030801
OG0008866	AAEL013504	ASTEI20_036773
OG0008867	AAEL013525	ASTEI20_034515
OG0008868	AAEL013531	ASTEI20_045214
OG0008869	AAEL013535	ASTEI20_038285
OG0008870	AAEL013536	ASTEI20_043638
OG0008871	AAEL013540	ASTEI20_040505
OG0008872	AAEL013542	ASTEI20_031948
OG0008873	AAEL013608	ASTEI20_045252
OG0008874	AAEL013612	ASTEI20_035449
OG0008875	AAEL013617	ASTEI20_044654
OG0008876	AAEL013627	ASTEI20_036014
OG0008877	AAEL013633	ASTEI20_039264
OG0008878	AAEL013639	ASTEI20_040327
OG0008879	AAEL013645	ASTEI20_038583
OG0008880	AAEL013648	ASTEI20_031427
OG0008881	AAEL013661	ASTEI20_036608
OG0008882	AAEL013713	ASTEI20_033377
OG0008883	AAEL013723	ASTEI20_038196
OG0008884	AAEL013727	ASTEI20_037108
OG0008885	AAEL013731	ASTEI20_031319
OG0008886	AAEL013741	ASTEI20_041771
OG0008887	AAEL013760	ASTEI20_041331
OG0008888	AAEL013766	ASTEI20_043540
OG0008889	AAEL013768	ASTEI20_034520
OG0008890	AAEL013771	ASTEI20_045769
OG0008891	AAEL013775, AAEL024607	ASTEI20_037640
OG0008892	AAEL013793	ASTEI20_036097
OG0008893	AAEL013857	ASTEI20_033221
OG0008894	AAEL013877	ASTEI20_037483
OG0008895	AAEL013884	ASTEI20_041304
OG0008896	AAEL013896	ASTEI20_035969
OG0008897	AAEL013906	ASTEI20_034421
OG0008900	AAEL013964	ASTEI20_044861
OG0008901	AAEL013966	ASTEI20_034027
OG0008902	AAEL013980	ASTEI20_034107
OG0008903	AAEL013995	ASTEI20_032463
OG0008904	AAEL014031	ASTEI20_044225
OG0008905	AAEL014038	ASTEI20_039417
OG0008906	AAEL014041	ASTEI20_039583
OG0008907	AAEL014045	ASTEI20_033450
OG0008908	AAEL014092	ASTEI20_037140
OG0008909	AAEL014096	ASTEI20_033763
OG0008910	AAEL014098	ASTEI20_042094
OG0008911	AAEL014099	ASTEI20_034769
OG0008912	AAEL014113	ASTEI20_035009
OG0008913	AAEL014134	ASTEI20_045554
OG0008914	AAEL014135	ASTEI20_045579
OG0008915	AAEL014136	ASTEI20_038522
OG0008916	AAEL014141	ASTEI20_037684
OG0008917	AAEL014146	ASTEI20_039940
OG0008918	AAEL014174	ASTEI20_034622
OG0008919	AAEL014177	ASTEI20_035176
OG0008920	AAEL014193	ASTEI20_040591
OG0008921	AAEL014205	ASTEI20_042281
OG0008922	AAEL014215	ASTEI20_038962
OG0008923	AAEL014226	ASTEI20_044538
OG0008924	AAEL014237	ASTEI20_032220
OG0008925	AAEL014253	ASTEI20_041040
OG0008926	AAEL014258	ASTEI20_044500
OG0008927	AAEL014281	ASTEI20_032309
OG0008928	AAEL014286	ASTEI20_037516
OG0008929	AAEL014331	ASTEI20_041753
OG0008931	AAEL014368	ASTEI20_044891
OG0008932	AAEL014369	ASTEI20_035396
OG0008933	AAEL014375	ASTEI20_040391
OG0008934	AAEL014378	ASTEI20_045407
OG0008935	AAEL014382	ASTEI20_031597, ASTEI20_040826
OG0008936	AAEL014414	ASTEI20_036449
OG0008937	AAEL014422	ASTEI20_034845
OG0008938	AAEL014425	ASTEI20_034284
OG0008939	AAEL014450	ASTEI20_042157
OG0008940	AAEL014492	ASTEI20_037459
OG0008941	AAEL014522	ASTEI20_034524
OG0008942	AAEL014546	ASTEI20_045005
OG0008943	AAEL014564	ASTEI20_031899
OG0008944	AAEL014624	ASTEI20_043785
OG0008945	AAEL014630	ASTEI20_044378
OG0008946	AAEL014636	ASTEI20_042126
OG0008947	AAEL014649	ASTEI20_038743
OG0008948	AAEL014655	ASTEI20_040128
OG0008949	AAEL014672	ASTEI20_036149
OG0008950	AAEL014697	ASTEI20_035710
OG0008951	AAEL014719	ASTEI20_030953
OG0008952	AAEL014733	ASTEI20_036548
OG0008953	AAEL014735	ASTEI20_040373
OG0008954	AAEL014763, AAEL022827	ASTEI20_037701
OG0008955	AAEL014799	ASTEI20_040010
OG0008956	AAEL014825	ASTEI20_044270
OG0008957	AAEL014828	ASTEI20_042503
OG0008958	AAEL014831	ASTEI20_044696
OG0008959	AAEL014852	ASTEI20_035919
OG0008961	AAEL014886	ASTEI20_033924
OG0008962	AAEL014909	ASTEI20_045829, ASTEI20_040763
OG0008963	AAEL014943	ASTEI20_042650
OG0008964	AAEL014946	ASTEI20_035831
OG0008965	AAEL014961	ASTEI20_035567
OG0008966	AAEL014965	ASTEI20_044439
OG0008967	AAEL014978	ASTEI20_038101
OG0008968	AAEL014981	ASTEI20_043407
OG0008969	AAEL014993	ASTEI20_032259
OG0008970	AAEL014994	ASTEI20_037090
OG0008971	AAEL015007	ASTEI20_040106
OG0008972	AAEL015038	ASTEI20_032931
OG0008973	AAEL015048	ASTEI20_040232
OG0008974	AAEL015059	ASTEI20_042833
OG0008975	AAEL015066	ASTEI20_043772
OG0008976	AAEL015095	ASTEI20_035690
OG0008977	AAEL015236	ASTEI20_039026
OG0008978	AAEL015271	ASTEI20_044265
OG0008979	AAEL015412	ASTEI20_038985
OG0008980	AAEL015425	ASTEI20_041619
OG0008982	AAEL015586	ASTEI20_038651
OG0008983	AAEL016960	ASTEI20_038194
OG0008984	AAEL017025	ASTEI20_034035
OG0008985	AAEL017030	ASTEI20_032140
OG0008986	AAEL017051	ASTEI20_032108
OG0008987	AAEL017053	ASTEI20_044990
OG0008988	AAEL017054	ASTEI20_041557
OG0008989	AAEL017064	ASTEI20_031287
OG0008990	AAEL017139	ASTEI20_043489
OG0008991	AAEL017161	ASTEI20_033624
OG0008992	AAEL017194	ASTEI20_037271
OG0008993	AAEL017212	ASTEI20_036756
OG0008994	AAEL017213	ASTEI20_043450
OG0008995	AAEL017293	ASTEI20_043072
OG0008996	AAEL017319	ASTEI20_037786
OG0008997	AAEL017334	ASTEI20_031931
OG0008998	AAEL017335	ASTEI20_031933
OG0008999	AAEL017371	ASTEI20_044069
OG0009000	AAEL017418	ASTEI20_039711
OG0009002	AAEL017424	ASTEI20_041780
OG0009003	AAEL017481	ASTEI20_038964
OG0009004	AAEL017500	ASTEI20_043511
OG0009005	AAEL017562	ASTEI20_044315
OG0009006	AAEL017987	ASTEI20_038797
OG0009007	AAEL018144	ASTEI20_035315
OG0009008	AAEL018186	ASTEI20_034530
OG0009009	AAEL018208	ASTEI20_040862
OG0009010	AAEL018216	ASTEI20_036436
OG0009011	AAEL018255	ASTEI20_045187
OG0009012	AAEL018257	ASTEI20_042963
OG0009013	AAEL018266	ASTEI20_031282
OG0009014	AAEL018270	ASTEI20_037137
OG0009015	AAEL018301	ASTEI20_037394
OG0009016	AAEL018314	ASTEI20_034782
OG0009017	AAEL018319	ASTEI20_034404
OG0009018	AAEL018323	ASTEI20_031127
OG0009019	AAEL018334	ASTEI20_031067
OG0009020	AAEL018340	ASTEI20_036894
OG0009021	AAEL018343	ASTEI20_034250
OG0009022	AAEL018351	ASTEI20_045314
OG0009023	AAEL018695	ASTEI20_043098
OG0009024	AAEL019404	ASTEI20_041272
OG0009025	AAEL019435	ASTEI20_041126
OG0009026	AAEL019453	ASTEI20_035116
OG0009027	AAEL019481	ASTEI20_034143
OG0009028	AAEL019486	ASTEI20_036603
OG0009029	AAEL019512	ASTEI20_039596
OG0009030	AAEL019519	ASTEI20_042085
OG0009031	AAEL019536	ASTEI20_034876
OG0009032	AAEL019545	ASTEI20_037601
OG0009033	AAEL019554	ASTEI20_040470
OG0009034	AAEL019560	ASTEI20_042278
OG0009035	AAEL019564	ASTEI20_032841
OG0009036	AAEL019582	ASTEI20_040450
OG0009037	AAEL019612	ASTEI20_043694
OG0009038	AAEL019616	ASTEI20_044019
OG0009039	AAEL019639	ASTEI20_042239
OG0009040	AAEL019654	ASTEI20_033102
OG0009041	AAEL019660	ASTEI20_041293
OG0009042	AAEL019669	ASTEI20_044753
OG0009043	AAEL019689	ASTEI20_045631
OG0009044	AAEL019691	ASTEI20_036272
OG0009045	AAEL019692	ASTEI20_042930
OG0009046	AAEL019695	ASTEI20_033583
OG0009047	AAEL019707	ASTEI20_033059
OG0009048	AAEL019715	ASTEI20_045437
OG0009049	AAEL019727	ASTEI20_037189
OG0009050	AAEL019741	ASTEI20_039756
OG0009051	AAEL019763	ASTEI20_043596
OG0009052	AAEL019766	ASTEI20_041784
OG0009053	AAEL019771	ASTEI20_038553
OG0009054	AAEL019786	ASTEI20_043485
OG0009055	AAEL019796	ASTEI20_037792
OG0009056	AAEL019822	ASTEI20_034023
OG0009057	AAEL019825	ASTEI20_042829
OG0009058	AAEL019831	ASTEI20_043027
OG0009059	AAEL019836	ASTEI20_037593
OG0009060	AAEL019857	ASTEI20_040075
OG0009061	AAEL019866	ASTEI20_038334
OG0009062	AAEL019867	ASTEI20_039560
OG0009063	AAEL019925	ASTEI20_043558
OG0009064	AAEL019956	ASTEI20_038204
OG0009065	AAEL019980	ASTEI20_044509
OG0009066	AAEL019998	ASTEI20_041436
OG0009067	AAEL020004	ASTEI20_034720
OG0009068	AAEL020007	ASTEI20_045312
OG0009070	AAEL020117	ASTEI20_044634
OG0009072	AAEL020158	ASTEI20_036282
OG0009073	AAEL020163	ASTEI20_035044
OG0009074	AAEL020230	ASTEI20_031363
OG0009075	AAEL020265	ASTEI20_031516
OG0009076	AAEL020290	ASTEI20_031928
OG0009077	AAEL020302	ASTEI20_036785
OG0009078	AAEL020303	ASTEI20_039736
OG0009079	AAEL020317	ASTEI20_031494
OG0009080	AAEL020332, AAEL023393	ASTEI20_043879
OG0009082	AAEL020359	ASTEI20_034827
OG0009083	AAEL020362	ASTEI20_046109
OG0009084	AAEL020378	ASTEI20_032869
OG0009086	AAEL020419	ASTEI20_040273
OG0009087	AAEL020423	ASTEI20_045368
OG0009088	AAEL020472	ASTEI20_045689
OG0009089	AAEL020500	ASTEI20_031457
OG0009090	AAEL020547	ASTEI20_037268
OG0009091	AAEL020574	ASTEI20_041507
OG0009092	AAEL020655	ASTEI20_038650
OG0009093	AAEL020690	ASTEI20_035686
OG0009094	AAEL020783	ASTEI20_044915
OG0009095	AAEL020830	ASTEI20_038926
OG0009096	AAEL020834	ASTEI20_044676
OG0009097	AAEL020840	ASTEI20_044878
OG0009098	AAEL020861, AAEL023996	ASTEI20_040120
OG0009099	AAEL020889	ASTEI20_039152
OG0009100	AAEL020943	ASTEI20_041439
OG0009101	AAEL021020	ASTEI20_042965
OG0009102	AAEL021071	ASTEI20_038966
OG0009103	AAEL021083	ASTEI20_033742
OG0009104	AAEL021126	ASTEI20_033879
OG0009105	AAEL021147	ASTEI20_037040
OG0009106	AAEL021166	ASTEI20_042462
OG0009107	AAEL021175	ASTEI20_044908
OG0009108	AAEL021206	ASTEI20_044967
OG0009109	AAEL021233	ASTEI20_043650
OG0009110	AAEL021253	ASTEI20_040325
OG0009111	AAEL021400	ASTEI20_033008
OG0009112	AAEL021433	ASTEI20_035856
OG0009113	AAEL021509	ASTEI20_045653
OG0009114	AAEL021510	ASTEI20_045047
OG0009115	AAEL029059, AAEL021562	ASTEI20_043972
OG0009116	AAEL021568	ASTEI20_032326
OG0009118	AAEL021608	ASTEI20_044876
OG0009119	AAEL021625	ASTEI20_042662
OG0009120	AAEL021656	ASTEI20_039847
OG0009121	AAEL021667	ASTEI20_037064
OG0009122	AAEL021738	ASTEI20_032644
OG0009123	AAEL021782	ASTEI20_037815
OG0009124	AAEL021826	ASTEI20_037649
OG0009125	AAEL021846	ASTEI20_040490
OG0009126	AAEL021870	ASTEI20_040567
OG0009127	AAEL021878	ASTEI20_032413
OG0009128	AAEL021963	ASTEI20_045873
OG0009129	AAEL021973	ASTEI20_035323
OG0009130	AAEL021995	ASTEI20_042713
OG0009131	AAEL022016	ASTEI20_036536
OG0009132	AAEL022025	ASTEI20_035535
OG0009134	AAEL022046	ASTEI20_038996
OG0009135	AAEL022136	ASTEI20_031961
OG0009136	AAEL022296	ASTEI20_044750
OG0009137	AAEL022352	ASTEI20_040532
OG0009138	AAEL022387	ASTEI20_041672
OG0009139	AAEL022486	ASTEI20_040469
OG0009140	AAEL022500	ASTEI20_039780
OG0009141	AAEL022505	ASTEI20_043334
OG0009142	AAEL022575	ASTEI20_034744
OG0009143	AAEL022674	ASTEI20_040874
OG0009144	AAEL022692	ASTEI20_037096
OG0009145	AAEL022712	ASTEI20_046003
OG0009146	AAEL022734	ASTEI20_045035
OG0009147	AAEL022779	ASTEI20_044828
OG0009148	AAEL022787	ASTEI20_040127
OG0009149	AAEL022804	ASTEI20_040892
OG0009150	AAEL022916	ASTEI20_031201
OG0009153	AAEL022970	ASTEI20_044132
OG0009154	AAEL023028	ASTEI20_036306
OG0009155	AAEL023107	ASTEI20_042815
OG0009156	AAEL023159	ASTEI20_031228
OG0009157	AAEL023219	ASTEI20_037147
OG0009158	AAEL023242	ASTEI20_031607
OG0009159	AAEL023279	ASTEI20_044746
OG0009160	AAEL023292	ASTEI20_040529
OG0009161	AAEL023322	ASTEI20_038844
OG0009162	AAEL023400	ASTEI20_044928
OG0009163	AAEL023407	ASTEI20_034874
OG0009164	AAEL023475	ASTEI20_039061
OG0009165	AAEL023497	ASTEI20_035408
OG0009166	AAEL023506	ASTEI20_031091
OG0009167	AAEL023518	ASTEI20_034536
OG0009168	AAEL023534	ASTEI20_045577
OG0009169	AAEL023560	ASTEI20_044729
OG0009170	AAEL023618	ASTEI20_031733
OG0009171	AAEL023678	ASTEI20_039564
OG0009172	AAEL023680	ASTEI20_040782
OG0009173	AAEL023721	ASTEI20_044174
OG0009174	AAEL023787	ASTEI20_042858
OG0009176	AAEL023854	ASTEI20_045671
OG0009177	AAEL023907	ASTEI20_040389
OG0009178	AAEL023913	ASTEI20_036754
OG0009179	AAEL023945	ASTEI20_031686
OG0009180	AAEL023983	ASTEI20_041162
OG0009182	AAEL023992	ASTEI20_044843
OG0009183	AAEL024012	ASTEI20_035784
OG0009184	AAEL024063	ASTEI20_034389
OG0009185	AAEL024064	ASTEI20_045956
OG0009186	AAEL024070	ASTEI20_032521
OG0009187	AAEL024100	ASTEI20_046021
OG0009188	AAEL024106	ASTEI20_043884
OG0009189	AAEL024222	ASTEI20_034615
OG0009190	AAEL024295	ASTEI20_044636
OG0009191	AAEL024342	ASTEI20_039053
OG0009192	AAEL024362	ASTEI20_042396, ASTEI20_033896
OG0009193	AAEL024421	ASTEI20_035303
OG0009194	AAEL024424	ASTEI20_041009
OG0009195	AAEL027988, AAEL024463	ASTEI20_038095
OG0009196	AAEL024504	ASTEI20_031224
OG0009197	AAEL024528	ASTEI20_032433
OG0009198	AAEL024549	ASTEI20_041937
OG0009199	AAEL024628	ASTEI20_037945
OG0009200	AAEL024669	ASTEI20_038780
OG0009201	AAEL024714	ASTEI20_043077
OG0009202	AAEL024984	ASTEI20_036480
OG0009203	AAEL025019	ASTEI20_034605
OG0009204	AAEL025086	ASTEI20_040598
OG0009205	AAEL025109	ASTEI20_034029
OG0009206	AAEL025123	ASTEI20_033804
OG0009207	AAEL025164	ASTEI20_040640
OG0009208	AAEL025201	ASTEI20_034477
OG0009209	AAEL025226	ASTEI20_038304
OG0009210	AAEL025232	ASTEI20_045283, ASTEI20_037763
OG0009211	AAEL025238	ASTEI20_032007
OG0009212	AAEL025248	ASTEI20_041801
OG0009213	AAEL025250	ASTEI20_044557
OG0009214	AAEL025281	ASTEI20_036140
OG0009215	AAEL025311	ASTEI20_035342
OG0009216	AAEL025380	ASTEI20_037297
OG0009217	AAEL025438	ASTEI20_033451
OG0009218	AAEL025477	ASTEI20_033036
OG0009219	AAEL025525	ASTEI20_035611
OG0009221	AAEL025560	ASTEI20_033429
OG0009222	AAEL025729	ASTEI20_038012
OG0009223	AAEL025750	ASTEI20_041150
OG0009224	AAEL025807	ASTEI20_045247
OG0009225	AAEL025809	ASTEI20_044545
OG0009226	AAEL025815	ASTEI20_041464
OG0009227	AAEL025845	ASTEI20_044633
OG0009228	AAEL025868	ASTEI20_036673
OG0009229	AAEL025929	ASTEI20_032317
OG0009230	AAEL025979	ASTEI20_041596
OG0009231	AAEL026004	ASTEI20_043547
OG0009232	AAEL026028	ASTEI20_042635
OG0009233	AAEL026038	ASTEI20_040631
OG0009234	AAEL026093	ASTEI20_033044
OG0009235	AAEL026109	ASTEI20_037273
OG0009236	AAEL026128	ASTEI20_039094
OG0009237	AAEL026160	ASTEI20_042466
OG0009238	AAEL026330	ASTEI20_040082
OG0009239	AAEL026367	ASTEI20_033260
OG0009240	AAEL026382	ASTEI20_039242
OG0009241	AAEL026406	ASTEI20_038900
OG0009242	AAEL026415	ASTEI20_038322
OG0009243	AAEL026432	ASTEI20_044996
OG0009244	AAEL026461	ASTEI20_040461
OG0009245	AAEL026468	ASTEI20_045113
OG0009246	AAEL026490	ASTEI20_034074
OG0009247	AAEL026496	ASTEI20_030806
OG0009248	AAEL026501	ASTEI20_039717
OG0009249	AAEL026514	ASTEI20_044394
OG0009251	AAEL026522	ASTEI20_034167
OG0009252	AAEL026548	ASTEI20_035876
OG0009253	AAEL026608	ASTEI20_042690
OG0009254	AAEL026727	ASTEI20_042948
OG0009257	AAEL026825	ASTEI20_045601
OG0009258	AAEL026862	ASTEI20_032498
OG0009259	AAEL026878	ASTEI20_033931
OG0009260	AAEL026906	ASTEI20_035288, ASTEI20_035974
OG0009261	AAEL026926	ASTEI20_043099
OG0009262	AAEL027078	ASTEI20_032597
OG0009263	AAEL027145	ASTEI20_043058
OG0009264	AAEL027199	ASTEI20_037190
OG0009265	AAEL027264	ASTEI20_035640
OG0009266	AAEL027343	ASTEI20_041854
OG0009267	AAEL027371	ASTEI20_043947
OG0009268	AAEL027399	ASTEI20_046111
OG0009269	AAEL027408	ASTEI20_042751
OG0009270	AAEL027541	ASTEI20_034405
OG0009271	AAEL027562	ASTEI20_032356
OG0009272	AAEL027571	ASTEI20_037822
OG0009273	AAEL027585	ASTEI20_043281
