Orthogroup	LlongipalpisASM	AaegyptiLVP_AGWG
OG0000386	LOC129794213	AAEL007218, AAEL007220, AAEL001747
OG0000387	LOC129792588	AAEL001769, AAEL002083
OG0000389	LOC129792672	AAEL003708
OG0000389	LOC129796262	AAEL003727
OG0000390	LOC129786718	AAEL009682, AAEL008411, AAEL023723, AAEL004505, AAEL010959, AAEL010957
OG0000391	LOC129787235	AAEL005160
OG0000391	LOC129791955	AAEL006372
OG0000393	LOC129785949, LOC129785948, LOC129785957	AAEL005918, AAEL025460
OG0000394	LOC129791762	AAEL006264, AAEL006274, AAEL022795
OG0000395	LOC129788433	AAEL006675
OG0000395	LOC129796829, LOC129789717	AAEL010567
OG0000396	LOC129790169	AAEL006978, AAEL022582, AAEL026610
OG0000397	LOC129790187	AAEL008672
OG0000397	LOC129790172	AAEL008138
OG0000399	LOC129794264	AAEL008784, AAEL008782, AAEL008767
OG0000400	LOC129786701	AAEL023342, AAEL009229, AAEL009218
OG0000401	LOC129797202	AAEL019824
OG0000401	LOC129786605	AAEL009275
OG0000403	LOC129788394	AAEL011204
OG0000403	LOC129793356	AAEL014297
OG0000404	LOC129795523	AAEL012131, AAEL012128
OG0000407	LOC129791712	AAEL013047
OG0000408	LOC129797650, LOC129797649	AAEL013603, AAEL014627, AAEL029115
OG0000409	LOC129787069	AAEL014207, AAEL023753
OG0000410	LOC129786954, LOC129794457	AAEL014438, AAEL014437, AAEL024413, AAEL020644
OG0000411	LOC129786847, LOC129786629	AAEL017381, AAEL017145
OG0000412	LOC129788847	AAEL018189, AAEL017238
OG0000413	LOC129792318	AAEL023231, AAEL019947
OG0000414	LOC129790511	AAEL020078
OG0000415	LOC129796507, LOC129792005, LOC129793033, LOC129786334, LOC129788746, LOC129788753, LOC129792944, LOC129789744, LOC129788765, LOC129791917, LOC129795786, LOC129788748, LOC129796809, LOC129786320, LOC129789524, LOC129789523	AAEL020173, AAEL020349, AAEL025927
OG0000416	LOC129792009	AAEL020856, AAEL025917, AAEL025700
OG0000417	LOC129796020	AAEL027664
OG0000417	LOC129792608, LOC129787782	AAEL022731
OG0000429	LOC129797527	AAEL003888, AAEL000795
OG0000430	LOC129790395	AAEL001625, AAEL001601
OG0000431	LOC129786890, LOC129786889, LOC129786888	AAEL008711, AAEL001728
OG0000432	LOC129793235	AAEL002406, AAEL001814
OG0000433	LOC129787458	AAEL021665, AAEL002951
OG0000435	LOC129793979, LOC129788654	AAEL027792, AAEL003841, AAEL003857, AAEL003832
OG0000437	LOC129796837, LOC129796843	AAEL004030
OG0000437	LOC129786972	AAEL004016, AAEL004020
OG0000438	LOC129796877, LOC129796853	AAEL004018, AAEL004031
OG0000439	LOC129791046	AAEL007450
OG0000439	LOC129791051	AAEL004283
OG0000440	LOC129786060	AAEL025271
OG0000440	LOC129786063	AAEL004379, AAEL024667, AAEL004366
OG0000441	LOC129789191	AAEL004705
OG0000442	LOC129787812	AAEL025111, AAEL005002
OG0000443	LOC129786466	AAEL005409, AAEL022054, AAEL010676
OG0000445	LOC129788571	AAEL019688
OG0000445	LOC129795393	AAEL005848
OG0000446	LOC129792631	AAEL006365, AAEL006368, AAEL006384
OG0000447	LOC129791462	AAEL007143, AAEL007146
OG0000448	LOC129791218	AAEL007225
OG0000448	LOC129797162	AAEL009881
OG0000449	LOC129795663	AAEL007719
OG0000450	LOC129791284	AAEL007963
OG0000450	LOC129791285	AAEL023187
OG0000451	LOC129797430	AAEL008078
OG0000453	LOC129796269	AAEL010244
OG0000454	LOC129791222, LOC129791223, LOC129789958, LOC129789953, LOC129789957, LOC129789984, LOC129789955, LOC129789970, LOC129786231, LOC129789956	AAEL010500
OG0000455	LOC129793202	AAEL010522
OG0000456	LOC129789003	AAEL017128, AAEL010540
OG0000457	LOC129797501	AAEL013757
OG0000457	LOC129797497	AAEL011169
OG0000460	LOC129786399	AAEL018317, AAEL027774, AAEL027127
OG0000461	LOC129788689, LOC129788691	AAEL020210, AAEL021084, AAEL021318
OG0000464	LOC129792136	AAEL021795, AAEL026008, AAEL026833
OG0000465	LOC129794475, LOC129787824, LOC129787821, LOC129787819, LOC129787822, LOC129787823	AAEL024837
OG0000466	LOC129788859	AAEL025198
OG0000476	LOC129797587, LOC129797598	AAEL020708, AAEL000075
OG0000478	LOC129789679	AAEL000576
OG0000478	LOC129789267	AAEL004992
OG0000479	LOC129786132, LOC129786130	AAEL010395, AAEL000595
OG0000480	LOC129795298	AAEL000851, AAEL000811
OG0000481	LOC129793585	AAEL001271, AAEL026886
OG0000482	LOC129789436	AAEL001307, AAEL001293
OG0000483	LOC129790713	AAEL001638
OG0000484	LOC129797633	AAEL004277, AAEL001670
OG0000485	LOC129795192	AAEL001965, AAEL002023
OG0000486	LOC129796376	AAEL002176, AAEL006485
OG0000487	LOC129796445	AAEL002214, AAEL007458
OG0000489	LOC129789596	AAEL002754, AAEL002745
OG0000490	LOC129797526, LOC129793927	AAEL003393, AAEL002827
OG0000491	LOC129786095	AAEL021615, AAEL002861, AAEL002882
OG0000492	LOC129790192	AAEL027482, AAEL003047
OG0000494	LOC129795759	AAEL003417
OG0000494	LOC129795756	AAEL004284
OG0000495	LOC129789139	AAEL003934, AAEL003925
OG0000496	LOC129789632	AAEL004303
OG0000497	LOC129787431	AAEL025454, AAEL004678
OG0000498	LOC129786578, LOC129786574, LOC129786579	AAEL020981, AAEL004814, AAEL004821
OG0000499	LOC129790607	AAEL004855, AAEL010884
OG0000500	LOC129788005	AAEL005515, AAEL005049
OG0000501	LOC129797582	AAEL017498, AAEL005955, AAEL005956
OG0000502	LOC129785827	AAEL006014
OG0000504	LOC129793723	AAEL006178, AAEL019506
OG0000506	LOC129792624	AAEL006378, AAEL006383
OG0000507	LOC129791979	AAEL006381, AAEL009111
OG0000509	LOC129792415	AAEL006749, AAEL006737
OG0000510	LOC129791881	AAEL007030, AAEL027019
OG0000511	LOC129797841	AAEL017056, AAEL007039
OG0000512	LOC129789515	AAEL008118
OG0000512	LOC129789516	AAEL008109
OG0000513	LOC129788566, LOC129788563, LOC129788564, LOC129795257, LOC129787379, LOC129794452, LOC129788562	AAEL025850, AAEL014678, AAEL014684, AAEL008889
OG0000514	LOC129785846	AAEL014080, AAEL009948
OG0000515	LOC129790939	AAEL010487, AAEL010477
OG0000516	LOC129791524, LOC129797636	AAEL011184, AAEL019717
OG0000517	LOC129795838, LOC129787799, LOC129787785, LOC129789028, LOC129790802	AAEL011966, AAEL026805
OG0000518	LOC129793591	AAEL012157, AAEL012153
OG0000519	LOC129793219	AAEL013281, AAEL013283, AAEL013284
OG0000520	LOC129788574	AAEL022306
OG0000520	LOC129788575	AAEL014238
OG0000521	LOC129792109	AAEL017096
OG0000521	LOC129792300	AAEL017301
OG0000522	LOC129788714	AAEL024144, AAEL019702
OG0000523	LOC129797678	AAEL019706
OG0000523	LOC129795335	AAEL021067
OG0000524	LOC129792438	AAEL022982, AAEL021737
OG0000526	LOC129796859, LOC129794163	AAEL027478, AAEL023040
OG0000527	LOC129787200	AAEL027242, AAEL025125
OG0000528	LOC129793220	AAEL025318, AAEL025990
OG0000535	LOC129788946, LOC129788947	AAEL014493, AAEL002683
OG0000536	LOC129786855	AAEL003093, AAEL012497
OG0000537	LOC129792344	AAEL004921, AAEL003242, AAEL003231, AAEL003274, AAEL003256
OG0000538	LOC129785868	AAEL004573, AAEL003622
OG0000540	LOC129795815, LOC129795822	AAEL003810, AAEL003809, AAEL008232
OG0000542	LOC129787142	AAEL004002
OG0000543	LOC129790875	AAEL004070
OG0000543	LOC129790828	AAEL004074
OG0000544	LOC129793436	AAEL004492
OG0000544	LOC129793456	AAEL005232
OG0000546	LOC129791191	AAEL004692
OG0000546	LOC129791189	AAEL025650
OG0000547	LOC129789445	AAEL014873, AAEL004788
OG0000548	LOC129788460, LOC129793810, LOC129796665	AAEL013885, AAEL004809
OG0000549	LOC129796163, LOC129787746	AAEL005165
OG0000550	LOC129793857	AAEL010969, AAEL019614, AAEL019615, AAEL005668
OG0000551	LOC129787904, LOC129787888	AAEL015247, AAEL005821
OG0000552	LOC129793549	AAEL007205, AAEL006114
OG0000553	LOC129792363	AAEL006211
OG0000555	LOC129786450	AAEL007793, AAEL007789, AAEL010405
OG0000557	LOC129791307	AAEL008072, AAEL026806
OG0000558	LOC129793107	AAEL008374, AAEL024950
OG0000559	LOC129787647	AAEL008655, AAEL008652
OG0000560	LOC129791771, LOC129796515	AAEL009214, AAEL013844
OG0000561	LOC129792664	AAEL009606
OG0000561	LOC129792671	AAEL009601
OG0000562	LOC129796001	AAEL012355
OG0000562	LOC129793753, LOC129796544	AAEL025827, AAEL009822
OG0000563	LOC129787428	AAEL010485, AAEL010479
OG0000564	LOC129790481	AAEL010781
OG0000564	LOC129790484	AAEL010768
OG0000565	LOC129788762	AAEL011025, AAEL021342
OG0000566	LOC129795066	AAEL011330, AAEL011321
OG0000567	LOC129794176	AAEL011504
OG0000568	LOC129793949	AAEL014843, AAEL011708
OG0000569	LOC129797441	AAEL018221
OG0000569	LOC129797546	AAEL011774
OG0000572	LOC129793426	AAEL012837
OG0000573	LOC129790886	AAEL012964
OG0000574	LOC129790054	AAEL014050
OG0000579	LOC129793001	AAEL017397, AAEL017542
OG0000580	LOC129794431	AAEL017557
OG0000581	LOC129792112	AAEL018316, AAEL024199
OG0000582	LOC129791278	AAEL026517
OG0000582	LOC129790571	AAEL019650
OG0000584	LOC129795290	AAEL021082
OG0000586	LOC129786887, LOC129790177	AAEL023917, AAEL023063
OG0000588	LOC129786769	AAEL028025
OG0000588	LOC129797624	AAEL024908
OG0000606	LOC129795943, LOC129795511	AAEL000006, AAEL000080, AAEL000025
OG0000607	LOC129796412	AAEL000215, AAEL011743
OG0000608	LOC129790262	AAEL000715
OG0000609	LOC129789280, LOC129790035, LOC129789951, LOC129791241, LOC129788166, LOC129795243, LOC129794971, LOC129794411	AAEL001194
OG0000610	LOC129793437	AAEL001247
OG0000611	LOC129794969, LOC129792305	AAEL001548, AAEL001586
OG0000612	LOC129793245, LOC129791742	AAEL001552, AAEL009333
OG0000613	LOC129797020	AAEL002124
OG0000614	LOC129794514, LOC129787902	AAEL014713, AAEL002255, AAEL004847
OG0000615	LOC129793095	AAEL002257, AAEL002267
OG0000616	LOC129787986	AAEL010773, AAEL002276
OG0000618	LOC129786155	AAEL002534, AAEL025362
OG0000619	LOC129790543	AAEL028229
OG0000619	LOC129790552	AAEL002996
OG0000621	LOC129789158	AAEL003234
OG0000622	LOC129791514, LOC129795662, LOC129794311, LOC129795246	AAEL003421
OG0000623	LOC129795989	AAEL003442
OG0000624	LOC129787186	AAEL003562, AAEL023067, AAEL003561
OG0000625	LOC129797405	AAEL003697, AAEL020823
OG0000626	LOC129787438	AAEL020960, AAEL003781
OG0000627	LOC129796028	AAEL003853
OG0000629	LOC129789450	AAEL015598
OG0000629	LOC129796880, LOC129791990	AAEL004081
OG0000631	LOC129790689, LOC129790682, LOC129790676, LOC129790648, LOC129790687, LOC129789197, LOC129790679	AAEL004774
OG0000632	LOC129790746	AAEL005266
OG0000633	LOC129789117	AAEL005520
OG0000634	LOC129789630, LOC129790889, LOC129794049	AAEL005533
OG0000635	LOC129793876	AAEL005619, AAEL009841
OG0000636	LOC129792190	AAEL005676, AAEL026165
OG0000637	LOC129794946	AAEL006394
OG0000639	LOC129792772	AAEL006886, AAEL006883
OG0000640	LOC129788673	AAEL007090, AAEL007097, AAEL007098, AAEL007094
OG0000641	LOC129787356, LOC129787297	AAEL007275
OG0000643	LOC129796821, LOC129792422, LOC129796228	AAEL024307, AAEL017450, AAEL007935
OG0000644	LOC129794535, LOC129794595, LOC129795223, LOC129795224	AAEL008275, AAEL008271
OG0000645	LOC129794232	AAEL008289, AAEL008285
OG0000647	LOC129787355	AAEL008478, AAEL008485
OG0000650	LOC129789372	AAEL009423, AAEL009420
OG0000651	LOC129788154, LOC129786032	AAEL009596
OG0000652	LOC129786179	AAEL009653
OG0000654	LOC129790933	AAEL010113, AAEL020150
OG0000656	LOC129790214	AAEL010769, AAEL014138
OG0000657	LOC129790497, LOC129790495	AAEL010776, AAEL010782, AAEL010780
OG0000658	LOC129786084	AAEL010805, AAEL010799
OG0000661	LOC129793785, LOC129791227	AAEL011381
OG0000662	LOC129795022	AAEL011520
OG0000663	LOC129791581, LOC129795004	AAEL012041
OG0000664	LOC129788373, LOC129788783	AAEL013155, AAEL013153
OG0000665	LOC129797714	AAEL013323
OG0000665	LOC129797715	AAEL013327
OG0000666	LOC129789920	AAEL013684
OG0000668	LOC129789518	AAEL014551, AAEL020599, AAEL027829
OG0000671	LOC129796439	AAEL018137
OG0000672	LOC129797850	AAEL018320
OG0000673	LOC129790089	AAEL019658
OG0000674	LOC129794686	AAEL019682
OG0000675	LOC129792563	AAEL019849
OG0000675	LOC129792639	AAEL019850
OG0000676	LOC129792412, LOC129792447, LOC129786950	AAEL022480, AAEL019856
OG0000677	LOC129792367	AAEL023374, AAEL020299
OG0000678	LOC129793735, LOC129793408	AAEL020351
OG0000679	LOC129791603	AAEL020739
OG0000680	LOC129785935	AAEL023839, AAEL021017
OG0000681	LOC129792486	AAEL023512
OG0000682	LOC129797098	AAEL024089, AAEL026668
OG0000683	LOC129788436	AAEL025572
OG0000684	LOC129790629	AAEL025779, AAEL027903
OG0000698	LOC129787630	AAEL000076
OG0000698	LOC129796776	AAEL011097
OG0000701	LOC129796793	AAEL000654
OG0000704	LOC129797389	AAEL002416, AAEL001427
OG0000705	LOC129796588	AAEL001697, AAEL001699
OG0000706	LOC129797846	AAEL002158, AAEL004335, AAEL010396, AAEL007383
OG0000707	LOC129792435	AAEL002253
OG0000708	LOC129787482	AAEL002287
OG0000709	LOC129789636	AAEL002450, AAEL021759
OG0000710	LOC129791310	AAEL002455
OG0000713	LOC129792499	AAEL003722, AAEL015450, AAEL005127
OG0000714	LOC129792793	AAEL017464, AAEL003936
OG0000715	LOC129796879	AAEL028191, AAEL004024
OG0000716	LOC129787130	AAEL004028
OG0000717	LOC129786764	AAEL004239
OG0000718	LOC129796921	AAEL004810, AAEL004819
OG0000720	LOC129796031	AAEL011772, AAEL020323, AAEL026871, AAEL021668, AAEL021133, AAEL025895, AAEL005245
OG0000721	LOC129788149	AAEL005428
OG0000722	LOC129786896	AAEL005489
OG0000723	LOC129794187	AAEL006249
OG0000725	LOC129791110	AAEL022508, AAEL006937
OG0000726	LOC129788835	AAEL007002
OG0000727	LOC129796652	AAEL007250, AAEL023757
OG0000728	LOC129794810	AAEL008958
OG0000729	LOC129791068	AAEL009151
OG0000730	LOC129796264	AAEL028178, AAEL020447, AAEL009506
OG0000731	LOC129789026	AAEL009649
OG0000732	LOC129797450	AAEL009886, AAEL009888
OG0000733	LOC129785863, LOC129785872	AAEL010369
OG0000734	LOC129789331	AAEL011013
OG0000735	LOC129794676	AAEL011038
OG0000736	LOC129793708	AAEL011142
OG0000737	LOC129796348, LOC129788882, LOC129795358, LOC129791062, LOC129791063	AAEL011206
OG0000738	LOC129793763	AAEL011280
OG0000739	LOC129792495, LOC129793879	AAEL011612
OG0000740	LOC129787177	AAEL011643
OG0000740	LOC129790677	AAEL011644
OG0000741	LOC129797548	AAEL011680
OG0000743	LOC129794837	AAEL022886, AAEL012332
OG0000745	LOC129786239	AAEL012703, AAEL018247, AAEL025252
OG0000746	LOC129787579, LOC129787575, LOC129792742, LOC129787572	AAEL012766, AAEL012772
OG0000747	LOC129785899	AAEL013188
OG0000748	LOC129796516	AAEL013324, AAEL026278
OG0000749	LOC129790710	AAEL013653
OG0000751	LOC129792694	AAEL013812
OG0000752	LOC129790897	AAEL013816
OG0000754	LOC129795829, LOC129795608, LOC129794471, LOC129792308	AAEL015147, AAEL017548
OG0000755	LOC129785867	AAEL022578, AAEL015465
OG0000760	LOC129787524	AAEL018118
OG0000761	LOC129788153	AAEL018153
OG0000762	LOC129796373	AAEL018219
OG0000763	LOC129792352	AAEL018699
OG0000764	LOC129790190	AAEL027367
OG0000764	LOC129790181	AAEL019463
OG0000765	LOC129789275	AAEL019653, AAEL023118
OG0000766	LOC129786356	AAEL019710
OG0000767	LOC129795536	AAEL019756, AAEL019790
OG0000769	LOC129794848	AAEL020028
OG0000770	LOC129786315	AAEL021100
OG0000771	LOC129790610	AAEL021365
OG0000772	LOC129792370	AAEL025785, AAEL021693
OG0000773	LOC129792988	AAEL021717, AAEL023078
OG0000774	LOC129795444	AAEL023488, AAEL027184, AAEL022459
OG0000775	LOC129792524, LOC129792514	AAEL022876
OG0000776	LOC129789709, LOC129795694	AAEL022878
OG0000777	LOC129796454	AAEL023286
OG0000778	LOC129797210	AAEL026159, AAEL023605
OG0000779	LOC129793955	AAEL023651
OG0000799	LOC129793175	AAEL004367, AAEL000223, AAEL020371, AAEL004369
OG0000800	LOC129795872	AAEL000414, AAEL026764, AAEL022929
OG0000802	LOC129791127	AAEL001198
OG0000805	LOC129793176	AAEL020603
OG0000805	LOC129793153	AAEL001549
OG0000807	LOC129788809	AAEL001820, AAEL018004, AAEL020509, AAEL023225
OG0000808	LOC129790680	AAEL023474, AAEL001843
OG0000809	LOC129791710	AAEL001976, AAEL007293
OG0000810	LOC129788735	AAEL002048
OG0000811	LOC129788764	AAEL002084
OG0000813	LOC129791403	AAEL002192
OG0000814	LOC129787257	AAEL024137, AAEL002270
OG0000815	LOC129797564	AAEL002292, AAEL002313
OG0000816	LOC129797354	AAEL002423
OG0000817	LOC129787592	AAEL002508
OG0000818	LOC129795093, LOC129795251, LOC129791377, LOC129795090, LOC129795163, LOC129795057, LOC129795174	AAEL002588
OG0000819	LOC129793136	AAEL002730, AAEL002720
OG0000821	LOC129790272	AAEL020942, AAEL021711, AAEL025774, AAEL002938
OG0000823	LOC129794529	AAEL003420
OG0000825	LOC129791777	AAEL003914, AAEL003918
OG0000826	LOC129790956	AAEL004060
OG0000827	LOC129794122	AAEL004086, AAEL004118
OG0000828	LOC129788185, LOC129788181	AAEL004245, AAEL025638
OG0000829	LOC129789057	AAEL019853, AAEL004524
OG0000830	LOC129790240	AAEL004605, AAEL004602
OG0000831	LOC129791176, LOC129791175	AAEL004784, AAEL004755
OG0000832	LOC129794224	AAEL005373
OG0000834	LOC129791780	AAEL026217, AAEL005656, AAEL021838
OG0000835	LOC129792918	AAEL006207
OG0000836	LOC129790211	AAEL006977
OG0000836	LOC129790329	AAEL006966
OG0000837	LOC129794116	AAEL007319
OG0000838	LOC129789521	AAEL007662
OG0000840	LOC129791262	AAEL007831
OG0000841	LOC129794927	AAEL007910
OG0000841	LOC129790946	AAEL007900
OG0000843	LOC129786227	AAEL008101, AAEL009987, AAEL023919
OG0000845	LOC129792536	AAEL008359, AAEL008355
OG0000846	LOC129787444	AAEL008419
OG0000846	LOC129787472	AAEL027646
OG0000847	LOC129791272	AAEL008468, AAEL008467
OG0000849	LOC129795434, LOC129788080, LOC129790226, LOC129791276	AAEL008651
OG0000850	LOC129791444	AAEL008921
OG0000852	LOC129788599	AAEL008952
OG0000854	LOC129793009	AAEL021942, AAEL009230
OG0000855	LOC129789897	AAEL024520, AAEL009479
OG0000856	LOC129790813, LOC129792104, LOC129786181	AAEL010097
OG0000857	LOC129785877	AAEL022757, AAEL010584
OG0000858	LOC129785850	AAEL020016, AAEL010907
OG0000859	LOC129788037	AAEL011229, AAEL015552
OG0000860	LOC129786266	AAEL011352
OG0000863	LOC129793328	AAEL012051, AAEL012042
OG0000864	LOC129793138	AAEL012058
OG0000865	LOC129790135	AAEL012239
OG0000866	LOC129792732	AAEL012916
OG0000867	LOC129786070	AAEL012998
OG0000868	LOC129792166	AAEL020064, AAEL013445
OG0000870	LOC129787090	AAEL013887
OG0000872	LOC129797115	AAEL014039
OG0000873	LOC129792698	AAEL014292
OG0000874	LOC129790074	AAEL014343
OG0000875	LOC129788011	AAEL014729
OG0000876	LOC129797362	AAEL014762
OG0000876	LOC129797390	AAEL027643, AAEL014761
OG0000877	LOC129788029	AAEL014945
OG0000878	LOC129793385	AAEL014958
OG0000879	LOC129786508, LOC129786528, LOC129786530	AAEL017101
OG0000881	LOC129797026	AAEL018139
OG0000882	LOC129795525	AAEL018248
OG0000883	LOC129791918	AAEL021437, AAEL019432
OG0000884	LOC129796295	AAEL019475
OG0000885	LOC129787789	AAEL019525
OG0000886	LOC129793963	AAEL019538
OG0000887	LOC129789293	AAEL019578
OG0000888	LOC129790593	AAEL019596
OG0000889	LOC129793644	AAEL019726
OG0000890	LOC129786434	AAEL019844
OG0000893	LOC129788074	AAEL019973
OG0000893	LOC129786042	AAEL019974
OG0000894	LOC129790516, LOC129789882	AAEL019989
OG0000895	LOC129797858	AAEL025763, AAEL019997
OG0000896	LOC129788923, LOC129790573	AAEL020008
OG0000899	LOC129794710	AAEL025902, AAEL020814, AAEL025706, AAEL024443
OG0000900	LOC129791238	AAEL020941
OG0000901	LOC129795564	AAEL021209
OG0000902	LOC129789494	AAEL021736
OG0000904	LOC129788200, LOC129786071	AAEL022566
OG0000906	LOC129792596	AAEL023434
OG0000907	LOC129790351	AAEL023595, AAEL027839, AAEL027013
OG0000908	LOC129790100	AAEL025140
OG0000909	LOC129796560	AAEL025937, AAEL026627
OG0000910	LOC129795282	AAEL026147
OG0000911	LOC129795049, LOC129795046, LOC129795115, LOC129795047, LOC129795048, LOC129795050	AAEL026758
OG0000940	LOC129790864	AAEL000324
OG0000941	LOC129796100	AAEL026240, AAEL000427
OG0000944	LOC129786944	AAEL001227
OG0000945	LOC129791341	AAEL001448
OG0000946	LOC129788541	AAEL001483
OG0000947	LOC129795083	AAEL001514, AAEL002623
OG0000948	LOC129793500	AAEL001646
OG0000951	LOC129793103	AAEL002269
OG0000954	LOC129790521	AAEL002518
OG0000955	LOC129788857	AAEL002574, AAEL002555
OG0000956	LOC129791637	AAEL002721
OG0000958	LOC129789081	AAEL002924
OG0000959	LOC129788197	AAEL002998, AAEL022096
OG0000960	LOC129787101	AAEL003014
OG0000961	LOC129789061, LOC129789060, LOC129791743	AAEL003056, AAEL003066
OG0000962	LOC129788175	AAEL003206
OG0000963	LOC129791715	AAEL024398, AAEL003373
OG0000964	LOC129789690	AAEL003424
OG0000965	LOC129793540	AAEL011715, AAEL003756
OG0000966	LOC129796954, LOC129794317, LOC129796959	AAEL003961, AAEL003959
OG0000967	LOC129787131	AAEL004021, AAEL004003
OG0000968	LOC129786430	AAEL004167
OG0000969	LOC129792145	AAEL025999, AAEL004175
OG0000972	LOC129791340	AAEL010716, AAEL004523
OG0000973	LOC129788414	AAEL004572
OG0000974	LOC129790235	AAEL005017
OG0000975	LOC129794101	AAEL005079, AAEL005073, AAEL023627, AAEL012510
